rodada,id_jogador,nome_jogador,pontuacao,posicao,entrou_em_campo,equipe,adv,perc_jogos
3,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,1.9,Meia,True,Fluminense,Fortaleza,0.5
4,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,5.9,Meia,True,Fluminense,Vasco,0.6666666666666666
5,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,1.8,Meia,True,Fluminense,Cruzeiro,0.75
6,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,2.2,Meia,True,Fluminense,Cuiabá,0.8
7,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,2.3,Meia,True,Fluminense,Botafogo,0.8333333333333334
8,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,6.8,Meia,True,Fluminense,Corinthians,0.8571428571428571
9,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,5.9,Meia,True,Fluminense,Bragantino,0.875
10,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,7.1,Meia,True,Fluminense,Goiás,0.8888888888888888
12,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,3.6,Meia,True,Fluminense,Bahia,0.8181818181818182
13,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,-0.2,Meia,True,Fluminense,São Paulo,0.8333333333333334
15,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,6.9,Meia,True,Fluminense,Flamengo,0.7857142857142857
16,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,5.0,Meia,True,Fluminense,Coritiba,0.8
17,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,13.2,Meia,True,Fluminense,Santos,0.8125
18,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,13.4,Meia,True,Fluminense,Palmeiras,0.8235294117647058
19,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,5.6,Meia,True,Fluminense,Grêmio,0.8333333333333334
20,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,10.9,Meia,True,Fluminense,América-MG,0.8421052631578947
22,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,3.6,Meia,True,Fluminense,Fortaleza,0.8095238095238095
23,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,-0.3,Meia,True,Fluminense,Vasco,0.8181818181818182
26,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,2.6,Meia,True,Fluminense,Botafogo,0.76
27,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,8.9,Meia,True,Fluminense,Corinthians,0.7692307692307693
28,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,4.0,Meia,True,Fluminense,Bragantino,0.7777777777777778
29,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,19.9,Meia,True,Fluminense,Goiás,0.7857142857142857
30,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,2.9,Meia,True,Fluminense,Atlético-MG,0.7931034482758621
33,Arias - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,2.4,Meia,True,Fluminense,Internacional,0.75
11,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,8.059999999999999,Técnico,True,Goiás,Vasco,0.0
12,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,1.88,Técnico,True,Goiás,Bragantino,0.09090909090909091
13,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,4.35,Técnico,True,Goiás,Coritiba,0.16666666666666666
14,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,4.55,Técnico,True,Goiás,Santos,0.23076923076923078
15,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,5.34,Técnico,True,Goiás,Atlético-MG,0.2857142857142857
16,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,6.15,Técnico,True,Goiás,Cruzeiro,0.3333333333333333
17,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,2.81,Técnico,True,Goiás,Grêmio,0.375
18,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,6.11,Técnico,True,Goiás,Fortaleza,0.4117647058823529
19,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,7.71,Técnico,True,Goiás,América-MG,0.4444444444444444
20,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,3.59,Técnico,True,Goiás,Athlético-PR,0.47368421052631576
21,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,4.89,Técnico,True,Goiás,Corinthians,0.5
22,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,4.06,Técnico,True,Goiás,Internacional,0.5238095238095238
23,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,1.4,Técnico,True,Goiás,Palmeiras,0.5454545454545454
24,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,4.63,Técnico,True,Goiás,Flamengo,0.5652173913043478
25,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,3.54,Técnico,True,Goiás,Botafogo,0.5833333333333334
26,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,5.88,Técnico,True,Goiás,Bahia,0.6
27,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,7.47,Técnico,True,Goiás,São Paulo,0.6153846153846154
28,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,2.22,Técnico,True,Goiás,Cuiabá,0.6296296296296297
29,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,5.06,Técnico,True,Goiás,Fluminense,0.6428571428571429
30,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,3.02,Técnico,True,Goiás,Vasco,0.6551724137931034
31,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,3.16,Técnico,True,Goiás,Bragantino,0.6666666666666666
32,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,6.81,Técnico,True,Goiás,Coritiba,0.6774193548387096
33,Armando Evangelista - Técnico (Goiás)https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,Armando Evangelista,1.99,Técnico,True,Goiás,Santos,0.6875
4,Arrascaeta - Meia (Flamengo)https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,0.9,Meia,True,Flamengo,Athlético-PR,0.0
5,Arrascaeta - Meia (Flamengo)https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,5.0,Meia,True,Flamengo,Goiás,0.25
6,Arrascaeta - Meia (Flamengo)https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,5.9,Meia,True,Flamengo,Bahia,0.4
9,Arrascaeta - Meia (Flamengo)https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,13.3,Meia,True,Flamengo,Vasco,0.375
10,Arrascaeta - Meia (Flamengo)https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,2.2,Meia,True,Flamengo,Grêmio,0.4444444444444444
11,Arrascaeta - Meia (Flamengo)https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,3.8,Meia,True,Flamengo,Bragantino,0.5
12,Arrascaeta - Meia (Flamengo)https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,0.3,Meia,True,Flamengo,Santos,0.5454545454545454
13,Arrascaeta - Meia (Flamengo)https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,18.8,Meia,True,Flamengo,Fortaleza,0.5833333333333334
14,Arrascaeta - Meia (Flamengo)https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,8.9,Meia,True,Flamengo,Palmeiras,0.6153846153846154
15,Arrascaeta - Meia (Flamengo)https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,3.6,Meia,True,Flamengo,Fluminense,0.6428571428571429
16,Arrascaeta - Meia (Flamengo)https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,4.2,Meia,True,Flamengo,América-MG,0.6666666666666666
17,Arrascaeta - Meia (Flamengo)https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,13.9,Meia,True,Flamengo,Atlético-MG,0.6875
19,Arrascaeta - Meia (Flamengo)https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,1.2,Meia,True,Flamengo,São Paulo,0.6666666666666666
20,Arrascaeta - Meia (Flamengo)https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,10.7,Meia,True,Flamengo,Coritiba,0.6842105263157895
21,Arrascaeta - Meia (Flamengo)https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,1.2,Meia,True,Flamengo,Internacional,0.7
26,Arrascaeta - Meia (Flamengo)https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,0.9,Meia,True,Flamengo,Corinthians,0.6
27,Arrascaeta - Meia (Flamengo)https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,0.5,Meia,True,Flamengo,Cruzeiro,0.6153846153846154
28,Arrascaeta - Meia (Flamengo)https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,6.1,Meia,True,Flamengo,Vasco,0.6296296296296297
29,Arrascaeta - Meia (Flamengo)https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,5.1,Meia,True,Flamengo,Grêmio,0.6428571428571429
31,Arrascaeta - Meia (Flamengo)https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,1.9,Meia,True,Flamengo,Santos,0.6333333333333333
32,Arrascaeta - Meia (Flamengo)https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,0.5,Meia,True,Flamengo,Fortaleza,0.6451612903225806
33,Arrascaeta - Meia (Flamengo)https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Arrascaeta,11.0,Meia,True,Flamengo,Palmeiras,0.65625
12,Arriagada - Atacante (Athlético-PR)https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VPNWNb6.png,Arriagada,0.3,Atacante,True,Athlético-PR,Corinthians,0.0
14,Arriagada - Atacante (Athlético-PR)https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VPNWNb6.png,Arriagada,1.8,Atacante,True,Athlético-PR,Fortaleza,0.07692307692307693
17,Arriagada - Atacante (Athlético-PR)https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VPNWNb6.png,Arriagada,1.0,Atacante,True,Athlético-PR,Cruzeiro,0.125
25,Arriagada - Atacante (Athlético-PR)https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VPNWNb6.png,Arriagada,1.7,Atacante,True,Athlético-PR,Coritiba,0.125
26,Arriagada - Atacante (Athlético-PR)https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VPNWNb6.png,Arriagada,0.0,Atacante,True,Athlético-PR,Bragantino,0.16
27,Arriagada - Atacante (Athlético-PR)https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VPNWNb6.png,Arriagada,-0.6,Atacante,True,Athlético-PR,Grêmio,0.19230769230769232
30,Arriagada - Atacante (Athlético-PR)https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VPNWNb6.png,Arriagada,0.0,Atacante,True,Athlético-PR,São Paulo,0.20689655172413793
32,Arriagada - Atacante (Athlético-PR)https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VPNWNb6.png,Arriagada,-0.4,Atacante,True,Athlético-PR,Palmeiras,0.22580645161290322
3,Arthur - Lateral (América-MG)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_uV8Y9vj.png,Arthur,1.6,Lateral,True,América-MG,Santos,0.0
8,Arthur - Meia (Fluminense)https://s.sde.globo.com/media/person_role/2021/03/15/a1e027a6133eb086771225ec24cc7c69_FORMATO.png,Arthur,1.2,Meia,True,Fluminense,Corinthians,0.0
17,Arthur Gomes - Atacante (Cruzeiro)https://s.sde.globo.com/media/person_role/2023/07/15/photo_220x220_4DHfVWg.png,Arthur Gomes,18.1,Atacante,True,Cruzeiro,Athlético-PR,0.0
18,Arthur Gomes - Atacante (Cruzeiro)https://s.sde.globo.com/media/person_role/2023/07/15/photo_220x220_4DHfVWg.png,Arthur Gomes,0.5,Atacante,True,Cruzeiro,Botafogo,0.058823529411764705
19,Arthur Gomes - Atacante (Cruzeiro)https://s.sde.globo.com/media/person_role/2023/07/15/photo_220x220_4DHfVWg.png,Arthur Gomes,0.8,Atacante,True,Cruzeiro,Palmeiras,0.1111111111111111
20,Arthur Gomes - Atacante (Cruzeiro)https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_4DHfVWg.png,Arthur Gomes,3.4,Atacante,True,Cruzeiro,Corinthians,0.0
21,Arthur Gomes - Atacante (Cruzeiro)https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_4DHfVWg.png,Arthur Gomes,2.3,Atacante,True,Cruzeiro,Grêmio,0.05
22,Arthur Gomes - Atacante (Cruzeiro)https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_4DHfVWg.png,Arthur Gomes,0.9,Atacante,True,Cruzeiro,Bragantino,0.09523809523809523
23,Arthur Gomes - Atacante (Cruzeiro)https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_4DHfVWg.png,Arthur Gomes,-0.5,Atacante,True,Cruzeiro,Santos,0.13636363636363635
24,Arthur Gomes - Atacante (Cruzeiro)https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_4DHfVWg.png,Arthur Gomes,5.0,Atacante,True,Cruzeiro,Fluminense,0.17391304347826086
25,Arthur Gomes - Atacante (Cruzeiro)https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_4DHfVWg.png,Arthur Gomes,4.0,Atacante,True,Cruzeiro,América-MG,0.20833333333333334
28,Arthur Gomes - Atacante (Cruzeiro)https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_4DHfVWg.png,Arthur Gomes,3.5,Atacante,True,Cruzeiro,Atlético-MG,0.2222222222222222
29,Arthur Gomes - Atacante (Cruzeiro)https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_4DHfVWg.png,Arthur Gomes,7.7,Atacante,True,Cruzeiro,Bahia,0.25
31,Arthur Gomes - Atacante (Cruzeiro)https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_4DHfVWg.png,Arthur Gomes,0.8,Atacante,True,Cruzeiro,São Paulo,0.26666666666666666
32,Arthur Gomes - Atacante (Cruzeiro)https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_4DHfVWg.png,Arthur Gomes,1.5,Atacante,True,Cruzeiro,Internacional,0.2903225806451613
1,Arthur Sales - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_OzxQsVM.png,Arthur Sales,0.8,Atacante,True,Bahia,Bragantino,1.0
2,Arthur Sales - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_OzxQsVM.png,Arthur Sales,0.0,Atacante,True,Bahia,Botafogo,1.0
3,Arthur Sales - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_OzxQsVM.png,Arthur Sales,1.4,Atacante,True,Bahia,Vasco,1.0
4,Arthur Sales - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_OzxQsVM.png,Arthur Sales,3.1,Atacante,True,Bahia,Coritiba,1.0
5,Arthur Sales - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_OzxQsVM.png,Arthur Sales,2.2,Atacante,True,Bahia,Santos,1.0
6,Arthur Sales - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_OzxQsVM.png,Arthur Sales,1.7,Atacante,True,Bahia,Flamengo,1.0
7,Arthur Sales - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_OzxQsVM.png,Arthur Sales,0.0,Atacante,True,Bahia,Goiás,1.0
10,Arthur Sales - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_OzxQsVM.png,Arthur Sales,9.8,Atacante,True,Bahia,Cruzeiro,0.7777777777777778
12,Arthur Sales - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_OzxQsVM.png,Arthur Sales,0.8,Atacante,True,Bahia,Fluminense,0.7272727272727273
1,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,1.8,Atacante,True,Palmeiras,Cuiabá,1.0
2,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,10.9,Atacante,True,Palmeiras,Vasco,1.0
3,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,6.2,Atacante,True,Palmeiras,Corinthians,1.0
4,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,8.5,Atacante,True,Palmeiras,Goiás,1.0
5,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,6.8,Atacante,True,Palmeiras,Grêmio,1.0
6,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,13.0,Atacante,True,Palmeiras,Bragantino,1.0
7,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,1.7,Atacante,True,Palmeiras,Santos,1.0
8,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,9.0,Atacante,True,Palmeiras,Atlético-MG,1.0
9,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,9.2,Atacante,True,Palmeiras,Coritiba,1.0
10,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,2.0,Atacante,True,Palmeiras,São Paulo,1.0
11,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,6.2,Atacante,True,Palmeiras,Bahia,1.0
12,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,4.1,Atacante,True,Palmeiras,Botafogo,1.0
14,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,2.9,Atacante,True,Palmeiras,Flamengo,0.9230769230769231
15,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,3.3,Atacante,True,Palmeiras,Internacional,0.9285714285714286
16,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,1.5,Atacante,True,Palmeiras,Fortaleza,0.9333333333333333
17,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,8.3,Atacante,True,Palmeiras,América-MG,0.9375
18,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,6.6,Atacante,True,Palmeiras,Fluminense,0.9411764705882353
19,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,1.3,Atacante,True,Palmeiras,Cruzeiro,0.9444444444444444
20,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,1.2,Atacante,True,Palmeiras,Cuiabá,0.9473684210526315
21,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,2.1,Atacante,True,Palmeiras,Vasco,0.95
22,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,4.7,Atacante,True,Palmeiras,Corinthians,0.9523809523809523
23,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,3.0,Atacante,True,Palmeiras,Goiás,0.9545454545454546
24,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,-0.1,Atacante,True,Palmeiras,Grêmio,0.9565217391304348
28,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,0.0,Atacante,True,Palmeiras,Coritiba,0.8518518518518519
29,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,0.0,Atacante,True,Palmeiras,São Paulo,0.8571428571428571
30,Artur - Atacante (Palmeiras)https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,2.6,Atacante,True,Palmeiras,Bahia,0.8620689655172413
13,Aránguiz - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/04/02/photo_220x220_AyFyEWO.png,Aránguiz,2.2,Meia,True,Internacional,Cruzeiro,0.0
14,Aránguiz - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_WCyBeDb.png,Aránguiz,-0.3,Meia,True,Internacional,Fluminense,0.0
15,Aránguiz - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_WCyBeDb.png,Aránguiz,0.9,Meia,True,Internacional,Palmeiras,0.07142857142857142
16,Aránguiz - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_WCyBeDb.png,Aránguiz,2.4,Meia,True,Internacional,Bragantino,0.13333333333333333
17,Aránguiz - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_WCyBeDb.png,Aránguiz,1.7,Meia,True,Internacional,Cuiabá,0.1875
18,Aránguiz - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_WCyBeDb.png,Aránguiz,0.8,Meia,True,Internacional,Corinthians,0.23529411764705882
19,Aránguiz - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_WCyBeDb.png,Aránguiz,0.7,Meia,True,Internacional,Botafogo,0.2777777777777778
20,Aránguiz - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_WCyBeDb.png,Aránguiz,0.8,Meia,True,Internacional,Fortaleza,0.3157894736842105
21,Aránguiz - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_WCyBeDb.png,Aránguiz,1.6,Meia,True,Internacional,Flamengo,0.35
22,Aránguiz - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_WCyBeDb.png,Aránguiz,0.3,Meia,True,Internacional,Goiás,0.38095238095238093
25,Aránguiz - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_WCyBeDb.png,Aránguiz,0.0,Meia,True,Internacional,Atlético-MG,0.375
26,Aránguiz - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_WCyBeDb.png,Aránguiz,4.6,Meia,True,Internacional,Grêmio,0.4
28,Aránguiz - Meia (Internacional)https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_WCyBeDb.png,Aránguiz,4.9,Meia,True,Internacional,Santos,0.4074074074074074
