rodada,adv,equipe_contraAvgpontuacao,equipe_contraLastpontuacao,equipe_contraAvgMov5pontuacao,equipe_contraAvgMov10pontuacao,equipe_contraAvgDS,equipe_contraLastDS,equipe_contraAvgMov5DS,equipe_contraAvgMov10DS,equipe_contraAvgFC,equipe_contraLastFC,equipe_contraAvgMov5FC,equipe_contraAvgMov10FC,equipe_contraAvgFF,equipe_contraLastFF,equipe_contraAvgMov5FF,equipe_contraAvgMov10FF,equipe_contraAvgFS,equipe_contraLastFS,equipe_contraAvgMov5FS,equipe_contraAvgMov10FS,equipe_contraAvgCA,equipe_contraLastCA,equipe_contraAvgMov5CA,equipe_contraAvgMov10CA,equipe_contraAvgFD,equipe_contraLastFD,equipe_contraAvgMov5FD,equipe_contraAvgMov10FD,equipe_contraAvgFT,equipe_contraLastFT,equipe_contraAvgMov5FT,equipe_contraAvgMov10FT,equipe_contraAvgG,equipe_contraLastG,equipe_contraAvgMov5G,equipe_contraAvgMov10G,equipe_contraAvgDE,equipe_contraLastDE,equipe_contraAvgMov5DE,equipe_contraAvgMov10DE,equipe_contraAvgGS,equipe_contraLastGS,equipe_contraAvgMov5GS,equipe_contraAvgMov10GS,equipe_contraAvgGC,equipe_contraLastGC,equipe_contraAvgMov5GC,equipe_contraAvgMov10GC,equipe_contraAvgI,equipe_contraLastI,equipe_contraAvgMov5I,equipe_contraAvgMov10I,equipe_contraAvgSG,equipe_contraLastSG,equipe_contraAvgMov5SG,equipe_contraAvgMov10SG,equipe_contraAvgA,equipe_contraLastA,equipe_contraAvgMov5A,equipe_contraAvgMov10A,equipe_contraAvgV,equipe_contraLastV,equipe_contraAvgMov5V,equipe_contraAvgMov10V,equipe_contraAvgPS,equipe_contraLastPS,equipe_contraAvgMov5PS,equipe_contraAvgMov10PS,equipe_contraAvgPC,equipe_contraLastPC,equipe_contraAvgMov5PC,equipe_contraAvgMov10PC,equipe_contraAvgCV,equipe_contraLastCV,equipe_contraAvgMov5CV,equipe_contraAvgMov10CV,equipe_contraAvgDP,equipe_contraLastDP,equipe_contraAvgMov5DP,equipe_contraAvgMov10DP,equipe_contraAvgPP,equipe_contraLastPP,equipe_contraAvgMov5PP,equipe_contraAvgMov10PP
12,Flamengo,58.04,114.78,59.72,59.85,18.82,12.0,17.8,18.2,12.82,2.0,12.4,12.5,6.73,7.0,8.2,7.2,13.45,5.0,12.4,12.9,2.36,0.0,2.4,2.3,4.64,8.0,5.8,4.8,0.45,2.0,1.0,0.5,1.36,4.0,1.2,1.5,2.91,0.0,1.0,2.8,1.91,0.0,1.8,1.8,0.0,0.0,0.0,0.0,1.64,2.0,2.0,1.6,0.45,5.0,1.0,0.5,0.91,2.0,0.6,1.0,0.36,1.0,0.2,0.4,0.18,0.0,0.2,0.2,0.45,0.0,0.2,0.4,0.27,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Flamengo,56.92,44.51,61.68,57.05,18.33,13.0,16.8,16.9,12.92,14.0,12.6,12.5,6.58,5.0,7.4,7.1,13.17,10.0,12.6,12.6,2.33,2.0,2.4,2.2,4.5,3.0,5.8,4.9,0.42,0.0,1.0,0.5,1.42,2.0,1.6,1.5,2.75,1.0,0.8,2.6,2.0,3.0,2.2,2.0,0.0,0.0,0.0,0.0,1.67,2.0,2.0,1.6,0.42,0.0,1.0,0.5,0.92,1.0,0.8,0.9,0.33,0.0,0.2,0.3,0.17,0.0,0.2,0.2,0.42,0.0,0.2,0.4,0.25,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Flamengo,54.64,27.27,55.9,52.82,17.85,12.0,14.2,16.8,13.0,14.0,12.0,12.7,6.54,6.0,6.8,7.4,13.08,12.0,12.8,12.6,2.15,0.0,1.4,2.0,4.62,6.0,5.8,5.2,0.38,0.0,1.0,0.5,1.31,0.0,1.4,1.2,2.69,2.0,1.0,1.7,2.0,2.0,2.4,2.0,0.0,0.0,0.0,0.0,1.69,2.0,1.8,1.7,0.38,0.0,1.0,0.5,0.85,0.0,0.6,0.7,0.31,0.0,0.2,0.2,0.23,1.0,0.4,0.2,0.38,0.0,0.0,0.4,0.23,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.08,1.0,0.2,0.1
15,Flamengo,53.46,38.18,53.72,51.35,17.36,11.0,12.4,16.2,13.0,13.0,12.0,12.6,6.5,6.0,6.8,7.7,13.29,16.0,12.6,13.3,2.14,2.0,1.4,2.0,4.43,2.0,5.4,5.1,0.43,1.0,1.0,0.6,1.29,1.0,1.4,1.1,2.71,3.0,1.4,1.6,1.93,1.0,1.8,2.0,0.0,0.0,0.0,0.0,1.93,5.0,2.4,2.0,0.36,0.0,1.0,0.5,0.79,0.0,0.6,0.6,0.29,0.0,0.2,0.1,0.21,0.0,0.2,0.2,0.36,0.0,0.0,0.3,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.07,0.0,0.2,0.1
16,Flamengo,53.29,50.96,55.14,51.59,16.73,8.0,11.2,15.0,13.8,25.0,13.6,14.3,6.33,4.0,5.6,7.5,13.73,20.0,12.6,13.1,2.4,6.0,2.0,2.5,4.67,8.0,5.4,5.3,0.4,0.0,0.6,0.6,1.2,0.0,1.4,1.1,2.73,3.0,1.8,1.5,1.8,0.0,1.2,1.8,0.0,0.0,0.0,0.0,1.87,1.0,2.4,2.0,0.67,5.0,2.0,1.0,0.73,0.0,0.6,0.6,0.27,0.0,0.2,0.1,0.2,0.0,0.2,0.2,0.33,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.07,0.0,0.2,0.1
17,Flamengo,52.63,42.65,40.71,50.22,16.62,15.0,11.8,14.8,13.75,13.0,15.8,14.1,6.31,6.0,5.4,6.8,13.38,8.0,13.2,12.8,2.5,4.0,2.8,2.6,4.56,3.0,4.4,5.1,0.44,1.0,0.4,0.7,1.19,1.0,0.8,1.0,3.0,7.0,3.2,2.1,1.75,1.0,1.4,1.6,0.0,0.0,0.0,0.0,2.0,4.0,2.8,2.4,0.62,0.0,1.0,1.0,0.69,0.0,0.2,0.4,0.25,0.0,0.0,0.1,0.19,0.0,0.2,0.2,0.31,0.0,0.0,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.2,0.1
18,Flamengo,52.77,54.98,42.81,52.24,16.65,17.0,12.6,14.7,14.18,21.0,17.2,14.9,6.41,8.0,6.0,6.7,13.41,14.0,14.0,13.3,2.53,3.0,3.0,2.7,4.59,5.0,4.8,5.3,0.53,2.0,0.8,0.9,1.18,1.0,0.6,1.1,3.0,3.0,3.6,2.2,1.76,2.0,1.2,1.7,0.0,0.0,0.0,0.0,1.94,1.0,2.6,2.3,0.59,0.0,1.0,1.0,0.71,1.0,0.2,0.5,0.24,0.0,0.0,0.1,0.18,0.0,0.2,0.2,0.29,0.0,0.0,0.1,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.2,0.1
19,Flamengo,55.41,100.38,57.43,56.66,16.56,15.0,13.2,13.7,13.89,9.0,16.2,14.1,6.44,7.0,6.2,6.5,13.17,9.0,13.4,13.1,2.5,2.0,3.4,2.4,4.56,4.0,4.4,5.1,0.5,0.0,0.8,0.9,1.28,3.0,1.2,1.3,3.06,4.0,4.0,2.5,1.67,0.0,0.8,1.6,0.0,0.0,0.0,0.0,1.89,1.0,2.4,2.1,0.83,5.0,2.0,1.5,0.78,2.0,0.6,0.6,0.28,1.0,0.2,0.2,0.17,0.0,0.0,0.2,0.28,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.1
20,Flamengo,54.71,42.11,58.22,55.97,16.84,22.0,15.4,13.9,13.89,14.0,16.4,14.2,6.26,3.0,5.6,6.2,13.16,13.0,12.8,12.7,2.68,6.0,4.2,2.8,4.32,0.0,4.0,4.7,0.47,0.0,0.6,0.8,1.26,1.0,1.2,1.3,3.05,3.0,4.0,2.7,1.63,1.0,0.8,1.3,0.0,0.0,0.0,0.0,2.05,5.0,2.4,2.4,0.79,0.0,2.0,1.5,0.79,1.0,0.8,0.7,0.26,0.0,0.2,0.2,0.16,0.0,0.0,0.1,0.32,1.0,0.2,0.1,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1
21,Flamengo,54.93,59.13,59.85,57.49,17.2,24.0,18.6,14.9,13.65,9.0,13.2,13.4,6.35,8.0,6.4,6.0,12.85,7.0,10.2,11.4,2.7,3.0,3.6,2.8,4.2,2.0,2.8,4.1,0.45,0.0,0.6,0.6,1.3,2.0,1.6,1.5,2.95,1.0,3.6,2.7,1.7,3.0,1.4,1.3,0.0,0.0,0.0,0.0,2.05,2.0,2.6,2.5,0.75,0.0,1.0,1.5,0.8,1.0,1.0,0.8,0.25,0.0,0.2,0.2,0.2,1.0,0.2,0.2,0.35,1.0,0.4,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1
22,Flamengo,55.23,61.11,63.54,52.13,17.24,18.0,19.2,15.5,13.95,20.0,14.6,15.2,6.14,2.0,5.6,5.5,12.81,12.0,11.0,12.1,2.71,3.0,3.4,3.1,4.05,1.0,2.4,3.4,0.43,0.0,0.4,0.4,1.24,0.0,1.4,1.1,3.05,5.0,3.2,3.2,1.62,0.0,1.2,1.3,0.0,0.0,0.0,0.0,2.1,3.0,2.4,2.6,1.0,6.0,2.2,1.6,0.76,0.0,1.0,0.6,0.24,0.0,0.2,0.1,0.19,0.0,0.2,0.2,0.33,0.0,0.4,0.2,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1
23,Flamengo,54.32,35.35,59.62,51.21,17.23,17.0,19.2,15.9,13.95,14.0,13.2,15.2,6.18,7.0,5.4,5.7,12.55,7.0,9.6,11.8,2.73,3.0,3.4,3.2,4.14,6.0,2.6,3.7,0.41,0.0,0.0,0.4,1.23,1.0,1.4,1.0,3.05,3.0,3.2,3.4,1.64,2.0,1.2,1.2,0.05,1.0,0.2,0.1,2.05,1.0,2.4,2.5,0.95,0.0,2.2,1.6,0.73,0.0,0.8,0.5,0.23,0.0,0.2,0.1,0.18,0.0,0.2,0.2,0.32,0.0,0.4,0.2,0.18,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1
24,Flamengo,56.41,102.24,59.99,58.71,17.43,22.0,20.6,16.9,14.17,19.0,15.2,15.7,6.04,3.0,4.6,5.4,12.48,11.0,10.0,11.7,2.7,2.0,3.4,3.4,4.22,6.0,3.0,3.7,0.39,0.0,0.0,0.4,1.3,3.0,1.4,1.3,3.09,4.0,3.2,3.6,1.57,0.0,1.2,1.0,0.04,0.0,0.2,0.1,1.96,0.0,2.2,2.3,1.17,6.0,2.4,2.2,0.7,0.0,0.4,0.5,0.26,1.0,0.2,0.2,0.22,1.0,0.4,0.2,0.3,0.0,0.4,0.2,0.17,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
25,Flamengo,56.37,55.53,62.67,60.44,17.33,15.0,19.2,17.3,14.21,15.0,15.4,15.9,6.0,5.0,5.0,5.3,12.5,13.0,10.0,11.4,2.62,1.0,2.4,3.3,4.08,1.0,3.2,3.6,0.38,0.0,0.0,0.3,1.25,0.0,1.2,1.2,3.04,2.0,3.0,3.5,1.5,0.0,1.0,0.9,0.04,0.0,0.2,0.1,2.0,3.0,1.8,2.1,1.33,5.0,3.4,2.7,0.67,0.0,0.2,0.5,0.25,0.0,0.2,0.2,0.21,0.0,0.4,0.2,0.29,0.0,0.2,0.2,0.17,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
26,Flamengo,54.96,21.16,55.08,57.46,17.12,12.0,16.8,17.7,14.12,12.0,16.0,14.6,5.84,2.0,3.8,5.1,12.44,11.0,10.8,10.5,2.6,2.0,2.2,2.9,4.08,4.0,3.6,3.2,0.36,0.0,0.0,0.3,1.2,0.0,0.8,1.2,3.08,4.0,3.6,3.6,1.48,1.0,0.6,1.0,0.04,0.0,0.2,0.1,2.04,3.0,2.0,2.3,1.28,0.0,3.4,2.2,0.64,0.0,0.0,0.5,0.24,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.32,1.0,0.2,0.3,0.2,1.0,0.4,0.2,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
27,Flamengo,54.45,41.56,51.17,57.36,17.0,14.0,16.0,17.6,13.77,5.0,13.0,13.8,5.77,4.0,4.2,4.9,12.35,10.0,10.4,10.7,2.62,3.0,2.2,2.8,4.08,4.0,4.2,3.3,0.35,0.0,0.0,0.2,1.19,1.0,1.0,1.2,3.19,6.0,3.8,3.5,1.46,1.0,0.8,1.0,0.04,0.0,0.2,0.1,2.04,2.0,1.8,2.1,1.23,0.0,2.2,2.2,0.62,0.0,0.0,0.5,0.23,0.0,0.2,0.2,0.19,0.0,0.2,0.2,0.31,0.0,0.2,0.3,0.19,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
28,Flamengo,53.41,26.51,49.4,54.51,17.07,19.0,16.4,17.8,13.96,19.0,14.0,13.6,5.7,4.0,3.6,4.5,12.3,11.0,11.2,10.4,2.63,3.0,2.2,2.8,4.07,4.0,3.8,3.2,0.33,0.0,0.0,0.0,1.15,0.0,0.8,1.1,3.07,0.0,3.2,3.2,1.48,2.0,0.8,1.0,0.04,0.0,0.0,0.1,2.07,3.0,2.2,2.3,1.19,0.0,2.2,2.2,0.59,0.0,0.0,0.4,0.22,0.0,0.2,0.2,0.19,0.0,0.2,0.2,0.33,1.0,0.4,0.4,0.19,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
29,Flamengo,52.95,40.36,37.02,48.51,17.18,20.0,16.0,18.3,14.0,15.0,13.2,14.2,5.64,4.0,3.8,4.2,12.21,10.0,11.0,10.5,2.61,2.0,2.2,2.8,4.18,7.0,4.0,3.5,0.32,0.0,0.0,0.0,1.11,0.0,0.2,0.8,3.11,4.0,3.2,3.2,1.46,1.0,1.0,1.1,0.04,0.0,0.0,0.1,2.04,1.0,2.4,2.3,1.14,0.0,1.0,1.7,0.57,0.0,0.0,0.2,0.21,0.0,0.0,0.1,0.18,0.0,0.0,0.2,0.32,0.0,0.4,0.4,0.18,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
31,Flamengo,53.66,73.65,40.65,51.66,17.21,18.0,16.6,17.9,14.0,14.0,13.0,14.2,5.62,5.0,3.8,4.4,12.34,16.0,11.6,10.8,2.62,3.0,2.6,2.5,4.07,1.0,4.0,3.6,0.31,0.0,0.0,0.0,1.17,3.0,0.8,1.0,3.07,2.0,3.2,3.1,1.48,2.0,1.4,1.2,0.03,0.0,0.0,0.1,1.97,0.0,1.8,1.8,1.1,0.0,0.0,1.7,0.66,3.0,0.6,0.4,0.24,1.0,0.2,0.2,0.17,0.0,0.0,0.2,0.31,0.0,0.4,0.3,0.17,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
32,Flamengo,53.46,47.58,45.93,50.5,17.0,11.0,16.4,16.6,14.07,16.0,13.8,14.9,5.7,8.0,5.0,4.4,12.3,11.0,11.6,11.2,2.57,1.0,2.4,2.3,4.03,3.0,3.8,3.7,0.3,0.0,0.0,0.0,1.2,2.0,1.2,1.0,3.07,3.0,3.0,3.3,1.47,1.0,1.4,1.0,0.03,0.0,0.0,0.1,1.97,2.0,1.6,1.8,1.07,0.0,0.0,1.7,0.67,1.0,0.8,0.4,0.27,1.0,0.4,0.3,0.17,0.0,0.0,0.1,0.3,0.0,0.2,0.2,0.2,1.0,0.2,0.3,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
33,Flamengo,53.28,48.11,47.24,49.2,17.1,20.0,17.6,16.8,13.9,9.0,14.6,13.8,5.84,10.0,6.2,5.2,12.26,11.0,11.8,11.1,2.52,1.0,2.0,2.1,4.03,4.0,3.8,4.0,0.35,2.0,0.4,0.2,1.16,0.0,1.0,1.0,3.03,2.0,2.2,3.0,1.48,2.0,1.6,1.2,0.03,0.0,0.0,0.1,2.06,5.0,2.2,2.0,1.03,0.0,0.0,1.1,0.65,0.0,0.8,0.4,0.26,0.0,0.4,0.3,0.16,0.0,0.0,0.1,0.29,0.0,0.2,0.2,0.19,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
1,Fluminense,32.4,32.4,32.4,32.4,11.0,11.0,11.0,11.0,21.0,21.0,21.0,21.0,10.0,10.0,10.0,10.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2,Fluminense,32.4,32.4,32.4,32.4,11.0,11.0,11.0,11.0,21.0,21.0,21.0,21.0,10.0,10.0,10.0,10.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
3,Fluminense,30.49,28.58,30.49,30.49,13.5,16.0,13.5,13.5,19.5,18.0,19.5,19.5,8.5,7.0,8.5,8.5,9.0,11.0,9.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3.5,3.0,3.5,3.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0
4,Fluminense,48.66,85.0,48.66,48.66,14.0,15.0,14.0,14.0,16.0,9.0,16.0,16.0,7.0,4.0,7.0,7.0,10.67,14.0,10.67,10.67,1.33,0.0,1.33,1.33,5.67,13.0,5.67,5.67,0.33,0.0,0.33,0.33,1.33,4.0,1.33,1.33,2.67,1.0,2.67,2.67,2.33,2.0,2.33,2.33,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33,1.0,0.33,0.33,0.33,1.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0
5,Fluminense,47.57,44.29,47.57,47.57,14.75,17.0,14.75,14.75,16.75,19.0,16.75,16.75,6.5,5.0,6.5,6.5,10.5,10.0,10.5,10.5,1.75,3.0,1.75,1.75,4.25,0.0,4.25,4.25,0.25,0.0,0.25,0.25,1.25,1.0,1.25,1.25,4.0,8.0,4.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0
6,Fluminense,46.82,43.85,46.82,46.82,15.2,17.0,15.2,15.2,16.2,14.0,16.2,16.2,8.0,14.0,8.0,8.0,10.2,9.0,10.2,10.2,1.6,1.0,1.6,1.6,4.8,7.0,4.8,4.8,0.4,1.0,0.4,0.4,1.0,0.0,1.0,1.0,3.8,3.0,3.8,3.8,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.2,0.0,0.2,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,1.0,0.2,0.2
7,Fluminense,44.62,33.6,47.06,44.62,16.5,23.0,17.6,16.5,15.17,10.0,14.0,15.17,7.33,4.0,6.8,7.33,10.83,14.0,11.6,10.83,2.0,4.0,2.0,2.0,4.33,2.0,4.8,4.33,0.33,0.0,0.2,0.33,0.83,0.0,1.0,0.83,3.17,0.0,3.0,3.17,2.0,2.0,1.8,2.0,0.0,0.0,0.0,0.0,1.5,4.0,1.6,1.5,0.0,0.0,0.0,0.0,0.33,0.0,0.4,0.33,0.17,0.0,0.2,0.17,0.17,0.0,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.17,0.0,0.2,0.17
8,Fluminense,52.04,96.56,60.66,52.04,17.86,26.0,19.6,17.86,16.43,24.0,15.2,16.43,7.29,7.0,6.8,7.29,11.29,14.0,12.2,11.29,2.29,4.0,2.4,2.29,4.57,6.0,5.6,4.57,0.29,0.0,0.2,0.29,0.86,1.0,1.2,0.86,2.71,0.0,2.4,2.71,1.71,0.0,1.4,1.71,0.0,0.0,0.0,0.0,1.57,2.0,1.8,1.57,1.0,7.0,1.4,1.0,0.43,1.0,0.6,0.43,0.29,1.0,0.4,0.29,0.14,0.0,0.2,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.14,0.0,0.2,0.14
9,Fluminense,57.66,97.0,63.06,57.66,18.0,19.0,20.4,18.0,16.62,18.0,17.0,16.62,7.38,8.0,7.6,7.38,10.62,6.0,10.6,10.62,2.5,4.0,3.2,2.5,4.25,2.0,3.4,4.25,0.25,0.0,0.2,0.25,1.0,2.0,0.8,1.0,3.25,7.0,3.6,3.25,1.5,0.0,1.0,1.5,0.0,0.0,0.0,0.0,1.62,2.0,2.0,1.62,1.62,6.0,2.6,1.62,0.62,2.0,0.8,0.62,0.38,1.0,0.4,0.38,0.12,0.0,0.2,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.12,0.0,0.2,0.12
10,Fluminense,56.11,43.75,62.95,56.11,17.44,13.0,19.6,17.44,16.11,12.0,15.6,16.11,7.44,8.0,8.2,7.44,10.78,12.0,11.0,10.78,2.44,2.0,3.0,2.44,4.22,4.0,4.2,4.22,0.22,0.0,0.2,0.22,1.0,1.0,0.8,1.0,3.11,2.0,2.4,3.11,1.56,2.0,1.2,1.56,0.0,0.0,0.0,0.0,1.56,1.0,2.0,1.56,1.44,0.0,2.6,1.44,0.67,1.0,0.8,0.67,0.33,0.0,0.4,0.33,0.11,0.0,0.2,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.2,0.11
11,Fluminense,58.03,75.27,69.24,58.03,18.0,23.0,20.8,18.0,16.0,15.0,15.8,16.0,7.7,10.0,7.4,7.7,11.9,22.0,13.6,11.9,2.5,3.0,3.4,2.5,4.5,7.0,4.2,4.5,0.2,0.0,0.0,0.2,1.1,2.0,1.2,1.1,3.0,2.0,2.2,3.0,1.6,2.0,1.2,1.6,0.0,0.0,0.0,0.0,1.9,5.0,2.8,1.9,1.3,0.0,2.6,1.3,0.7,1.0,1.0,0.7,0.3,0.0,0.4,0.3,0.2,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1
12,Fluminense,56.78,44.32,71.38,59.22,18.18,20.0,20.2,18.9,16.27,19.0,17.6,15.8,7.45,5.0,7.6,7.2,12.64,20.0,14.8,13.2,2.64,4.0,3.4,2.7,4.64,6.0,5.0,4.9,0.18,0.0,0.0,0.1,1.0,0.0,1.2,1.1,3.0,3.0,2.8,2.9,1.55,1.0,1.0,1.4,0.0,0.0,0.0,0.0,1.73,0.0,2.0,1.8,1.18,0.0,2.6,1.3,0.64,0.0,1.0,0.7,0.27,0.0,0.4,0.3,0.18,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.1
13,Fluminense,56.79,56.84,63.44,62.05,18.25,19.0,18.8,19.2,15.83,11.0,15.0,15.1,7.58,9.0,8.0,7.4,12.25,8.0,13.6,12.9,2.42,0.0,2.6,2.5,4.42,2.0,4.2,4.9,0.17,0.0,0.0,0.1,1.0,1.0,1.2,1.2,3.42,8.0,4.4,3.4,1.58,2.0,1.4,1.4,0.0,0.0,0.0,0.0,1.58,0.0,1.6,1.7,1.08,0.0,1.2,1.3,0.67,1.0,1.0,0.8,0.25,0.0,0.2,0.3,0.17,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.1
14,Fluminense,59.37,90.35,62.11,62.58,18.69,24.0,19.8,20.1,15.85,16.0,14.6,15.8,7.77,10.0,8.4,8.0,11.85,7.0,13.8,12.2,2.38,2.0,2.2,2.7,4.31,3.0,4.4,3.9,0.15,0.0,0.0,0.1,1.0,1.0,1.0,0.9,3.31,2.0,3.4,3.5,1.46,0.0,1.4,1.2,0.0,0.0,0.0,0.0,1.62,2.0,1.6,1.8,1.46,6.0,1.2,1.9,0.69,1.0,0.8,0.8,0.31,1.0,0.2,0.3,0.15,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.1
15,Fluminense,56.42,18.0,56.96,59.95,18.07,10.0,19.2,19.4,15.71,14.0,15.0,15.3,7.5,4.0,7.6,7.9,11.93,13.0,14.0,12.5,2.43,3.0,2.4,2.7,4.0,0.0,3.6,3.9,0.14,0.0,0.0,0.1,0.93,0.0,0.8,0.8,3.36,4.0,3.8,3.1,1.5,2.0,1.4,1.3,0.0,0.0,0.0,0.0,1.5,0.0,1.4,1.7,1.36,0.0,1.2,1.9,0.64,0.0,0.6,0.7,0.29,0.0,0.2,0.3,0.14,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.1
16,Fluminense,56.94,64.36,54.77,62.0,17.73,13.0,17.2,19.0,16.0,20.0,16.0,15.9,7.2,3.0,6.2,6.8,12.8,25.0,14.6,14.1,2.6,5.0,2.8,3.1,3.93,3.0,2.8,3.5,0.13,0.0,0.0,0.0,0.87,0.0,0.4,0.8,3.73,9.0,5.2,3.7,1.4,0.0,1.0,1.1,0.0,0.0,0.0,0.0,1.47,1.0,0.6,1.7,1.67,6.0,2.4,2.5,0.6,0.0,0.4,0.7,0.27,0.0,0.2,0.3,0.13,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.07,1.0,0.2,0.1,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.0
