rodada,adv,equipe_contraAvgpontuacao,equipe_contraLastpontuacao,equipe_contraAvgMov5pontuacao,equipe_contraAvgMov10pontuacao,equipe_contraAvgDS,equipe_contraLastDS,equipe_contraAvgMov5DS,equipe_contraAvgMov10DS,equipe_contraAvgFC,equipe_contraLastFC,equipe_contraAvgMov5FC,equipe_contraAvgMov10FC,equipe_contraAvgFF,equipe_contraLastFF,equipe_contraAvgMov5FF,equipe_contraAvgMov10FF,equipe_contraAvgFS,equipe_contraLastFS,equipe_contraAvgMov5FS,equipe_contraAvgMov10FS,equipe_contraAvgCA,equipe_contraLastCA,equipe_contraAvgMov5CA,equipe_contraAvgMov10CA,equipe_contraAvgFD,equipe_contraLastFD,equipe_contraAvgMov5FD,equipe_contraAvgMov10FD,equipe_contraAvgFT,equipe_contraLastFT,equipe_contraAvgMov5FT,equipe_contraAvgMov10FT,equipe_contraAvgG,equipe_contraLastG,equipe_contraAvgMov5G,equipe_contraAvgMov10G,equipe_contraAvgDE,equipe_contraLastDE,equipe_contraAvgMov5DE,equipe_contraAvgMov10DE,equipe_contraAvgGS,equipe_contraLastGS,equipe_contraAvgMov5GS,equipe_contraAvgMov10GS,equipe_contraAvgGC,equipe_contraLastGC,equipe_contraAvgMov5GC,equipe_contraAvgMov10GC,equipe_contraAvgI,equipe_contraLastI,equipe_contraAvgMov5I,equipe_contraAvgMov10I,equipe_contraAvgSG,equipe_contraLastSG,equipe_contraAvgMov5SG,equipe_contraAvgMov10SG,equipe_contraAvgA,equipe_contraLastA,equipe_contraAvgMov5A,equipe_contraAvgMov10A,equipe_contraAvgV,equipe_contraLastV,equipe_contraAvgMov5V,equipe_contraAvgMov10V,equipe_contraAvgPS,equipe_contraLastPS,equipe_contraAvgMov5PS,equipe_contraAvgMov10PS,equipe_contraAvgPC,equipe_contraLastPC,equipe_contraAvgMov5PC,equipe_contraAvgMov10PC,equipe_contraAvgCV,equipe_contraLastCV,equipe_contraAvgMov5CV,equipe_contraAvgMov10CV,equipe_contraAvgDP,equipe_contraLastDP,equipe_contraAvgMov5DP,equipe_contraAvgMov10DP,equipe_contraAvgPP,equipe_contraLastPP,equipe_contraAvgMov5PP,equipe_contraAvgMov10PP
3,Coritiba,106.49,109.76,106.49,106.49,19.0,20.0,19.0,19.0,15.0,10.0,15.0,15.0,3.5,4.0,3.5,3.5,12.5,9.0,12.5,12.5,2.5,2.0,2.5,2.5,5.0,6.0,5.0,5.0,0.5,0.0,0.5,0.5,3.0,3.0,3.0,3.0,5.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,1.5,1.5,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Coritiba,90.38,58.15,90.38,90.38,18.33,17.0,18.33,18.33,14.0,12.0,14.0,14.0,5.33,9.0,5.33,5.33,12.67,13.0,12.67,12.67,2.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,0.67,1.0,0.67,0.67,2.33,1.0,2.33,2.33,4.33,3.0,4.33,4.33,0.33,1.0,0.33,0.33,0.0,0.0,0.0,0.0,1.67,2.0,1.67,1.67,3.33,0.0,3.33,3.33,1.67,1.0,1.67,1.67,0.67,0.0,0.67,0.67,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Coritiba,84.34,66.24,84.34,84.34,17.75,16.0,17.75,17.75,17.5,28.0,17.5,17.5,5.25,5.0,5.25,5.25,15.25,23.0,15.25,15.25,2.0,2.0,2.0,2.0,4.5,3.0,4.5,4.5,0.75,1.0,0.75,0.75,2.25,2.0,2.25,2.25,4.25,4.0,4.25,4.25,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.5,1.0,1.5,1.5,2.5,0.0,2.5,2.5,1.75,2.0,1.75,1.75,0.75,1.0,0.75,0.75,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Coritiba,76.44,44.84,76.44,76.44,18.0,19.0,18.0,18.0,17.2,16.0,17.2,17.2,5.0,4.0,5.0,5.0,15.8,18.0,15.8,15.8,1.8,1.0,1.8,1.8,3.8,1.0,3.8,3.8,0.6,0.0,0.6,0.6,2.0,1.0,2.0,2.0,4.2,4.0,4.2,4.2,0.6,1.0,0.6,0.6,0.0,0.0,0.0,0.0,1.8,3.0,1.8,1.8,2.0,0.0,2.0,2.0,1.4,0.0,1.4,1.4,0.6,0.0,0.6,0.6,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Coritiba,77.89,85.11,72.82,77.89,17.5,15.0,17.4,17.5,16.0,10.0,15.2,16.0,6.33,13.0,7.0,6.33,15.17,12.0,15.0,15.17,2.0,3.0,1.8,2.0,3.83,4.0,3.8,3.83,0.83,2.0,0.8,0.83,2.17,3.0,2.0,2.17,3.67,1.0,3.8,3.67,0.83,2.0,1.0,0.83,0.0,0.0,0.0,0.0,1.67,1.0,1.8,1.67,1.67,0.0,1.0,1.67,1.67,3.0,1.6,1.67,0.67,1.0,0.6,0.67,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Coritiba,73.76,49.0,60.67,73.76,17.43,17.0,16.8,17.43,16.0,16.0,16.4,16.0,6.14,5.0,7.2,6.14,15.71,19.0,17.0,15.71,2.57,6.0,2.6,2.57,4.0,5.0,3.6,4.0,0.71,0.0,0.8,0.71,2.14,2.0,1.8,2.14,3.57,3.0,3.0,3.57,0.86,1.0,1.2,0.86,0.0,0.0,0.0,0.0,1.57,1.0,1.6,1.57,1.43,0.0,0.0,1.43,1.43,0.0,1.2,1.43,0.71,1.0,0.6,0.71,0.29,1.0,0.2,0.29,0.14,1.0,0.2,0.14,0.14,1.0,0.2,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Coritiba,70.94,51.16,59.27,70.94,18.0,22.0,17.8,18.0,15.0,8.0,15.6,15.0,6.0,5.0,6.4,6.0,15.38,13.0,17.0,15.38,2.62,3.0,3.0,2.62,3.75,2.0,3.0,3.75,0.62,0.0,0.6,0.62,2.0,1.0,1.8,2.0,3.25,1.0,2.6,3.25,0.88,1.0,1.2,0.88,0.0,0.0,0.0,0.0,1.38,0.0,1.2,1.38,1.25,0.0,0.0,1.25,1.38,1.0,1.2,1.38,0.62,0.0,0.6,0.62,0.25,0.0,0.2,0.25,0.12,0.0,0.2,0.12,0.12,0.0,0.2,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Coritiba,70.75,69.29,59.88,70.75,17.33,12.0,17.0,17.33,15.0,15.0,13.0,15.0,5.89,5.0,6.4,5.89,15.0,12.0,14.8,15.0,2.78,4.0,3.4,2.78,3.89,5.0,3.4,3.89,0.56,0.0,0.4,0.56,2.11,3.0,2.0,2.11,3.22,3.0,2.4,3.22,0.89,1.0,1.2,0.89,0.0,0.0,0.0,0.0,1.56,3.0,1.6,1.56,1.11,0.0,0.0,1.11,1.56,3.0,1.4,1.56,0.67,1.0,0.6,0.67,0.22,0.0,0.2,0.22,0.11,0.0,0.2,0.11,0.11,0.0,0.2,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Coritiba,69.94,62.62,63.44,69.94,16.8,12.0,15.6,16.8,15.3,18.0,13.4,15.3,5.5,2.0,6.0,5.5,15.0,15.0,14.2,15.0,2.5,0.0,3.2,2.5,3.8,3.0,3.8,3.8,0.6,1.0,0.6,0.6,1.9,0.0,1.8,1.9,3.5,6.0,2.8,3.5,0.8,0.0,1.0,0.8,0.0,0.0,0.0,0.0,1.7,3.0,1.6,1.7,1.6,6.0,1.2,1.6,1.4,0.0,1.4,1.4,0.6,0.0,0.6,0.6,0.2,0.0,0.2,0.2,0.1,0.0,0.2,0.1,0.2,1.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Coritiba,69.25,62.31,58.88,65.85,15.91,7.0,14.0,15.7,15.18,14.0,14.2,14.7,5.0,0.0,3.4,5.2,15.64,22.0,16.2,15.6,2.64,4.0,3.4,2.6,3.73,3.0,3.6,3.7,0.55,0.0,0.2,0.5,1.82,1.0,1.4,1.7,3.45,3.0,3.2,3.5,0.73,0.0,0.6,0.8,0.0,0.0,0.0,0.0,2.09,6.0,2.6,2.2,2.0,6.0,2.4,1.7,1.27,0.0,0.8,1.2,0.64,1.0,0.6,0.6,0.27,1.0,0.4,0.2,0.09,0.0,0.2,0.1,0.18,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Coritiba,72.46,107.8,70.64,65.65,15.83,15.0,13.6,15.2,14.75,10.0,13.0,14.7,5.08,6.0,3.6,5.4,15.58,15.0,15.4,16.2,2.58,2.0,2.6,2.6,3.75,4.0,3.4,3.5,0.58,1.0,0.4,0.6,2.08,5.0,2.0,1.9,3.67,6.0,3.8,3.4,0.75,1.0,0.6,0.9,0.0,0.0,0.0,0.0,2.08,2.0,2.8,2.2,1.83,0.0,2.4,1.2,1.5,4.0,1.6,1.4,0.67,1.0,0.6,0.6,0.25,0.0,0.2,0.2,0.08,0.0,0.0,0.1,0.17,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Coritiba,70.9,52.25,70.85,65.06,16.08,19.0,13.0,15.4,15.15,20.0,15.4,15.5,5.15,6.0,3.8,5.1,16.08,22.0,17.2,17.1,2.77,5.0,3.0,3.0,4.0,7.0,4.4,3.7,0.54,0.0,0.4,0.5,2.0,1.0,2.0,1.9,3.85,6.0,4.8,3.7,0.85,2.0,0.8,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.1,1.69,0.0,2.4,1.2,1.38,0.0,1.4,1.3,0.62,0.0,0.6,0.6,0.23,0.0,0.2,0.2,0.08,0.0,0.0,0.1,0.15,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Coritiba,68.67,39.6,64.92,62.4,16.0,15.0,13.6,15.3,15.43,19.0,16.2,14.6,5.29,7.0,4.2,5.3,16.07,16.0,18.0,16.4,2.79,3.0,2.8,3.1,3.86,2.0,3.8,3.6,0.57,1.0,0.6,0.5,1.93,1.0,1.6,1.8,3.86,4.0,5.0,3.7,1.0,3.0,1.2,1.2,0.0,0.0,0.0,0.0,1.86,0.0,2.4,2.0,1.57,0.0,2.4,1.2,1.29,0.0,0.8,1.1,0.57,0.0,0.4,0.5,0.21,0.0,0.2,0.2,0.14,1.0,0.2,0.2,0.14,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Coritiba,69.42,79.96,68.38,65.91,16.53,24.0,16.0,15.8,15.33,14.0,15.4,14.4,5.47,8.0,5.4,5.7,15.67,10.0,17.0,15.6,2.67,1.0,3.0,3.1,3.73,2.0,3.6,3.7,0.53,0.0,0.4,0.5,1.8,0.0,1.6,1.7,4.0,6.0,5.0,3.9,0.93,0.0,1.2,1.1,0.0,0.0,0.0,0.0,1.8,1.0,2.0,1.8,1.87,6.0,2.4,1.8,1.2,0.0,0.8,1.1,0.53,0.0,0.4,0.5,0.2,0.0,0.2,0.2,0.13,0.0,0.2,0.2,0.13,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Coritiba,67.5,38.73,63.67,61.27,16.5,16.0,17.8,15.9,14.75,6.0,13.8,14.0,5.62,8.0,7.0,5.2,15.69,16.0,15.8,16.0,2.56,1.0,2.4,2.9,3.75,4.0,3.8,3.7,0.5,0.0,0.4,0.3,1.69,0.0,1.4,1.4,3.94,3.0,5.0,4.1,1.0,2.0,1.6,1.1,0.0,0.0,0.0,0.0,1.75,1.0,1.0,1.8,1.75,0.0,1.2,1.8,1.12,0.0,0.8,0.8,0.5,0.0,0.2,0.4,0.19,0.0,0.0,0.2,0.19,1.0,0.4,0.3,0.12,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Coritiba,68.62,86.42,59.39,65.01,16.53,17.0,18.2,15.9,14.71,14.0,14.6,13.8,5.59,5.0,6.8,5.2,15.41,11.0,15.0,15.2,2.47,1.0,2.2,2.4,3.71,3.0,3.6,3.5,0.47,0.0,0.2,0.3,1.82,4.0,1.2,1.6,3.94,4.0,4.6,4.2,1.0,1.0,1.6,1.1,0.0,0.0,0.0,0.0,1.65,0.0,0.6,1.7,1.65,0.0,1.2,1.8,1.24,3.0,0.6,1.1,0.53,1.0,0.2,0.4,0.18,0.0,0.0,0.1,0.18,0.0,0.4,0.2,0.12,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Coritiba,69.8,90.02,66.95,68.9,16.61,18.0,18.0,15.5,15.11,22.0,15.0,15.2,5.72,8.0,7.2,5.5,15.67,20.0,14.6,15.9,2.61,5.0,2.2,2.6,3.56,1.0,2.4,3.4,0.44,0.0,0.2,0.3,1.78,1.0,1.2,1.6,3.78,1.0,3.6,4.2,0.94,0.0,1.2,1.0,0.0,0.0,0.0,0.0,1.56,0.0,0.4,1.7,2.0,8.0,2.8,2.6,1.22,1.0,0.8,1.1,0.56,1.0,0.4,0.5,0.17,0.0,0.0,0.1,0.17,0.0,0.4,0.2,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Coritiba,70.29,79.0,74.83,69.87,16.89,22.0,19.4,16.5,15.21,17.0,14.6,15.4,5.74,6.0,7.0,5.6,15.53,13.0,14.0,16.0,2.58,2.0,2.0,2.4,3.68,6.0,3.2,3.5,0.42,0.0,0.0,0.3,1.84,3.0,1.6,1.6,3.79,4.0,3.6,4.3,0.95,1.0,0.8,1.0,0.05,1.0,0.2,0.1,1.63,3.0,1.0,1.7,1.89,0.0,2.8,2.6,1.26,2.0,1.2,1.0,0.58,1.0,0.6,0.5,0.16,0.0,0.0,0.1,0.16,0.0,0.2,0.2,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Coritiba,69.91,62.64,71.36,69.87,16.5,9.0,16.4,16.2,14.85,8.0,13.4,14.4,5.9,9.0,7.2,6.3,15.2,9.0,13.8,15.4,2.6,3.0,2.4,2.7,3.6,2.0,3.2,3.4,0.45,1.0,0.2,0.3,1.9,3.0,2.2,1.9,3.7,2.0,2.8,3.9,1.0,2.0,1.2,1.2,0.05,0.0,0.2,0.1,1.55,0.0,0.8,1.4,1.8,0.0,1.6,2.0,1.3,2.0,1.6,1.2,0.6,1.0,0.8,0.6,0.2,1.0,0.2,0.2,0.2,1.0,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Coritiba,69.41,59.47,75.51,69.59,16.52,17.0,16.6,17.2,15.14,21.0,16.4,15.1,5.67,1.0,5.8,6.4,15.43,20.0,14.6,15.2,2.62,3.0,2.8,2.6,3.62,4.0,3.2,3.5,0.48,1.0,0.4,0.4,1.95,3.0,2.8,2.1,3.57,1.0,2.4,3.7,1.0,1.0,1.0,1.3,0.05,0.0,0.2,0.1,1.52,1.0,0.8,0.9,1.71,0.0,1.6,1.4,1.24,0.0,1.6,1.2,0.62,1.0,1.0,0.6,0.24,1.0,0.4,0.2,0.24,1.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Coritiba,69.36,68.42,71.91,65.65,16.36,13.0,15.8,17.0,15.23,17.0,17.0,15.8,5.55,3.0,5.4,6.1,15.36,14.0,15.2,15.1,2.55,1.0,2.8,2.5,3.68,5.0,3.6,3.6,0.5,1.0,0.6,0.4,2.05,4.0,2.8,2.0,3.59,4.0,2.4,3.5,1.05,2.0,1.2,1.4,0.05,0.0,0.2,0.1,1.5,1.0,1.0,0.8,1.64,0.0,1.6,1.4,1.18,0.0,1.0,0.8,0.64,1.0,1.0,0.6,0.23,0.0,0.4,0.2,0.23,0.0,0.4,0.4,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Coritiba,70.68,99.73,73.85,70.4,16.04,9.0,14.0,16.0,15.0,10.0,14.6,14.8,5.43,3.0,4.4,5.8,15.3,14.0,14.0,14.3,2.48,1.0,2.0,2.1,3.83,7.0,4.8,3.6,0.48,0.0,0.6,0.4,2.17,5.0,3.6,2.4,3.52,2.0,2.6,3.1,1.04,1.0,1.4,1.3,0.04,0.0,0.2,0.1,1.48,1.0,1.2,0.8,1.57,0.0,0.0,1.4,1.35,5.0,1.8,1.3,0.65,1.0,1.0,0.7,0.22,0.0,0.4,0.2,0.22,0.0,0.4,0.4,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Coritiba,69.01,30.55,64.16,69.49,16.0,15.0,12.6,16.0,14.88,12.0,13.6,14.1,5.29,2.0,3.6,5.3,15.5,20.0,15.4,14.7,2.54,4.0,2.4,2.2,3.92,6.0,4.8,4.0,0.46,0.0,0.6,0.3,2.08,0.0,3.0,2.3,3.42,1.0,2.0,2.8,1.08,2.0,1.6,1.2,0.04,0.0,0.0,0.1,1.5,2.0,1.0,1.0,1.5,0.0,0.0,1.4,1.29,0.0,1.4,1.3,0.62,0.0,0.8,0.7,0.21,0.0,0.4,0.2,0.21,0.0,0.4,0.3,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Coritiba,67.85,40.04,59.64,65.5,15.92,14.0,13.6,15.0,14.76,12.0,14.4,13.9,5.28,5.0,2.8,5.0,15.12,6.0,14.8,14.3,2.52,2.0,2.2,2.3,3.88,3.0,5.0,4.1,0.44,0.0,0.4,0.3,2.04,1.0,2.6,2.4,3.44,4.0,2.4,2.6,1.12,2.0,1.6,1.4,0.04,0.0,0.0,0.1,1.48,1.0,1.2,1.0,1.44,0.0,0.0,0.8,1.28,1.0,1.2,1.4,0.6,0.0,0.6,0.7,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.3,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Coritiba,69.15,101.47,68.04,71.78,15.92,16.0,13.4,15.0,14.62,11.0,12.4,14.4,5.12,1.0,2.8,4.3,15.08,14.0,13.6,14.1,2.5,2.0,2.0,2.4,3.85,3.0,4.8,4.0,0.42,0.0,0.2,0.3,2.08,3.0,2.6,2.7,3.42,3.0,2.8,2.6,1.08,0.0,1.4,1.2,0.04,0.0,0.0,0.1,1.5,2.0,1.4,1.1,1.58,5.0,1.0,1.3,1.35,3.0,1.8,1.7,0.62,1.0,0.6,0.8,0.19,0.0,0.0,0.2,0.19,0.0,0.0,0.2,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Coritiba,70.37,102.13,74.78,73.35,16.04,19.0,14.6,15.2,14.74,18.0,12.6,14.8,5.26,9.0,4.0,4.7,15.0,13.0,13.4,14.3,2.44,1.0,2.0,2.4,3.85,4.0,4.6,4.1,0.41,0.0,0.0,0.3,2.07,2.0,2.2,2.5,3.37,2.0,2.4,2.4,1.04,0.0,1.0,1.1,0.04,0.0,0.0,0.1,1.52,2.0,1.6,1.3,1.78,7.0,2.4,2.0,1.33,1.0,2.0,1.5,0.63,1.0,0.6,0.8,0.19,0.0,0.0,0.2,0.19,0.0,0.0,0.2,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Coritiba,69.94,58.49,66.54,70.19,16.04,16.0,16.0,15.0,14.71,14.0,13.4,14.0,5.46,11.0,5.6,5.0,15.18,20.0,14.6,14.3,2.43,2.0,2.2,2.1,3.89,5.0,4.2,4.5,0.43,1.0,0.2,0.4,2.04,1.0,1.4,2.5,3.29,1.0,2.2,2.4,1.04,1.0,1.0,1.2,0.04,0.0,0.0,0.1,1.5,1.0,1.6,1.4,1.71,0.0,2.4,1.2,1.32,1.0,1.2,1.5,0.64,1.0,0.6,0.8,0.18,0.0,0.0,0.2,0.21,1.0,0.2,0.3,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Coritiba,69.15,47.04,69.83,67.0,15.76,8.0,14.6,13.6,14.59,11.0,13.2,13.4,5.45,5.0,6.2,4.9,15.17,15.0,13.6,14.5,2.55,6.0,2.6,2.5,4.0,7.0,4.4,4.6,0.45,1.0,0.4,0.5,2.07,3.0,2.0,2.5,3.24,2.0,2.4,2.2,1.14,4.0,1.4,1.5,0.03,0.0,0.0,0.0,1.45,0.0,1.2,1.1,1.66,0.0,2.4,1.2,1.31,1.0,1.4,1.4,0.62,0.0,0.6,0.7,0.24,2.0,0.4,0.4,0.28,2.0,0.6,0.5,0.1,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.03,1.0,0.2,0.1
32,Coritiba,68.67,54.78,72.78,66.21,15.6,11.0,14.0,13.8,14.3,6.0,12.0,13.2,5.6,10.0,7.2,5.0,14.97,9.0,14.2,14.5,2.53,2.0,2.6,2.4,3.93,2.0,4.2,4.6,0.43,0.0,0.4,0.4,2.07,2.0,2.2,2.4,3.17,1.0,1.8,2.1,1.13,1.0,1.2,1.4,0.03,0.0,0.0,0.0,1.4,0.0,1.0,1.1,1.6,0.0,2.4,1.2,1.33,2.0,1.6,1.4,0.63,1.0,0.8,0.7,0.23,0.0,0.4,0.3,0.3,1.0,0.8,0.5,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.03,0.0,0.2,0.1
33,Coritiba,68.74,70.71,66.63,67.34,15.39,9.0,12.6,13.0,14.55,22.0,14.2,13.3,5.68,8.0,8.6,5.7,15.0,16.0,14.6,14.1,2.55,3.0,2.8,2.4,4.03,7.0,5.0,4.9,0.42,0.0,0.4,0.3,2.03,1.0,1.8,2.2,3.13,2.0,1.6,2.2,1.1,0.0,1.2,1.3,0.03,0.0,0.0,0.0,1.39,1.0,0.8,1.1,1.74,6.0,2.6,1.8,1.29,0.0,1.0,1.4,0.65,1.0,0.8,0.7,0.23,0.0,0.4,0.2,0.29,0.0,0.8,0.4,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.03,0.0,0.2,0.1
1,Cruzeiro,57.620000000000005,57.620000000000005,57.620000000000005,57.620000000000005,20.0,20.0,20.0,20.0,14.0,14.0,14.0,14.0,5.0,5.0,5.0,5.0,11.0,11.0,11.0,11.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Cruzeiro,57.62,57.62,57.62,57.62,20.0,20.0,20.0,20.0,14.0,14.0,14.0,14.0,5.0,5.0,5.0,5.0,11.0,11.0,11.0,11.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Cruzeiro,49.54,41.45,49.54,49.54,18.0,16.0,18.0,18.0,11.0,8.0,11.0,11.0,3.5,2.0,3.5,3.5,15.0,19.0,15.0,15.0,3.0,2.0,3.0,3.0,6.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.5,3.0,3.5,3.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Cruzeiro,38.71,17.07,38.71,38.71,15.67,11.0,15.67,15.67,13.33,18.0,13.33,13.33,4.0,5.0,4.0,4.0,12.67,8.0,12.67,12.67,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.67,2.67,2.0,2.67,2.67,1.67,3.0,1.67,1.67,0.0,0.0,0.0,0.0,2.67,1.0,2.67,2.67,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Cruzeiro,39.54,42.0,39.54,39.54,16.0,17.0,16.0,16.0,13.75,15.0,13.75,13.75,4.0,4.0,4.0,4.0,13.75,17.0,13.75,13.75,3.0,3.0,3.0,3.0,5.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.75,1.0,0.75,0.75,2.25,1.0,2.25,2.25,1.75,2.0,1.75,1.75,0.0,0.0,0.0,0.0,3.25,5.0,3.25,3.25,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Cruzeiro,48.98,86.75,48.98,48.98,15.2,12.0,15.2,15.2,12.8,9.0,12.8,12.8,3.8,3.0,3.8,3.8,13.8,14.0,13.8,13.8,3.4,5.0,3.4,3.4,4.8,4.0,4.8,4.8,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,6.0,3.0,3.0,1.4,0.0,1.4,1.4,0.0,0.0,0.0,0.0,3.2,3.0,3.2,3.2,1.4,7.0,1.4,1.4,0.6,1.0,0.6,0.6,0.4,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2,1.0,0.2,0.2,0.4,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Cruzeiro,45.67,29.13,43.28,45.67,13.83,7.0,12.6,13.83,12.33,10.0,12.0,12.33,4.5,8.0,4.4,4.5,14.17,16.0,14.8,14.17,3.17,2.0,3.0,3.17,4.33,2.0,4.2,4.33,0.33,2.0,0.4,0.33,0.83,0.0,0.6,0.83,3.33,5.0,3.8,3.33,1.83,4.0,2.0,1.83,0.0,0.0,0.0,0.0,3.5,5.0,3.4,3.5,1.17,0.0,1.4,1.17,0.5,0.0,0.4,0.5,0.33,0.0,0.2,0.33,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.17,0.33,0.0,0.4,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
