rodada,equipe,equipe_proAvgpontuacao,equipe_proLastpontuacao,equipe_proAvgMov5pontuacao,equipe_proAvgMov10pontuacao,equipe_proAvgDS,equipe_proLastDS,equipe_proAvgMov5DS,equipe_proAvgMov10DS,equipe_proAvgFC,equipe_proLastFC,equipe_proAvgMov5FC,equipe_proAvgMov10FC,equipe_proAvgFF,equipe_proLastFF,equipe_proAvgMov5FF,equipe_proAvgMov10FF,equipe_proAvgFS,equipe_proLastFS,equipe_proAvgMov5FS,equipe_proAvgMov10FS,equipe_proAvgCA,equipe_proLastCA,equipe_proAvgMov5CA,equipe_proAvgMov10CA,equipe_proAvgFD,equipe_proLastFD,equipe_proAvgMov5FD,equipe_proAvgMov10FD,equipe_proAvgFT,equipe_proLastFT,equipe_proAvgMov5FT,equipe_proAvgMov10FT,equipe_proAvgG,equipe_proLastG,equipe_proAvgMov5G,equipe_proAvgMov10G,equipe_proAvgDE,equipe_proLastDE,equipe_proAvgMov5DE,equipe_proAvgMov10DE,equipe_proAvgGS,equipe_proLastGS,equipe_proAvgMov5GS,equipe_proAvgMov10GS,equipe_proAvgGC,equipe_proLastGC,equipe_proAvgMov5GC,equipe_proAvgMov10GC,equipe_proAvgI,equipe_proLastI,equipe_proAvgMov5I,equipe_proAvgMov10I,equipe_proAvgSG,equipe_proLastSG,equipe_proAvgMov5SG,equipe_proAvgMov10SG,equipe_proAvgA,equipe_proLastA,equipe_proAvgMov5A,equipe_proAvgMov10A,equipe_proAvgV,equipe_proLastV,equipe_proAvgMov5V,equipe_proAvgMov10V,equipe_proAvgPS,equipe_proLastPS,equipe_proAvgMov5PS,equipe_proAvgMov10PS,equipe_proAvgPC,equipe_proLastPC,equipe_proAvgMov5PC,equipe_proAvgMov10PC,equipe_proAvgCV,equipe_proLastCV,equipe_proAvgMov5CV,equipe_proAvgMov10CV,equipe_proAvgDP,equipe_proLastDP,equipe_proAvgMov5DP,equipe_proAvgMov10DP,equipe_proAvgPP,equipe_proLastPP,equipe_proAvgMov5PP,equipe_proAvgMov10PP
3,Fortaleza,80.3,109.76,80.3,80.3,18.0,20.0,18.0,18.0,13.5,10.0,13.5,13.5,5.5,4.0,5.5,5.5,10.5,9.0,10.5,10.5,2.0,2.0,2.0,2.0,5.5,6.0,5.5,5.5,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,6.0,7.0,6.0,6.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.5,2.0,1.5,1.5,2.5,5.0,2.5,2.5,1.5,2.0,1.5,1.5,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Fortaleza,81.87,85.0,81.87,81.87,17.0,15.0,17.0,17.0,12.0,9.0,12.0,12.0,5.0,4.0,5.0,5.0,11.67,14.0,11.67,11.67,1.33,0.0,1.33,1.33,8.0,13.0,8.0,8.0,0.0,0.0,0.0,0.0,2.67,4.0,2.67,2.67,4.33,1.0,4.33,4.33,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.33,1.0,1.33,1.33,1.67,0.0,1.67,1.67,1.33,1.0,1.33,1.33,0.67,1.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Fortaleza,74.08,50.73,74.08,74.08,17.25,18.0,17.25,17.25,11.25,9.0,11.25,11.25,5.25,6.0,5.25,5.25,10.25,6.0,10.25,10.25,1.5,2.0,1.5,1.5,6.0,0.0,6.0,6.0,0.25,1.0,0.25,0.25,2.25,1.0,2.25,2.25,5.0,7.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,2.0,1.5,1.5,1.25,0.0,1.25,1.25,1.25,1.0,1.25,1.25,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Fortaleza,73.71,72.22,73.71,73.71,17.6,19.0,17.6,17.6,10.8,9.0,10.8,10.8,5.4,6.0,5.4,5.4,11.4,16.0,11.4,11.4,1.4,1.0,1.4,1.4,5.4,3.0,5.4,5.4,0.4,1.0,0.4,0.4,1.8,0.0,1.8,1.8,4.2,1.0,4.2,4.2,0.8,0.0,0.8,0.8,0.0,0.0,0.0,0.0,1.8,3.0,1.8,1.8,2.2,6.0,2.2,2.2,1.0,0.0,1.0,1.0,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Fortaleza,72.88,68.73,77.29,72.88,17.67,18.0,18.0,17.67,12.67,22.0,11.8,12.67,5.67,7.0,5.4,5.67,12.67,19.0,12.8,12.67,1.83,4.0,1.8,1.83,5.33,5.0,5.4,5.33,0.33,0.0,0.4,0.33,1.5,0.0,1.6,1.5,4.5,6.0,4.4,4.5,0.67,0.0,0.6,0.67,0.0,0.0,0.0,0.0,1.67,1.0,1.8,1.67,2.67,5.0,3.2,2.67,0.83,0.0,0.8,0.83,0.33,0.0,0.4,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Fortaleza,67.66,36.33,62.6,67.66,17.0,13.0,16.6,17.0,12.0,8.0,11.4,12.0,5.43,4.0,5.4,5.43,12.86,14.0,13.8,12.86,1.86,2.0,1.8,1.86,5.29,5.0,5.2,5.29,0.29,0.0,0.4,0.29,1.43,1.0,1.2,1.43,3.86,0.0,3.0,3.86,0.86,2.0,1.0,0.86,0.0,0.0,0.0,0.0,1.57,1.0,1.6,1.57,2.29,0.0,2.2,2.29,0.71,0.0,0.4,0.71,0.29,0.0,0.2,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.2,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Fortaleza,69.87,85.33,62.67,69.87,16.5,13.0,16.2,16.5,11.88,11.0,11.8,11.88,5.38,5.0,5.6,5.38,13.12,15.0,14.0,13.12,2.0,3.0,2.4,2.0,5.12,4.0,3.4,5.12,0.25,0.0,0.4,0.25,1.5,2.0,0.8,1.5,3.5,1.0,3.0,3.5,0.75,0.0,0.6,0.75,0.0,0.0,0.0,0.0,1.75,3.0,2.0,1.75,2.62,5.0,3.2,2.62,0.88,2.0,0.6,0.88,0.38,1.0,0.2,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Fortaleza,68.27,55.53,63.63,68.27,16.56,17.0,16.0,16.56,12.44,17.0,13.4,12.44,5.33,5.0,5.4,5.33,12.67,9.0,14.6,12.67,2.0,2.0,2.4,2.0,4.78,2.0,3.8,4.78,0.22,0.0,0.2,0.22,1.33,0.0,0.6,1.33,3.33,2.0,2.0,3.33,0.67,0.0,0.4,0.67,0.0,0.0,0.0,0.0,1.89,3.0,2.2,1.89,2.89,5.0,4.2,2.89,0.78,0.0,0.4,0.78,0.33,0.0,0.2,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.2,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Fortaleza,65.49,40.47,57.28,65.49,16.4,15.0,15.2,16.4,12.3,11.0,13.8,12.3,5.2,4.0,5.0,5.2,13.0,16.0,14.6,13.0,2.1,3.0,2.8,2.1,4.6,3.0,3.8,4.6,0.2,0.0,0.0,0.2,1.2,0.0,0.6,1.2,3.7,7.0,3.2,3.7,0.8,2.0,0.8,0.8,0.0,0.0,0.0,0.0,2.1,4.0,2.4,2.1,2.6,0.0,3.0,2.6,0.7,0.0,0.4,0.7,0.3,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.1,1.0,0.2,0.1,0.1,0.0,0.0,0.1,0.1,1.0,0.2,0.1,0.0,0.0,0.0,0.0
12,Fortaleza,66.26,73.87,58.31,67.8,16.73,20.0,15.6,16.8,12.27,12.0,11.8,11.8,5.09,4.0,4.4,4.9,12.64,9.0,12.6,12.7,2.27,4.0,2.8,2.3,4.36,2.0,3.2,4.3,0.18,0.0,0.0,0.2,1.18,1.0,0.8,1.2,3.64,3.0,2.6,3.5,0.73,0.0,0.8,0.7,0.0,0.0,0.0,0.0,2.55,7.0,3.6,2.7,2.82,5.0,3.0,3.1,0.73,1.0,0.6,0.7,0.36,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.09,0.0,0.2,0.1,0.09,0.0,0.0,0.1,0.09,0.0,0.2,0.1,0.0,0.0,0.0,0.0
13,Fortaleza,64.64,46.93,60.43,61.51,16.33,12.0,15.4,16.0,12.08,10.0,12.2,11.8,4.83,2.0,4.0,4.7,12.58,12.0,12.2,13.0,2.17,1.0,2.6,2.2,4.08,1.0,2.4,3.8,0.17,0.0,0.0,0.2,1.25,2.0,1.0,1.1,3.58,3.0,3.2,3.1,0.75,1.0,0.6,0.8,0.0,0.0,0.0,0.0,2.42,1.0,3.6,2.6,2.58,0.0,3.0,2.6,0.75,1.0,0.8,0.6,0.42,1.0,0.6,0.4,0.0,0.0,0.0,0.0,0.08,0.0,0.2,0.1,0.08,0.0,0.0,0.1,0.08,0.0,0.2,0.1,0.0,0.0,0.0,0.0
14,Fortaleza,61.77,27.27,48.81,55.74,16.0,12.0,15.2,15.7,12.23,14.0,12.8,12.3,4.92,6.0,4.2,4.9,12.54,12.0,11.6,12.8,2.0,0.0,2.0,2.2,4.23,6.0,2.8,3.1,0.15,0.0,0.0,0.2,1.15,0.0,0.6,0.7,3.46,2.0,3.4,3.2,0.85,2.0,1.0,0.8,0.0,0.0,0.0,0.0,2.38,2.0,3.4,2.7,2.38,0.0,2.0,2.6,0.69,0.0,0.4,0.5,0.38,0.0,0.4,0.3,0.08,1.0,0.2,0.1,0.08,0.0,0.2,0.1,0.08,0.0,0.0,0.1,0.08,0.0,0.2,0.1,0.08,1.0,0.2,0.1
15,Fortaleza,63.51,86.09,54.93,59.28,16.14,18.0,15.4,15.7,12.07,10.0,11.4,12.4,5.29,10.0,5.2,5.3,12.93,18.0,13.4,14.0,2.07,3.0,2.2,2.3,4.29,5.0,3.4,3.6,0.14,0.0,0.0,0.1,1.14,1.0,0.8,0.7,3.36,2.0,3.4,2.7,0.79,0.0,1.0,0.7,0.0,0.0,0.0,0.0,2.64,6.0,4.0,3.1,2.57,5.0,2.0,3.1,0.71,1.0,0.6,0.5,0.43,1.0,0.6,0.4,0.07,0.0,0.2,0.1,0.07,0.0,0.2,0.1,0.07,0.0,0.0,0.1,0.07,0.0,0.2,0.1,0.07,0.0,0.2,0.1
16,Fortaleza,61.35,31.2,53.07,55.18,15.67,9.0,14.2,14.7,12.4,17.0,12.6,13.2,5.33,6.0,5.6,5.3,13.13,16.0,13.4,14.0,2.27,5.0,2.6,2.7,4.4,6.0,4.0,3.9,0.33,3.0,0.6,0.3,1.07,0.0,0.8,0.7,3.13,0.0,2.0,2.6,0.8,1.0,0.8,0.8,0.0,0.0,0.0,0.0,2.53,1.0,3.4,2.9,2.4,0.0,2.0,2.5,0.67,0.0,0.6,0.5,0.4,0.0,0.6,0.4,0.07,0.0,0.2,0.1,0.07,0.0,0.0,0.1,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.07,0.0,0.2,0.1
17,Fortaleza,58.6,17.35,41.77,50.04,15.0,5.0,11.2,13.4,13.38,28.0,15.8,13.8,5.19,3.0,5.4,4.9,13.31,16.0,14.8,13.7,2.5,6.0,3.0,2.9,4.44,5.0,4.6,3.9,0.31,0.0,0.6,0.3,1.06,1.0,0.8,0.8,3.12,3.0,2.0,2.3,0.94,3.0,1.4,1.1,0.0,0.0,0.0,0.0,2.44,1.0,2.2,2.9,2.25,0.0,1.0,2.0,0.62,0.0,0.4,0.5,0.38,0.0,0.4,0.4,0.06,0.0,0.2,0.1,0.06,0.0,0.0,0.1,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.1,0.06,0.0,0.2,0.1
18,Fortaleza,56.83,28.47,38.08,49.25,14.65,9.0,10.6,13.0,13.53,16.0,17.0,14.6,5.12,4.0,5.8,4.9,13.94,24.0,17.2,14.7,2.47,2.0,3.2,2.9,4.29,2.0,4.8,3.6,0.29,0.0,0.6,0.3,1.0,0.0,0.4,0.7,3.41,8.0,3.0,3.1,1.06,3.0,1.8,1.2,0.0,0.0,0.0,0.0,2.59,5.0,3.0,3.3,2.12,0.0,1.0,2.0,0.59,0.0,0.2,0.5,0.35,0.0,0.2,0.4,0.06,0.0,0.2,0.1,0.06,0.0,0.0,0.1,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.1,0.06,0.0,0.2,0.1
19,Fortaleza,55.5,32.95,39.21,44.01,14.89,19.0,12.0,13.6,13.33,10.0,16.2,14.5,4.94,2.0,5.0,4.6,13.94,14.0,17.6,14.6,2.5,3.0,3.8,2.9,4.28,4.0,4.4,3.6,0.28,0.0,0.6,0.3,0.94,0.0,0.4,0.5,3.44,4.0,3.4,3.4,1.06,1.0,1.6,1.3,0.06,1.0,0.2,0.1,2.44,0.0,2.6,3.0,2.0,0.0,1.0,1.5,0.56,0.0,0.2,0.3,0.33,0.0,0.2,0.3,0.06,0.0,0.0,0.1,0.06,0.0,0.0,0.1,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.1,0.06,0.0,0.0,0.1
20,Fortaleza,58.51,112.6,44.51,49.72,14.79,13.0,11.0,13.2,13.63,19.0,18.0,14.7,5.32,12.0,5.4,5.3,14.21,19.0,17.8,15.6,2.47,2.0,3.6,2.9,4.42,7.0,4.8,4.1,0.26,0.0,0.6,0.3,1.05,3.0,0.8,0.8,3.42,3.0,3.6,3.5,1.0,0.0,1.6,1.3,0.05,0.0,0.2,0.1,2.37,1.0,1.6,2.8,2.16,5.0,1.0,1.5,0.68,3.0,0.6,0.6,0.37,1.0,0.2,0.4,0.05,0.0,0.0,0.1,0.05,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.05,0.0,0.0,0.1
21,Fortaleza,59.22,72.78,52.83,52.95,15.1,21.0,13.4,13.8,13.55,12.0,17.0,14.8,5.2,3.0,4.8,5.2,14.15,13.0,17.2,15.3,2.6,5.0,3.6,3.1,4.3,2.0,4.0,4.0,0.25,0.0,0.0,0.3,1.05,1.0,1.0,0.9,3.45,4.0,4.4,3.2,0.95,0.0,1.4,1.1,0.05,0.0,0.2,0.1,2.3,1.0,1.6,2.5,2.3,5.0,2.0,2.0,0.65,0.0,0.6,0.6,0.4,1.0,0.4,0.5,0.1,1.0,0.2,0.2,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.1
22,Fortaleza,59.23,59.47,61.25,51.51,15.19,17.0,15.8,13.5,13.9,21.0,15.6,15.7,5.0,1.0,4.4,4.9,14.43,20.0,18.0,16.4,2.62,3.0,3.0,3.0,4.29,4.0,3.8,4.2,0.29,1.0,0.2,0.4,1.14,3.0,1.4,1.1,3.33,1.0,4.0,3.0,0.95,1.0,1.0,1.2,0.05,0.0,0.2,0.1,2.24,1.0,1.6,1.9,2.19,0.0,2.0,1.5,0.62,0.0,0.6,0.5,0.43,1.0,0.6,0.5,0.14,1.0,0.4,0.3,0.1,1.0,0.2,0.1,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.1
23,Fortaleza,58.44,41.78,63.92,51.0,15.36,19.0,17.8,14.2,14.0,16.0,15.6,16.3,5.23,10.0,5.6,5.7,14.36,13.0,15.8,16.5,2.64,3.0,3.2,3.2,4.32,5.0,4.4,4.6,0.27,0.0,0.2,0.4,1.09,0.0,1.4,0.9,3.36,4.0,3.2,3.1,0.95,1.0,0.6,1.2,0.05,0.0,0.2,0.1,2.23,2.0,1.0,2.0,2.09,0.0,2.0,1.5,0.59,0.0,0.6,0.4,0.41,0.0,0.6,0.4,0.14,0.0,0.4,0.3,0.09,0.0,0.2,0.1,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.1
24,Fortaleza,58.92,69.51,71.23,55.22,15.52,19.0,17.8,14.9,14.0,14.0,16.4,16.3,5.35,8.0,6.8,5.9,14.43,16.0,16.2,16.9,2.57,1.0,2.8,3.3,4.3,4.0,4.4,4.4,0.3,1.0,0.4,0.5,1.13,2.0,1.8,1.1,3.26,1.0,2.6,3.0,0.96,1.0,0.6,1.1,0.04,0.0,0.0,0.1,2.13,0.0,1.0,1.8,2.0,0.0,2.0,1.5,0.65,2.0,1.0,0.6,0.43,1.0,0.8,0.5,0.17,1.0,0.6,0.3,0.09,0.0,0.2,0.1,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.09,1.0,0.2,0.1
25,Fortaleza,59.37,69.62,62.63,53.57,15.71,20.0,19.2,15.1,13.96,13.0,15.2,16.6,5.25,3.0,5.0,5.2,14.58,18.0,16.0,16.9,2.71,6.0,3.6,3.6,4.21,2.0,3.4,4.1,0.33,1.0,0.6,0.6,1.17,2.0,1.6,1.2,3.33,5.0,3.0,3.3,0.96,1.0,0.8,1.2,0.04,0.0,0.0,0.1,2.04,0.0,0.8,1.2,1.92,0.0,1.0,1.0,0.67,1.0,0.6,0.6,0.46,1.0,0.8,0.5,0.21,1.0,0.8,0.4,0.12,1.0,0.4,0.2,0.04,0.0,0.0,0.0,0.08,1.0,0.2,0.1,0.08,0.0,0.2,0.1
26,Fortaleza,58.85,46.47,57.37,55.1,15.72,16.0,18.2,15.8,13.76,9.0,14.6,15.8,5.4,9.0,6.2,5.5,14.4,10.0,15.4,16.3,2.64,1.0,2.8,3.2,4.24,5.0,4.0,4.0,0.32,0.0,0.6,0.3,1.16,1.0,1.6,1.3,3.32,3.0,2.8,3.6,0.96,1.0,1.0,1.2,0.04,0.0,0.0,0.1,2.0,1.0,0.8,1.2,1.84,0.0,0.0,1.0,0.64,0.0,0.6,0.6,0.44,0.0,0.6,0.5,0.2,0.0,0.6,0.4,0.16,1.0,0.6,0.3,0.04,0.0,0.0,0.0,0.08,0.0,0.2,0.1,0.08,0.0,0.2,0.1
27,Fortaleza,58.85,58.71,57.22,59.24,15.38,7.0,16.2,16.0,13.62,10.0,12.4,14.0,5.46,7.0,7.4,5.9,14.31,12.0,13.8,15.9,2.62,2.0,2.6,2.8,4.12,1.0,3.4,3.6,0.31,0.0,0.4,0.3,1.23,3.0,1.6,1.5,3.23,1.0,2.8,3.4,1.0,2.0,1.2,1.1,0.04,0.0,0.0,0.1,2.04,3.0,1.2,1.4,1.77,0.0,0.0,1.0,0.73,3.0,1.2,0.9,0.46,1.0,0.6,0.6,0.19,0.0,0.4,0.4,0.19,1.0,0.6,0.4,0.04,0.0,0.0,0.0,0.08,0.0,0.2,0.1,0.08,0.0,0.2,0.1
28,Fortaleza,57.91,33.6,55.58,59.75,15.22,11.0,14.6,16.2,13.44,9.0,11.0,13.3,5.56,8.0,7.0,6.3,14.0,6.0,12.4,14.1,2.59,2.0,2.4,2.8,4.15,5.0,3.4,3.9,0.3,0.0,0.4,0.3,1.19,0.0,1.6,1.5,3.41,8.0,3.6,3.4,1.0,1.0,1.2,0.9,0.04,0.0,0.0,0.1,2.0,1.0,1.0,1.0,1.7,0.0,0.0,1.0,0.7,0.0,1.2,0.9,0.44,0.0,0.6,0.6,0.19,0.0,0.4,0.4,0.19,0.0,0.6,0.4,0.04,0.0,0.0,0.0,0.07,0.0,0.2,0.1,0.07,0.0,0.2,0.1
31,Fortaleza,56.95,31.11,47.9,59.56,15.18,14.0,13.6,15.7,13.43,13.0,10.8,13.6,5.5,4.0,6.2,6.5,14.29,22.0,13.6,14.9,2.61,3.0,2.8,2.8,4.18,5.0,3.6,4.0,0.29,0.0,0.2,0.3,1.14,0.0,1.2,1.5,3.32,1.0,3.6,3.1,1.04,2.0,1.4,1.0,0.04,0.0,0.0,0.0,2.11,5.0,2.0,1.5,1.64,0.0,0.0,1.0,0.68,0.0,0.8,0.9,0.43,0.0,0.4,0.6,0.18,0.0,0.2,0.4,0.18,0.0,0.6,0.4,0.04,0.0,0.0,0.0,0.07,0.0,0.2,0.1,0.07,0.0,0.0,0.1
32,Fortaleza,56.22,35.56,41.09,51.86,15.21,16.0,12.8,16.0,13.41,13.0,10.8,13.0,5.45,4.0,6.4,5.7,14.14,10.0,12.0,14.0,2.59,2.0,2.0,2.8,4.07,1.0,3.4,3.4,0.28,0.0,0.0,0.3,1.14,1.0,1.0,1.3,3.24,1.0,2.8,2.9,1.1,3.0,1.8,1.3,0.03,0.0,0.0,0.0,2.07,1.0,2.2,1.5,1.59,0.0,0.0,0.5,0.69,1.0,0.8,0.7,0.41,0.0,0.2,0.5,0.17,0.0,0.0,0.4,0.21,1.0,0.6,0.5,0.03,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.07,0.0,0.0,0.1
33,Fortaleza,55.95,48.11,41.42,49.39,15.37,20.0,13.6,15.9,13.27,9.0,10.8,12.7,5.6,10.0,6.6,6.4,14.03,11.0,12.2,13.8,2.53,1.0,2.0,2.4,4.07,4.0,3.2,3.6,0.33,2.0,0.4,0.5,1.1,0.0,0.8,1.2,3.2,2.0,2.6,2.7,1.13,2.0,2.0,1.5,0.03,0.0,0.0,0.0,2.17,5.0,3.0,1.9,1.53,0.0,0.0,0.0,0.67,0.0,0.8,0.7,0.4,0.0,0.2,0.4,0.17,0.0,0.0,0.3,0.2,0.0,0.4,0.5,0.03,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.07,0.0,0.0,0.1
1,Goiás,18.87,18.87,18.87,18.87,6.0,6.0,6.0,6.0,18.0,18.0,18.0,18.0,9.0,9.0,9.0,9.0,18.0,18.0,18.0,18.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Goiás,18.87,18.87,18.87,18.87,6.0,6.0,6.0,6.0,18.0,18.0,18.0,18.0,9.0,9.0,9.0,9.0,18.0,18.0,18.0,18.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Goiás,42.01,65.15,42.01,42.01,9.5,13.0,9.5,9.5,19.5,21.0,19.5,19.5,8.0,7.0,8.0,8.0,19.5,21.0,19.5,19.5,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,1.5,3.0,1.5,1.5,1.5,1.0,1.5,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,0.0,2.5,4.0,2.5,2.5,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Goiás,39.46,34.36,39.46,39.46,11.0,14.0,11.0,11.0,16.33,10.0,16.33,16.33,8.0,8.0,8.0,8.0,18.0,15.0,18.0,18.0,2.67,0.0,2.67,2.67,2.33,1.0,2.33,2.33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.33,7.0,3.33,3.33,1.33,1.0,1.33,1.33,0.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.67,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Goiás,39.88,41.13,39.88,39.88,14.0,23.0,14.0,14.0,15.5,13.0,15.5,15.5,7.5,6.0,7.5,7.5,20.75,29.0,20.75,20.75,2.5,2.0,2.5,2.5,2.75,4.0,2.75,2.75,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.75,3.25,3.0,3.25,3.25,2.25,5.0,2.25,2.25,0.25,1.0,0.25,0.25,2.5,1.0,2.5,2.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Goiás,41.61,48.55,41.61,41.61,15.2,20.0,15.2,15.2,14.0,8.0,14.0,14.0,7.2,6.0,7.2,7.2,21.0,22.0,21.0,21.0,2.2,1.0,2.2,2.2,3.4,6.0,3.4,3.4,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.6,3.4,4.0,3.4,3.4,2.2,2.0,2.2,2.2,0.2,0.0,0.2,0.2,2.2,1.0,2.2,2.2,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,1.0,0.2,0.2,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Goiás,42.77,48.56,47.55,42.77,15.33,16.0,17.2,15.33,15.33,22.0,14.8,15.33,6.17,1.0,5.6,6.17,20.5,18.0,21.0,20.5,2.83,6.0,2.8,2.83,3.17,2.0,3.4,3.17,0.0,0.0,0.0,0.0,0.83,2.0,1.0,0.83,3.0,1.0,3.2,3.0,2.0,1.0,2.0,2.0,0.17,0.0,0.2,0.17,2.17,2.0,2.4,2.17,0.0,0.0,0.0,0.0,0.67,2.0,0.8,0.67,0.33,1.0,0.4,0.33,0.0,0.0,0.0,0.0,0.33,1.0,0.4,0.33,0.33,0.0,0.4,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Goiás,42.52,41.02,42.72,42.52,15.14,14.0,17.4,15.14,15.0,13.0,13.2,15.0,6.0,5.0,5.2,6.0,20.29,19.0,20.6,20.29,2.86,3.0,2.4,2.86,3.29,4.0,3.4,3.29,0.0,0.0,0.0,0.0,0.86,1.0,0.6,0.86,3.0,3.0,3.6,3.0,1.86,1.0,2.0,1.86,0.14,0.0,0.2,0.14,2.71,6.0,2.8,2.71,0.0,0.0,0.0,0.0,0.57,0.0,0.4,0.57,0.29,0.0,0.2,0.29,0.0,0.0,0.0,0.0,0.29,0.0,0.4,0.29,0.29,0.0,0.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
