rodada,equipe,partidas_contraAvgpontos_time,partidas_contraLastpontos_time,partidas_contraAvgMov5pontos_time,partidas_contraAvgMov10pontos_time,partidas_contraAvggols_marcados,partidas_contraLastgols_marcados,partidas_contraAvgMov5gols_marcados,partidas_contraAvgMov10gols_marcados,partidas_contraAvggols_sofridos,partidas_contraLastgols_sofridos,partidas_contraAvgMov5gols_sofridos,partidas_contraAvgMov10gols_sofridos,partidas_contraAvgsaldo_gols,partidas_contraLastsaldo_gols,partidas_contraAvgMov5saldo_gols,partidas_contraAvgMov10saldo_gols,partidas_contraAvgclassificacao,partidas_contraLastclassificacao,partidas_contraAvgMov5classificacao,partidas_contraAvgMov10classificacao,partidas_contraAvgSG_Atq,partidas_contraLastSG_Atq,partidas_contraAvgMov5SG_Atq,partidas_contraAvgMov10SG_Atq,partidas_contraAvgSG_def,partidas_contraLastSG_def,partidas_contraAvgMov5SG_def,partidas_contraAvgMov10SG_def,partidas_contraAvgclassificacao_adv,partidas_contraLastclassificacao_adv,partidas_contraAvgMov5classificacao_adv,partidas_contraAvgMov10classificacao_adv
3,Palmeiras,0.5,1.0,0.5,0.5,2.0,3.0,2.0,2.0,1.5,1.0,1.5,1.5,0.5,2.0,0.5,0.5,17.5,18.0,17.5,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0
4,Fortaleza,0.67,1.0,0.67,0.67,2.0,2.0,2.0,2.0,1.33,1.0,1.33,1.33,0.67,1.0,0.67,0.67,12.67,3.0,12.67,12.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0
5,Botafogo,0.62,0.5,0.62,0.62,1.75,1.0,1.75,1.75,1.25,1.0,1.25,1.25,0.5,0.0,0.5,0.5,12.25,11.0,12.25,12.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0
6,São Paulo,0.7,1.0,0.7,0.7,2.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,10.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.2,1.0,0.2,0.2,14.0,14.0,14.0,14.0
7,Flamengo,0.67,0.5,0.8,0.67,1.83,1.0,2.0,1.83,1.0,1.0,0.8,1.0,0.83,0.0,1.2,0.83,9.83,9.0,8.4,9.83,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.17,14.0,14.0,14.0,14.0
8,Fluminense,0.71,1.0,0.8,0.71,1.71,1.0,1.6,1.71,0.86,0.0,0.6,0.86,0.86,1.0,1.0,0.86,9.14,5.0,5.8,9.14,0.0,0.0,0.0,0.0,0.29,1.0,0.4,0.29,14.0,14.0,14.0,14.0
9,América-MG,0.62,0.0,0.6,0.62,1.5,0.0,1.2,1.5,1.0,2.0,0.8,1.0,0.5,-2.0,0.4,0.5,9.0,8.0,6.8,9.0,0.12,1.0,0.2,0.12,0.25,0.0,0.4,0.25,14.0,14.0,14.0,14.0
10,Cuiabá,0.67,1.0,0.7,0.67,1.56,2.0,1.4,1.56,0.89,0.0,0.6,0.89,0.67,2.0,0.8,0.67,10.22,20.0,8.6,10.22,0.11,0.0,0.2,0.11,0.33,1.0,0.6,0.33,14.0,14.0,14.0,14.0
11,Santos,0.65,0.5,0.6,0.65,1.5,1.0,1.0,1.5,0.9,1.0,0.8,0.9,0.6,0.0,0.2,0.6,10.2,10.0,10.4,10.2,0.1,0.0,0.2,0.1,0.3,0.0,0.4,0.3,14.0,14.0,14.0,14.0
12,Athlético-PR,0.59,0.0,0.5,0.65,1.36,0.0,0.8,1.4,1.0,2.0,1.0,0.9,0.36,-2.0,-0.2,0.5,10.45,13.0,11.2,9.8,0.18,1.0,0.4,0.2,0.27,0.0,0.4,0.3,14.0,14.0,14.0,14.0
13,Bragantino,0.62,1.0,0.5,0.65,1.33,1.0,0.8,1.2,0.92,0.0,1.0,0.8,0.42,1.0,-0.2,0.4,10.17,7.0,11.6,8.7,0.17,0.0,0.4,0.2,0.33,1.0,0.4,0.4,14.0,14.0,14.0,14.0
14,Atlético-MG,0.65,1.0,0.7,0.65,1.31,1.0,1.0,1.1,0.85,0.0,0.6,0.7,0.46,1.0,0.4,0.4,9.69,4.0,10.8,8.8,0.15,0.0,0.2,0.2,0.38,1.0,0.6,0.5,14.0,14.0,14.0,14.0
15,Grêmio,0.61,0.0,0.5,0.6,1.21,0.0,0.6,1.0,0.86,1.0,0.8,0.7,0.36,-1.0,-0.2,0.3,9.43,6.0,8.0,8.3,0.21,1.0,0.4,0.3,0.36,0.0,0.4,0.5,14.0,14.0,14.0,14.0
16,Bahia,0.6,0.5,0.5,0.55,1.4,4.0,1.2,1.1,1.07,4.0,1.4,1.1,0.33,0.0,-0.2,0.0,8.93,2.0,6.4,8.4,0.2,0.0,0.4,0.3,0.33,0.0,0.4,0.4,14.0,14.0,14.0,14.0
17,Vasco,0.59,0.5,0.6,0.55,1.31,0.0,1.2,1.0,1.0,0.0,1.0,1.0,0.31,0.0,0.2,0.0,9.31,15.0,6.8,9.0,0.25,1.0,0.4,0.4,0.38,1.0,0.6,0.5,14.0,14.0,14.0,14.0
18,Internacional,0.56,0.0,0.4,0.45,1.29,1.0,1.2,1.0,1.12,3.0,1.6,1.3,0.18,-2.0,-0.4,-0.3,9.71,16.0,8.6,10.1,0.24,0.0,0.4,0.4,0.35,0.0,0.4,0.4,14.0,14.0,14.0,14.0
19,Coritiba,0.56,0.5,0.3,0.5,1.33,2.0,1.4,1.2,1.17,2.0,2.0,1.3,0.17,0.0,-0.6,-0.1,9.83,12.0,10.2,10.5,0.22,0.0,0.4,0.3,0.33,0.0,0.2,0.4,14.0,14.0,14.0,14.0
20,Cruzeiro,0.53,0.0,0.3,0.4,1.32,1.0,1.6,1.1,1.26,3.0,2.4,1.6,0.05,-2.0,-0.8,-0.5,10.32,19.0,12.8,10.4,0.21,0.0,0.2,0.3,0.32,0.0,0.2,0.3,14.0,14.0,14.0,14.0
21,Goiás,0.52,0.5,0.3,0.4,1.3,1.0,1.0,1.1,1.25,1.0,1.8,1.6,0.05,0.0,-0.8,-0.5,10.65,17.0,15.8,11.1,0.2,0.0,0.2,0.3,0.3,0.0,0.2,0.3,14.0,14.0,14.0,14.0
22,Palmeiras,0.52,0.5,0.3,0.45,1.29,1.0,1.2,1.2,1.24,1.0,2.0,1.5,0.05,0.0,-0.8,-0.3,11.0,18.0,16.4,11.6,0.19,0.0,0.0,0.2,0.29,0.0,0.0,0.3,14.0,14.0,14.0,14.0
23,Fortaleza,0.52,0.5,0.4,0.4,1.23,0.0,1.0,1.1,1.18,0.0,1.4,1.5,0.05,0.0,-0.4,-0.4,10.64,3.0,13.8,11.2,0.23,1.0,0.2,0.3,0.32,1.0,0.2,0.3,14.0,14.0,14.0,14.0
24,Botafogo,0.54,1.0,0.5,0.4,1.26,2.0,1.0,1.2,1.17,1.0,1.2,1.6,0.09,1.0,-0.2,-0.4,10.65,11.0,13.6,11.9,0.22,0.0,0.2,0.3,0.3,0.0,0.2,0.2,14.0,14.0,14.0,14.0
25,São Paulo,0.52,0.0,0.5,0.4,1.21,0.0,0.8,1.2,1.17,1.0,0.8,1.6,0.04,-1.0,0.0,-0.4,10.25,1.0,10.0,11.4,0.25,1.0,0.4,0.3,0.29,0.0,0.2,0.2,14.0,14.0,14.0,14.0
26,Flamengo,0.54,1.0,0.6,0.45,1.24,2.0,1.0,1.0,1.16,1.0,0.8,1.3,0.08,1.0,0.2,-0.3,10.2,9.0,8.4,12.1,0.24,0.0,0.4,0.3,0.28,0.0,0.2,0.2,14.0,14.0,14.0,14.0
27,Fluminense,0.54,0.5,0.6,0.45,1.23,1.0,1.0,1.1,1.15,1.0,0.8,1.4,0.08,0.0,0.2,-0.3,10.0,5.0,5.8,11.1,0.23,0.0,0.4,0.2,0.27,0.0,0.2,0.1,14.0,14.0,14.0,14.0
28,América-MG,0.54,0.5,0.6,0.5,1.3,3.0,1.6,1.3,1.22,3.0,1.4,1.4,0.07,0.0,0.2,-0.1,9.93,8.0,6.8,10.3,0.22,0.0,0.2,0.2,0.26,0.0,0.0,0.1,14.0,14.0,14.0,14.0
29,Cuiabá,0.54,0.5,0.5,0.5,1.29,1.0,1.4,1.2,1.21,1.0,1.4,1.3,0.07,0.0,0.0,-0.1,10.29,20.0,8.6,11.1,0.21,0.0,0.2,0.2,0.25,0.0,0.0,0.1,14.0,14.0,14.0,14.0
30,Santos,0.52,0.0,0.5,0.5,1.24,0.0,1.4,1.1,1.21,1.0,1.4,1.1,0.03,-1.0,0.0,0.0,10.28,10.0,10.4,10.2,0.24,1.0,0.2,0.3,0.24,0.0,0.0,0.1,14.0,14.0,14.0,14.0
31,Athlético-PR,0.52,0.5,0.4,0.5,1.23,1.0,1.2,1.1,1.2,1.0,1.4,1.1,0.03,0.0,-0.2,0.0,10.37,13.0,11.2,9.8,0.23,0.0,0.2,0.3,0.23,0.0,0.0,0.1,14.0,14.0,14.0,14.0
32,Bragantino,0.5,0.0,0.3,0.45,1.19,0.0,1.0,1.0,1.19,1.0,1.4,1.1,0.0,-1.0,-0.4,-0.1,10.26,7.0,11.6,8.7,0.26,1.0,0.4,0.4,0.23,0.0,0.0,0.1,14.0,14.0,14.0,14.0
33,Atlético-MG,0.52,1.0,0.4,0.5,1.19,1.0,0.6,1.1,1.16,0.0,0.8,1.1,0.03,1.0,-0.2,0.0,10.06,4.0,10.8,8.8,0.25,0.0,0.4,0.3,0.25,1.0,0.2,0.1,14.0,14.0,14.0,14.0
34,Grêmio,0.52,0.5,0.4,0.45,1.18,1.0,0.6,1.0,1.15,1.0,0.8,1.1,0.03,0.0,-0.2,-0.1,9.94,6.0,8.0,8.3,0.24,0.0,0.4,0.3,0.24,0.0,0.2,0.1,14.0,14.0,14.0,14.0
35,Bahia,0.51,0.5,0.5,0.5,1.18,,0.75,1.11,1.15,,0.75,1.11,0.03,,0.0,0.0,9.71,2.0,6.4,8.4,0.24,0.0,0.2,0.2,0.24,0.0,0.2,0.1,14.0,14.0,14.0,14.0
36,Vasco,0.51,0.5,0.5,0.45,1.18,,0.67,1.0,1.15,,0.67,1.12,0.03,,0.0,-0.12,9.43,0.0,3.8,7.5,0.23,0.0,0.2,0.2,0.23,0.0,0.2,0.1,13.6,0.0,11.2,12.6
37,Internacional,0.51,0.5,0.6,0.45,1.18,,1.0,1.0,1.15,,0.5,1.14,0.03,,0.5,-0.14,9.17,0.0,2.4,7.0,0.22,0.0,0.0,0.2,0.22,0.0,0.2,0.1,13.22,0.0,8.4,11.2
38,Coritiba,0.51,0.5,0.5,0.45,1.18,,1.0,0.67,1.15,,1.0,0.83,0.03,,0.0,-0.17,8.92,0.0,1.6,6.2,0.22,0.0,0.0,0.2,0.22,0.0,0.0,0.1,12.86,0.0,5.6,9.8
1,Flamengo,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,19.0,19.0,19.0,19.0
2,Fortaleza,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,19.0,19.0,19.0,19.0
3,São Paulo,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,8.0,11.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,19.0,19.0,19.0,19.0
4,Bahia,0.83,0.5,0.83,0.83,2.33,1.0,2.33,2.33,0.33,1.0,0.33,0.33,2.0,0.0,2.0,2.0,8.33,9.0,8.33,8.33,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.67,19.0,19.0,19.0,19.0
5,Vasco,0.88,1.0,0.88,0.88,2.5,3.0,2.5,2.5,0.5,1.0,0.5,0.5,2.0,2.0,2.0,2.0,10.0,15.0,10.0,10.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,19.0,19.0,19.0,19.0
6,Athlético-PR,0.8,0.5,0.8,0.8,2.2,1.0,2.2,2.2,0.6,1.0,0.6,0.6,1.6,0.0,1.6,1.6,11.2,16.0,11.2,11.2,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,19.0,19.0,19.0,19.0
7,Atlético-MG,0.83,1.0,0.8,0.83,2.33,3.0,2.2,2.33,0.83,2.0,1.0,0.83,1.5,1.0,1.2,1.5,10.5,7.0,11.6,10.5,0.0,0.0,0.0,0.0,0.33,0.0,0.2,0.33,19.0,19.0,19.0,19.0
8,Cuiabá,0.86,1.0,0.8,0.86,2.29,2.0,2.0,2.29,0.86,1.0,1.2,0.86,1.43,1.0,0.8,1.43,9.86,6.0,10.6,9.86,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.29,19.0,19.0,19.0,19.0
9,Palmeiras,0.81,0.5,0.8,0.81,2.12,1.0,2.0,2.12,0.88,1.0,1.2,0.88,1.25,0.0,0.8,1.25,9.88,10.0,10.8,9.88,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,19.0,19.0,19.0,19.0
10,Santos,0.83,1.0,0.8,0.83,2.22,3.0,2.0,2.22,0.89,1.0,1.2,0.89,1.33,2.0,0.8,1.33,9.11,3.0,8.4,9.11,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.22,19.0,19.0,19.0,19.0
11,Internacional,0.8,0.5,0.8,0.8,2.0,0.0,1.8,2.0,0.8,0.0,1.0,0.8,1.2,0.0,0.8,1.2,9.5,13.0,7.8,9.5,0.1,1.0,0.2,0.1,0.3,1.0,0.2,0.3,19.0,19.0,19.0,19.0
12,Grêmio,0.82,1.0,0.8,0.8,1.91,1.0,1.4,1.8,0.73,0.0,0.6,0.8,1.18,1.0,0.8,1.0,9.73,12.0,8.8,10.2,0.09,0.0,0.2,0.1,0.36,1.0,0.4,0.3,19.0,19.0,19.0,19.0
13,Goiás,0.83,1.0,0.8,0.8,2.17,5.0,2.0,2.0,0.75,1.0,0.6,0.9,1.42,4.0,1.4,1.1,9.08,2.0,8.0,9.3,0.08,0.0,0.2,0.1,0.33,0.0,0.4,0.2,19.0,19.0,19.0,19.0
14,América-MG,0.77,0.0,0.7,0.75,2.08,1.0,2.0,2.0,0.85,2.0,0.8,1.0,1.23,-1.0,1.2,1.0,9.77,18.0,9.6,10.2,0.08,0.0,0.2,0.1,0.31,0.0,0.4,0.2,19.0,19.0,19.0,19.0
15,Cruzeiro,0.71,0.0,0.5,0.65,2.0,1.0,1.6,1.8,1.0,3.0,1.2,1.2,1.0,-2.0,0.4,0.6,10.5,20.0,13.0,10.7,0.07,0.0,0.2,0.1,0.29,0.0,0.4,0.2,19.0,19.0,19.0,19.0
16,Fluminense,0.7,0.5,0.5,0.65,1.87,0.0,1.6,1.7,0.93,0.0,1.2,1.1,0.93,0.0,0.4,0.6,10.93,17.0,13.8,10.8,0.13,1.0,0.2,0.2,0.33,1.0,0.4,0.3,19.0,19.0,19.0,19.0
17,Botafogo,0.66,0.0,0.3,0.55,1.75,0.0,1.4,1.4,1.0,2.0,1.6,1.1,0.75,-2.0,-0.2,0.3,10.75,8.0,13.0,10.9,0.19,1.0,0.4,0.3,0.31,0.0,0.2,0.3,19.0,19.0,19.0,19.0
18,Bragantino,0.68,1.0,0.3,0.55,1.88,4.0,1.2,1.6,1.0,1.0,1.6,1.1,0.88,3.0,-0.4,0.5,10.18,1.0,12.8,10.4,0.18,0.0,0.4,0.3,0.29,0.0,0.2,0.3,19.0,19.0,19.0,19.0
19,Corinthians,0.69,1.0,0.5,0.6,1.83,1.0,1.2,1.6,0.94,0.0,1.2,1.0,0.89,1.0,0.0,0.6,9.83,4.0,10.0,9.8,0.17,0.0,0.4,0.3,0.33,1.0,0.4,0.4,19.0,19.0,19.0,19.0
20,Flamengo,0.71,1.0,0.7,0.6,1.89,3.0,1.6,1.6,0.95,1.0,0.8,1.0,0.95,2.0,0.8,0.6,10.05,14.0,8.8,10.9,0.16,0.0,0.4,0.3,0.32,0.0,0.4,0.4,19.0,19.0,19.0,19.0
21,Fortaleza,0.72,1.0,0.8,0.65,1.95,3.0,2.2,1.9,1.0,2.0,1.2,1.2,0.95,1.0,1.0,0.7,9.8,5.0,6.4,10.1,0.15,0.0,0.2,0.2,0.3,0.0,0.2,0.3,19.0,19.0,19.0,19.0
22,São Paulo,0.74,1.0,1.0,0.65,2.0,3.0,2.8,2.1,1.0,1.0,1.0,1.3,1.0,2.0,1.8,0.8,9.86,11.0,7.0,10.0,0.14,0.0,0.0,0.2,0.29,0.0,0.2,0.2,19.0,19.0,19.0,19.0
23,Bahia,0.75,1.0,1.0,0.65,2.0,2.0,2.4,1.8,1.0,1.0,1.0,1.3,1.0,1.0,1.4,0.5,9.82,9.0,8.6,10.7,0.14,0.0,0.0,0.2,0.27,0.0,0.2,0.2,19.0,19.0,19.0,19.0
24,Vasco,0.76,1.0,1.0,0.75,2.09,4.0,3.0,2.1,1.04,2.0,1.4,1.3,1.04,2.0,1.6,0.8,10.04,15.0,10.8,10.4,0.13,0.0,0.0,0.2,0.26,0.0,0.0,0.2,19.0,19.0,19.0,19.0
25,Athlético-PR,0.77,1.0,1.0,0.85,2.21,5.0,3.4,2.5,1.04,1.0,1.4,1.1,1.17,4.0,2.0,1.4,10.29,16.0,11.2,10.0,0.12,0.0,0.0,0.2,0.25,0.0,0.0,0.2,19.0,19.0,19.0,19.0
26,Atlético-MG,0.74,0.0,0.8,0.8,2.12,0.0,2.8,2.5,1.08,2.0,1.4,1.3,1.04,-2.0,1.4,1.2,10.16,7.0,11.6,9.0,0.16,1.0,0.2,0.2,0.24,0.0,0.0,0.1,19.0,19.0,19.0,19.0
27,Cuiabá,0.71,0.0,0.6,0.8,2.08,1.0,2.4,2.6,1.12,2.0,1.6,1.3,0.96,-1.0,0.8,1.3,10.0,6.0,10.6,8.8,0.15,0.0,0.2,0.1,0.23,0.0,0.0,0.1,19.0,19.0,19.0,19.0
28,Palmeiras,0.72,1.0,0.6,0.8,2.11,3.0,2.6,2.5,1.07,0.0,1.4,1.2,1.04,3.0,1.2,1.3,10.0,10.0,10.8,9.7,0.15,0.0,0.2,0.1,0.26,1.0,0.2,0.2,19.0,19.0,19.0,19.0
29,Santos,0.73,1.0,0.6,0.8,2.11,2.0,2.2,2.6,1.04,0.0,1.0,1.2,1.07,2.0,1.2,1.4,9.75,3.0,8.4,9.6,0.14,0.0,0.2,0.1,0.29,1.0,0.4,0.2,19.0,19.0,19.0,19.0
30,Internacional,0.74,1.0,0.6,0.8,2.1,2.0,1.6,2.5,1.03,1.0,1.0,1.2,1.07,1.0,0.6,1.3,9.86,13.0,7.8,9.5,0.14,0.0,0.2,0.1,0.28,0.0,0.4,0.2,19.0,19.0,19.0,19.0
31,Grêmio,0.72,0.0,0.6,0.7,2.13,3.0,2.2,2.5,1.13,4.0,1.4,1.4,1.0,-1.0,0.8,1.1,9.93,12.0,8.8,10.2,0.13,0.0,0.0,0.1,0.27,0.0,0.4,0.2,19.0,19.0,19.0,19.0
32,Goiás,0.73,1.0,0.8,0.7,2.13,2.0,2.4,2.4,1.13,1.0,1.2,1.4,1.0,1.0,1.2,1.0,9.68,2.0,8.0,9.3,0.13,0.0,0.0,0.1,0.26,0.0,0.4,0.2,19.0,19.0,19.0,19.0
33,América-MG,0.73,1.0,0.8,0.7,2.09,1.0,2.0,2.3,1.09,0.0,1.2,1.3,1.0,1.0,0.8,1.0,9.94,18.0,9.6,10.2,0.12,0.0,0.0,0.1,0.28,1.0,0.4,0.3,19.0,19.0,19.0,19.0
34,Cruzeiro,0.71,0.0,0.6,0.6,2.03,0.0,1.6,1.9,1.15,3.0,1.8,1.4,0.88,-3.0,-0.2,0.5,10.24,20.0,13.0,10.7,0.15,1.0,0.2,0.2,0.27,0.0,0.2,0.3,19.0,19.0,19.0,19.0
35,Fluminense,0.71,0.5,0.5,0.55,2.03,,1.5,1.56,1.15,,2.0,1.44,0.88,,-0.5,0.11,10.44,17.0,13.8,10.8,0.15,0.0,0.2,0.2,0.26,0.0,0.2,0.3,19.0,19.0,19.0,19.0
36,Botafogo,0.7,0.5,0.6,0.6,2.03,,1.0,1.75,1.15,,1.33,1.38,0.88,,-0.33,0.38,10.14,0.0,11.4,10.1,0.14,0.0,0.2,0.1,0.26,0.0,0.2,0.3,18.46,0.0,15.2,17.1
37,Bragantino,0.69,0.5,0.5,0.65,2.03,,0.5,1.86,1.15,,1.5,1.29,0.88,,-1.0,0.57,9.86,0.0,11.0,9.5,0.14,0.0,0.2,0.1,0.25,0.0,0.2,0.3,17.94,0.0,11.4,15.2
38,Corinthians,0.69,0.5,0.4,0.6,2.03,,0.0,1.67,1.15,,3.0,1.5,0.88,,-3.0,0.17,9.59,0.0,7.4,8.5,0.14,0.0,0.2,0.1,0.24,0.0,0.0,0.2,17.46,0.0,7.6,13.3
1,Corinthians,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,17.0,17.0
2,Grêmio,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,17.0,17.0
3,Bragantino,0.5,0.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,8.0,2.0,8.0,8.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,17.0,17.0,17.0,17.0
4,Santos,0.33,0.0,0.33,0.33,0.67,0.0,0.67,0.67,1.67,3.0,1.67,1.67,-1.0,-3.0,-1.0,-1.0,6.67,4.0,6.67,6.67,0.67,1.0,0.67,0.67,0.0,0.0,0.0,0.0,17.0,17.0,17.0,17.0
5,Fluminense,0.25,0.0,0.25,0.25,0.75,1.0,0.75,0.75,1.75,2.0,1.75,1.75,-1.0,-1.0,-1.0,-1.0,8.25,13.0,8.25,8.25,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,17.0,17.0,17.0,17.0
6,América-MG,0.4,1.0,0.4,0.4,1.0,2.0,1.0,1.0,1.4,0.0,1.4,1.4,-0.4,2.0,-0.4,-0.4,8.2,8.0,8.2,8.2,0.4,0.0,0.4,0.4,0.2,1.0,0.2,0.2,17.0,17.0,17.0,17.0
7,Cuiabá,0.33,0.0,0.2,0.33,0.83,0.0,0.6,0.83,1.83,4.0,2.0,1.83,-1.0,-4.0,-1.4,-1.0,10.17,20.0,9.4,10.17,0.5,1.0,0.6,0.5,0.17,0.0,0.2,0.17,17.0,17.0,17.0,17.0
8,Flamengo,0.43,1.0,0.4,0.43,0.86,1.0,0.8,0.86,1.57,0.0,1.8,1.57,-0.71,1.0,-1.0,-0.71,10.14,10.0,11.0,10.14,0.43,0.0,0.4,0.43,0.29,1.0,0.4,0.29,17.0,17.0,17.0,17.0
9,Atlético-MG,0.44,0.5,0.5,0.44,0.88,1.0,1.0,0.88,1.5,1.0,1.4,1.5,-0.62,0.0,-0.4,-0.62,9.5,5.0,11.2,9.5,0.38,0.0,0.2,0.38,0.25,0.0,0.4,0.25,17.0,17.0,17.0,17.0
10,Bahia,0.5,1.0,0.7,0.5,0.89,1.0,1.0,0.89,1.33,0.0,1.0,1.33,-0.44,1.0,0.0,-0.44,9.11,6.0,9.8,9.11,0.33,0.0,0.2,0.33,0.33,1.0,0.6,0.33,17.0,17.0,17.0,17.0
11,Fortaleza,0.5,0.5,0.6,0.5,1.0,2.0,1.0,1.0,1.4,2.0,1.4,1.4,-0.4,0.0,-0.4,-0.4,9.7,15.0,11.2,9.7,0.3,0.0,0.2,0.3,0.3,0.0,0.4,0.3,17.0,17.0,17.0,17.0
12,São Paulo,0.55,1.0,0.8,0.5,1.0,1.0,1.2,0.9,1.27,0.0,0.6,1.3,-0.27,1.0,0.6,-0.4,9.82,11.0,9.4,9.4,0.27,0.0,0.0,0.3,0.36,1.0,0.6,0.4,17.0,17.0,17.0,17.0
13,Internacional,0.5,0.0,0.6,0.5,0.92,0.0,1.0,0.9,1.25,1.0,0.8,1.3,-0.33,-1.0,0.2,-0.4,9.75,9.0,9.2,10.1,0.33,1.0,0.2,0.3,0.33,0.0,0.4,0.4,17.0,17.0,17.0,17.0
14,Vasco,0.5,0.5,0.6,0.55,0.85,0.0,0.8,0.9,1.15,0.0,0.6,1.0,-0.31,0.0,0.2,-0.1,9.92,12.0,10.6,10.9,0.38,1.0,0.4,0.3,0.38,1.0,0.6,0.5,17.0,17.0,17.0,17.0
15,Coritiba,0.46,0.0,0.4,0.55,0.79,0.0,0.6,0.8,1.14,1.0,0.8,0.9,-0.36,-1.0,-0.2,-0.1,10.36,16.0,12.6,11.2,0.43,1.0,0.6,0.4,0.36,0.0,0.4,0.5,17.0,17.0,17.0,17.0
16,Goiás,0.47,0.5,0.4,0.5,0.73,0.0,0.2,0.6,1.07,0.0,0.4,0.9,-0.33,0.0,-0.2,-0.3,10.93,19.0,13.4,12.3,0.47,1.0,0.8,0.5,0.4,1.0,0.6,0.5,17.0,17.0,17.0,17.0
17,Athlético-PR,0.5,1.0,0.4,0.6,0.75,1.0,0.2,0.7,1.0,0.0,0.4,0.5,-0.25,1.0,-0.2,0.2,11.38,18.0,14.8,12.1,0.44,0.0,0.8,0.4,0.44,1.0,0.6,0.6,17.0,17.0,17.0,17.0
18,Botafogo,0.5,0.5,0.5,0.55,0.88,3.0,0.8,0.9,1.12,3.0,0.8,0.8,-0.24,0.0,0.0,0.1,11.12,7.0,14.4,11.8,0.41,0.0,0.6,0.4,0.41,0.0,0.6,0.5,17.0,17.0,17.0,17.0
19,Palmeiras,0.5,0.5,0.5,0.55,0.83,0.0,0.8,0.8,1.06,0.0,0.8,0.7,-0.22,0.0,0.0,0.1,10.56,1.0,12.2,11.4,0.44,1.0,0.6,0.5,0.44,1.0,0.6,0.6,17.0,17.0,17.0,17.0
20,Corinthians,0.53,1.0,0.7,0.55,0.84,1.0,1.0,0.8,1.0,0.0,0.6,0.7,-0.16,1.0,0.4,0.1,10.16,3.0,9.6,11.1,0.42,0.0,0.4,0.5,0.47,1.0,0.8,0.6,17.0,17.0,17.0,17.0
21,Grêmio,0.52,0.5,0.7,0.55,0.85,1.0,1.2,0.7,1.0,1.0,0.8,0.6,-0.15,0.0,0.4,0.1,10.35,14.0,8.6,11.0,0.4,0.0,0.2,0.5,0.45,0.0,0.6,0.6,17.0,17.0,17.0,17.0
22,Bragantino,0.55,1.0,0.7,0.55,0.95,3.0,1.6,0.9,0.95,0.0,0.8,0.6,0.0,3.0,0.8,0.3,9.95,2.0,5.4,10.1,0.38,0.0,0.2,0.5,0.48,1.0,0.6,0.6,17.0,17.0,17.0,17.0
23,Santos,0.55,0.5,0.7,0.6,0.91,0.0,1.0,0.9,0.91,0.0,0.2,0.5,0.0,0.0,0.8,0.4,9.68,4.0,4.8,9.6,0.41,1.0,0.4,0.5,0.5,1.0,0.8,0.7,17.0,17.0,17.0,17.0
24,Fluminense,0.52,0.0,0.6,0.55,0.87,0.0,1.0,0.9,1.0,3.0,0.8,0.8,-0.13,-3.0,0.2,0.1,9.83,13.0,7.2,9.7,0.43,1.0,0.4,0.5,0.48,0.0,0.6,0.6,17.0,17.0,17.0,17.0
