rodada,equipe,partidas_contraAvgpontos_time,partidas_contraLastpontos_time,partidas_contraAvgMov5pontos_time,partidas_contraAvgMov10pontos_time,partidas_contraAvggols_marcados,partidas_contraLastgols_marcados,partidas_contraAvgMov5gols_marcados,partidas_contraAvgMov10gols_marcados,partidas_contraAvggols_sofridos,partidas_contraLastgols_sofridos,partidas_contraAvgMov5gols_sofridos,partidas_contraAvgMov10gols_sofridos,partidas_contraAvgsaldo_gols,partidas_contraLastsaldo_gols,partidas_contraAvgMov5saldo_gols,partidas_contraAvgMov10saldo_gols,partidas_contraAvgclassificacao,partidas_contraLastclassificacao,partidas_contraAvgMov5classificacao,partidas_contraAvgMov10classificacao,partidas_contraAvgSG_Atq,partidas_contraLastSG_Atq,partidas_contraAvgMov5SG_Atq,partidas_contraAvgMov10SG_Atq,partidas_contraAvgSG_def,partidas_contraLastSG_def,partidas_contraAvgMov5SG_def,partidas_contraAvgMov10SG_def,partidas_contraAvgclassificacao_adv,partidas_contraLastclassificacao_adv,partidas_contraAvgMov5classificacao_adv,partidas_contraAvgMov10classificacao_adv
15,Internacional,0.36,0.5,0.6,0.45,0.93,1.0,1.0,0.9,1.79,1.0,1.0,1.4,-0.86,0.0,0.0,-0.5,9.93,5.0,7.4,8.1,0.21,0.0,0.2,0.2,0.21,0.0,0.4,0.3,3.0,3.0,3.0,3.0
16,Fortaleza,0.37,0.5,0.7,0.5,0.87,0.0,1.0,0.8,1.67,0.0,0.6,1.0,-0.8,0.0,0.4,-0.2,10.07,12.0,8.0,9.1,0.27,1.0,0.2,0.3,0.27,1.0,0.6,0.4,3.0,3.0,3.0,3.0
17,América-MG,0.34,0.0,0.5,0.45,0.88,1.0,1.0,0.8,1.75,3.0,1.2,1.2,-0.88,-2.0,-0.2,-0.4,10.12,11.0,7.2,9.8,0.25,0.0,0.2,0.3,0.25,0.0,0.4,0.4,3.0,3.0,3.0,3.0
18,Fluminense,0.32,0.0,0.3,0.4,0.88,1.0,1.0,0.9,1.88,4.0,2.0,1.6,-1.0,-3.0,-1.0,-0.7,10.71,20.0,11.0,10.5,0.24,0.0,0.2,0.2,0.24,0.0,0.2,0.3,3.0,3.0,3.0,3.0
19,Cruzeiro,0.36,1.0,0.4,0.45,0.94,2.0,1.0,1.0,1.83,1.0,1.8,1.6,-0.89,1.0,-0.8,-0.6,10.56,8.0,11.2,10.7,0.22,0.0,0.2,0.2,0.22,0.0,0.2,0.3,3.0,3.0,3.0,3.0
20,Cuiabá,0.34,0.0,0.3,0.45,0.89,0.0,0.8,0.9,1.79,1.0,1.8,1.4,-0.89,-1.0,-1.0,-0.5,10.89,17.0,13.6,10.5,0.26,1.0,0.4,0.3,0.21,0.0,0.2,0.3,3.0,3.0,3.0,3.0
21,Vasco,0.32,0.0,0.2,0.45,0.85,0.0,0.8,0.9,1.8,2.0,2.2,1.4,-0.95,-2.0,-1.4,-0.5,10.85,10.0,13.2,10.6,0.3,1.0,0.4,0.3,0.2,0.0,0.0,0.3,3.0,3.0,3.0,3.0
22,Corinthians,0.31,0.0,0.2,0.35,0.81,0.0,0.6,0.8,1.76,1.0,1.8,1.5,-0.95,-1.0,-1.2,-0.7,11.1,16.0,14.2,10.7,0.33,1.0,0.6,0.4,0.19,0.0,0.0,0.2,3.0,3.0,3.0,3.0
23,Goiás,0.32,0.5,0.3,0.3,0.77,0.0,0.4,0.7,1.68,0.0,1.0,1.5,-0.91,0.0,-0.6,-0.8,11.23,14.0,13.0,12.0,0.36,1.0,0.8,0.5,0.23,1.0,0.2,0.2,3.0,3.0,3.0,3.0
24,Grêmio,0.3,0.0,0.1,0.25,0.74,0.0,0.0,0.5,1.65,1.0,1.0,1.4,-0.91,-1.0,-1.0,-0.9,11.52,18.0,15.0,13.1,0.39,1.0,1.0,0.6,0.22,0.0,0.2,0.2,3.0,3.0,3.0,3.0
25,Bragantino,0.33,1.0,0.3,0.3,0.75,1.0,0.2,0.5,1.58,0.0,0.8,1.3,-0.83,1.0,-0.6,-0.8,11.12,2.0,12.0,12.8,0.38,0.0,0.8,0.6,0.25,1.0,0.4,0.3,3.0,3.0,3.0,3.0
26,Santos,0.36,1.0,0.5,0.35,0.8,2.0,0.6,0.7,1.56,1.0,0.6,1.4,-0.76,1.0,0.0,-0.7,10.84,4.0,10.8,12.0,0.36,0.0,0.6,0.5,0.24,0.0,0.4,0.2,3.0,3.0,3.0,3.0
27,Atlético-MG,0.38,1.0,0.7,0.45,0.85,2.0,1.0,0.8,1.54,1.0,0.6,1.2,-0.69,1.0,0.4,-0.4,10.92,13.0,10.2,12.2,0.35,0.0,0.4,0.5,0.23,0.0,0.4,0.2,3.0,3.0,3.0,3.0
28,Coritiba,0.41,1.0,0.8,0.55,0.89,2.0,1.4,0.9,1.48,0.0,0.6,0.8,-0.59,2.0,0.8,0.1,10.74,6.0,8.6,10.8,0.33,0.0,0.2,0.5,0.26,1.0,0.4,0.3,3.0,3.0,3.0,3.0
29,São Paulo,0.39,0.0,0.8,0.45,0.86,0.0,1.4,0.7,1.5,2.0,0.8,0.9,-0.64,-2.0,0.6,-0.2,11.04,19.0,8.8,11.9,0.36,1.0,0.2,0.6,0.25,0.0,0.4,0.3,3.0,3.0,3.0,3.0
30,Bahia,0.38,0.0,0.6,0.45,0.83,0.0,1.2,0.7,1.62,5.0,1.8,1.3,-0.79,-5.0,-0.6,-0.6,10.97,9.0,10.2,11.1,0.38,1.0,0.4,0.6,0.24,0.0,0.2,0.3,3.0,3.0,3.0,3.0
31,Botafogo,0.37,0.0,0.4,0.45,0.8,0.0,0.8,0.7,1.6,1.0,1.8,1.2,-0.8,-1.0,-1.0,-0.5,11.1,15.0,12.4,11.6,0.4,1.0,0.6,0.6,0.23,0.0,0.2,0.3,3.0,3.0,3.0,3.0
32,Athlético-PR,0.35,0.0,0.2,0.45,0.87,3.0,1.0,1.0,1.68,4.0,2.4,1.5,-0.81,-1.0,-1.4,-0.5,10.77,1.0,10.0,10.1,0.39,0.0,0.6,0.5,0.23,0.0,0.2,0.3,3.0,3.0,3.0,3.0
33,Flamengo,0.34,0.0,0.0,0.4,0.84,0.0,0.6,1.0,1.66,1.0,2.6,1.6,-0.81,-1.0,-2.0,-0.6,10.66,7.0,10.2,9.4,0.41,1.0,0.8,0.5,0.22,0.0,0.0,0.2,3.0,3.0,3.0,3.0
34,Internacional,0.36,1.0,0.2,0.5,0.91,3.0,1.2,1.3,1.61,0.0,2.2,1.5,-0.7,3.0,-1.0,-0.2,10.48,5.0,7.4,8.1,0.39,0.0,0.6,0.4,0.24,1.0,0.2,0.3,3.0,3.0,3.0,3.0
35,Fortaleza,0.37,0.5,0.3,0.45,0.91,,1.5,1.33,1.61,,1.5,1.67,-0.7,,0.0,-0.33,10.53,12.0,8.0,9.1,0.38,0.0,0.4,0.4,0.24,0.0,0.2,0.2,3.0,3.0,3.0,3.0
36,América-MG,0.37,0.5,0.4,0.4,0.91,,2.0,1.25,1.61,,1.67,1.75,-0.7,,0.33,-0.5,10.23,0.0,5.0,8.7,0.37,0.0,0.2,0.4,0.23,0.0,0.2,0.2,2.91,0.0,2.4,2.7
37,Fluminense,0.38,0.5,0.5,0.35,0.91,,1.5,1.14,1.61,,0.5,1.86,-0.7,,1.0,-0.71,9.94,0.0,4.8,7.4,0.36,0.0,0.2,0.4,0.22,0.0,0.2,0.2,2.83,0.0,1.8,2.4
38,Cruzeiro,0.38,0.5,0.6,0.3,0.91,,3.0,1.0,1.61,,0.0,2.17,-0.7,,3.0,-1.17,9.68,0.0,3.4,6.8,0.35,0.0,0.0,0.4,0.22,0.0,0.2,0.1,2.76,0.0,1.2,2.1
1,Grêmio,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,13.0,13.0,13.0,13.0
2,Atlético-MG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,13.0,13.0,13.0,13.0
3,América-MG,0.75,0.5,0.75,0.75,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,4.0,6.0,4.0,4.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,13.0,13.0,13.0,13.0
4,Cruzeiro,0.5,0.0,0.5,0.5,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,-1.0,0.0,0.0,9.33,20.0,9.33,9.33,0.33,0.0,0.33,0.33,0.67,0.0,0.67,0.67,13.0,13.0,13.0,13.0
5,Bahia,0.62,1.0,0.62,0.62,1.25,2.0,1.25,1.25,1.0,1.0,1.0,1.0,0.25,1.0,0.25,0.25,11.25,17.0,11.25,11.25,0.25,0.0,0.25,0.25,0.5,0.0,0.5,0.5,13.0,13.0,13.0,13.0
6,Vasco,0.5,0.0,0.5,0.5,1.0,0.0,1.0,1.0,1.4,3.0,1.4,1.4,-0.4,-3.0,-0.4,-0.4,12.0,15.0,12.0,12.0,0.4,1.0,0.4,0.4,0.4,0.0,0.4,0.4,13.0,13.0,13.0,13.0
7,Palmeiras,0.42,0.0,0.3,0.42,0.83,0.0,0.8,0.83,1.33,1.0,1.6,1.33,-0.5,-1.0,-0.8,-0.5,12.67,16.0,14.8,12.67,0.5,1.0,0.6,0.5,0.33,0.0,0.2,0.33,13.0,13.0,13.0,13.0
8,Bragantino,0.43,0.5,0.3,0.43,0.71,0.0,0.8,0.71,1.14,0.0,1.6,1.14,-0.43,0.0,-0.8,-0.43,11.29,3.0,14.2,11.29,0.57,1.0,0.6,0.57,0.43,1.0,0.2,0.43,13.0,13.0,13.0,13.0
9,Internacional,0.5,1.0,0.5,0.5,0.88,2.0,0.8,0.88,1.0,0.0,1.0,1.0,-0.12,2.0,-0.2,-0.12,10.38,4.0,11.0,10.38,0.5,0.0,0.6,0.5,0.5,1.0,0.4,0.5,13.0,13.0,13.0,13.0
10,Coritiba,0.5,0.5,0.4,0.5,0.89,1.0,0.6,0.89,1.0,1.0,1.0,1.0,-0.11,0.0,-0.4,-0.11,10.56,12.0,10.0,10.56,0.44,0.0,0.6,0.44,0.44,0.0,0.4,0.44,13.0,13.0,13.0,13.0
11,Corinthians,0.5,0.5,0.5,0.5,0.8,0.0,0.6,0.8,0.9,0.0,0.4,0.9,-0.1,0.0,0.2,-0.1,11.4,19.0,10.8,11.4,0.5,1.0,0.6,0.5,0.5,1.0,0.6,0.5,13.0,13.0,13.0,13.0
12,Flamengo,0.55,1.0,0.7,0.5,0.91,2.0,1.0,0.9,0.82,0.0,0.2,0.9,0.09,2.0,0.8,0.0,11.64,14.0,10.4,12.6,0.45,0.0,0.4,0.5,0.55,1.0,0.8,0.5,13.0,13.0,13.0,13.0
13,Cuiabá,0.58,1.0,0.8,0.55,1.08,3.0,1.6,1.2,0.92,2.0,0.6,1.1,0.17,1.0,1.0,0.1,11.08,5.0,10.8,12.5,0.42,0.0,0.2,0.4,0.5,0.0,0.6,0.4,13.0,13.0,13.0,13.0
14,Goiás,0.62,1.0,0.8,0.65,1.23,3.0,1.8,1.3,0.85,0.0,0.6,0.8,0.38,3.0,1.2,0.5,11.0,10.0,12.0,11.5,0.38,0.0,0.2,0.4,0.54,1.0,0.6,0.5,13.0,13.0,13.0,13.0
15,São Paulo,0.57,0.0,0.7,0.55,1.36,3.0,2.2,1.4,1.07,4.0,1.2,1.1,0.29,-1.0,1.0,0.3,11.5,18.0,13.2,11.6,0.36,0.0,0.2,0.4,0.5,0.0,0.6,0.5,13.0,13.0,13.0,13.0
16,Botafogo,0.6,1.0,0.8,0.65,1.53,4.0,3.0,1.8,1.07,1.0,1.4,0.9,0.47,3.0,1.6,0.9,11.33,9.0,11.2,11.0,0.33,0.0,0.0,0.3,0.47,0.0,0.4,0.5,13.0,13.0,13.0,13.0
17,Fluminense,0.59,0.5,0.7,0.7,1.56,2.0,3.0,2.0,1.12,2.0,1.8,1.0,0.44,0.0,1.2,1.0,10.69,1.0,8.6,9.5,0.31,0.0,0.0,0.2,0.44,0.0,0.2,0.5,13.0,13.0,13.0,13.0
18,Athlético-PR,0.62,1.0,0.7,0.75,1.53,1.0,2.6,2.1,1.06,0.0,1.4,1.0,0.47,1.0,1.2,1.1,10.53,8.0,9.2,10.0,0.29,0.0,0.0,0.1,0.47,1.0,0.4,0.5,13.0,13.0,13.0,13.0
19,Fortaleza,0.61,0.5,0.6,0.7,1.5,1.0,2.2,2.0,1.06,1.0,1.6,1.1,0.44,0.0,0.6,0.9,10.33,7.0,8.6,10.3,0.28,0.0,0.0,0.1,0.44,0.0,0.2,0.4,13.0,13.0,13.0,13.0
20,Grêmio,0.63,1.0,0.8,0.75,1.63,4.0,2.4,2.3,1.0,0.0,0.8,1.0,0.63,4.0,1.6,1.3,10.37,11.0,7.2,10.2,0.26,0.0,0.0,0.1,0.47,1.0,0.4,0.5,13.0,13.0,13.0,13.0
21,Atlético-MG,0.6,0.0,0.6,0.7,1.6,1.0,1.8,2.4,1.05,2.0,1.0,1.2,0.55,-1.0,0.8,1.2,9.95,2.0,5.8,8.5,0.25,0.0,0.0,0.0,0.45,0.0,0.4,0.4,13.0,13.0,13.0,13.0
22,América-MG,0.62,1.0,0.7,0.7,1.62,2.0,1.8,2.4,1.0,0.0,0.6,1.2,0.62,2.0,1.2,1.2,9.76,6.0,6.8,7.7,0.24,0.0,0.0,0.0,0.48,1.0,0.6,0.4,13.0,13.0,13.0,13.0
23,Cruzeiro,0.64,1.0,0.7,0.7,1.64,2.0,2.0,2.3,0.95,0.0,0.6,1.0,0.68,2.0,1.4,1.3,10.23,20.0,9.2,9.2,0.23,0.0,0.0,0.0,0.5,1.0,0.6,0.5,13.0,13.0,13.0,13.0
24,Bahia,0.65,1.0,0.8,0.7,1.7,3.0,2.4,2.3,0.91,0.0,0.4,1.0,0.78,3.0,2.0,1.3,10.52,17.0,11.2,9.9,0.22,0.0,0.0,0.0,0.52,1.0,0.8,0.5,13.0,13.0,13.0,13.0
25,Vasco,0.62,0.0,0.6,0.7,1.67,1.0,1.8,2.1,0.96,2.0,0.8,0.8,0.71,-1.0,1.0,1.3,10.71,15.0,12.0,9.6,0.21,0.0,0.0,0.0,0.5,0.0,0.6,0.5,13.0,13.0,13.0,13.0
26,Palmeiras,0.6,0.0,0.6,0.6,1.64,1.0,1.8,1.8,1.08,4.0,1.2,1.1,0.56,-3.0,0.6,0.7,10.92,16.0,14.8,10.3,0.2,0.0,0.0,0.0,0.48,0.0,0.6,0.5,13.0,13.0,13.0,13.0
27,Bragantino,0.58,0.0,0.4,0.55,1.62,1.0,1.6,1.7,1.12,2.0,1.6,1.1,0.5,-1.0,0.0,0.6,10.62,3.0,14.2,10.5,0.19,0.0,0.0,0.0,0.46,0.0,0.4,0.5,13.0,13.0,13.0,13.0
28,Internacional,0.59,1.0,0.4,0.55,1.67,3.0,1.8,1.9,1.11,1.0,1.8,1.2,0.56,2.0,0.0,0.7,10.37,4.0,11.0,10.1,0.19,0.0,0.0,0.0,0.44,0.0,0.2,0.4,13.0,13.0,13.0,13.0
29,Coritiba,0.61,1.0,0.4,0.6,1.86,7.0,2.6,2.5,1.11,1.0,2.0,1.2,0.75,6.0,0.6,1.3,10.43,12.0,10.0,10.6,0.18,0.0,0.0,0.0,0.43,0.0,0.0,0.4,13.0,13.0,13.0,13.0
30,Corinthians,0.59,0.0,0.4,0.5,1.83,1.0,2.6,2.2,1.14,2.0,2.0,1.4,0.69,-1.0,0.6,0.8,10.72,19.0,10.8,11.4,0.17,0.0,0.0,0.0,0.41,0.0,0.0,0.3,13.0,13.0,13.0,13.0
31,Flamengo,0.58,0.5,0.5,0.55,1.8,1.0,2.6,2.2,1.13,1.0,1.4,1.3,0.67,0.0,1.2,0.9,10.83,14.0,10.4,12.6,0.17,0.0,0.0,0.0,0.4,0.0,0.0,0.3,13.0,13.0,13.0,13.0
32,Cuiabá,0.56,0.0,0.5,0.45,1.77,1.0,2.6,2.1,1.16,2.0,1.4,1.5,0.61,-1.0,1.2,0.6,10.65,5.0,10.8,12.5,0.16,0.0,0.0,0.0,0.39,0.0,0.0,0.2,13.0,13.0,13.0,13.0
33,Goiás,0.56,0.5,0.4,0.4,1.72,0.0,2.0,1.9,1.12,0.0,1.2,1.5,0.59,0.0,0.8,0.4,10.62,10.0,12.0,11.5,0.19,1.0,0.2,0.1,0.41,1.0,0.2,0.2,13.0,13.0,13.0,13.0
34,São Paulo,0.55,0.0,0.2,0.3,1.67,0.0,0.6,1.6,1.12,1.0,1.2,1.6,0.55,-1.0,-0.6,0.0,10.85,18.0,13.2,11.6,0.21,1.0,0.4,0.2,0.39,0.0,0.2,0.1,13.0,13.0,13.0,13.0
35,Botafogo,0.54,0.5,0.3,0.35,1.67,,0.5,1.67,1.12,,1.0,1.56,0.55,,-0.5,0.11,10.79,9.0,11.2,11.0,0.21,0.0,0.4,0.2,0.38,0.0,0.2,0.1,13.0,13.0,13.0,13.0
36,Fluminense,0.54,0.5,0.3,0.4,1.67,,0.33,1.75,1.12,,1.0,1.25,0.55,,-0.67,0.5,10.49,0.0,8.4,9.4,0.2,0.0,0.4,0.2,0.37,0.0,0.2,0.1,12.63,0.0,10.4,11.7
37,Athlético-PR,0.54,0.5,0.4,0.45,1.67,,0.0,1.86,1.12,,0.5,1.14,0.55,,-0.5,0.71,10.19,0.0,7.4,9.1,0.19,0.0,0.4,0.2,0.36,0.0,0.2,0.1,12.28,0.0,7.8,10.4
38,Fortaleza,0.54,0.5,0.4,0.4,1.67,,0.0,1.67,1.12,,1.0,1.17,0.55,,-1.0,0.5,9.92,0.0,5.4,8.7,0.19,0.0,0.2,0.2,0.35,0.0,0.0,0.1,11.95,0.0,5.2,9.1
1,Botafogo,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0
2,América-MG,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0
3,Coritiba,0.5,0.0,0.5,0.5,1.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,-1.0,-3.0,-1.0,-1.0,10.5,20.0,10.5,10.5,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0
4,Internacional,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.67,1.0,1.67,1.67,-0.67,0.0,-0.67,-0.67,13.33,19.0,13.33,13.33,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0
5,Fortaleza,0.38,0.0,0.38,0.38,0.75,0.0,0.75,0.75,1.75,2.0,1.75,1.75,-1.0,-2.0,-1.0,-1.0,13.0,12.0,13.0,13.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0
6,Corinthians,0.4,0.5,0.4,0.4,0.6,0.0,0.6,0.6,1.4,0.0,1.4,1.4,-0.8,0.0,-0.8,-0.8,12.6,11.0,12.6,12.6,0.6,1.0,0.6,0.6,0.2,1.0,0.2,0.2,9.0,9.0,9.0,9.0
7,Vasco,0.42,0.5,0.3,0.42,0.67,1.0,0.4,0.67,1.33,1.0,1.4,1.33,-0.67,0.0,-1.0,-0.67,12.83,14.0,15.2,12.83,0.5,0.0,0.6,0.5,0.17,0.0,0.2,0.17,9.0,9.0,9.0,9.0
8,Goiás,0.36,0.0,0.3,0.36,0.86,2.0,0.8,0.86,1.71,4.0,1.6,1.71,-0.86,-2.0,-0.8,-0.86,13.29,16.0,14.4,13.29,0.43,0.0,0.4,0.43,0.14,0.0,0.2,0.14,9.0,9.0,9.0,9.0
9,Grêmio,0.31,0.0,0.2,0.31,0.88,1.0,0.8,0.88,1.75,2.0,1.8,1.75,-0.88,-1.0,-1.0,-0.88,13.88,18.0,14.2,13.88,0.38,0.0,0.4,0.38,0.12,0.0,0.2,0.12,9.0,9.0,9.0,9.0
10,Palmeiras,0.39,1.0,0.4,0.39,1.0,2.0,1.2,1.0,1.67,1.0,1.6,1.67,-0.67,1.0,-0.4,-0.67,12.56,2.0,12.2,12.56,0.33,0.0,0.2,0.33,0.11,0.0,0.2,0.11,9.0,9.0,9.0,9.0
11,Athlético-PR,0.45,1.0,0.5,0.45,1.1,2.0,1.6,1.1,1.5,0.0,1.6,1.5,-0.4,2.0,0.0,-0.4,11.6,3.0,10.6,11.6,0.3,0.0,0.0,0.3,0.2,1.0,0.2,0.2,9.0,9.0,9.0,9.0
12,Cruzeiro,0.41,0.0,0.4,0.35,1.09,1.0,1.6,1.0,1.55,2.0,1.8,1.6,-0.45,-1.0,-0.2,-0.6,11.18,7.0,9.2,12.2,0.27,0.0,0.0,0.3,0.18,0.0,0.2,0.2,9.0,9.0,9.0,9.0
13,Fluminense,0.46,1.0,0.6,0.45,1.08,1.0,1.4,1.1,1.42,0.0,1.0,1.3,-0.33,1.0,0.4,-0.2,11.67,17.0,9.4,11.9,0.25,0.0,0.0,0.2,0.25,1.0,0.4,0.3,9.0,9.0,9.0,9.0
14,Bragantino,0.42,0.0,0.6,0.4,1.0,0.0,1.2,1.0,1.38,1.0,0.8,1.3,-0.38,-1.0,0.4,-0.3,11.38,8.0,7.4,10.8,0.31,1.0,0.2,0.3,0.23,0.0,0.4,0.3,9.0,9.0,9.0,9.0
15,Santos,0.43,0.5,0.5,0.45,0.93,0.0,0.8,1.0,1.29,0.0,0.6,1.1,-0.36,0.0,0.2,-0.1,10.86,4.0,7.8,10.0,0.36,1.0,0.4,0.3,0.29,1.0,0.6,0.4,9.0,9.0,9.0,9.0
16,Cuiabá,0.4,0.0,0.3,0.4,0.93,1.0,0.6,1.1,1.47,4.0,1.4,1.5,-0.53,-3.0,-0.8,-0.4,11.0,13.0,9.8,10.2,0.33,0.0,0.4,0.2,0.27,0.0,0.4,0.3,9.0,9.0,9.0,9.0
17,Bahia,0.44,1.0,0.5,0.45,1.0,2.0,0.8,1.2,1.44,1.0,1.2,1.5,-0.44,1.0,-0.4,-0.3,10.94,10.0,10.4,9.8,0.31,0.0,0.4,0.2,0.25,0.0,0.4,0.3,9.0,9.0,9.0,9.0
18,Atlético-MG,0.44,0.5,0.4,0.5,0.94,0.0,0.6,1.0,1.35,0.0,1.2,1.1,-0.41,0.0,-0.6,-0.1,11.18,15.0,10.0,9.7,0.35,1.0,0.6,0.3,0.29,1.0,0.4,0.4,9.0,9.0,9.0,9.0
19,Flamengo,0.47,1.0,0.6,0.6,1.0,2.0,1.0,1.1,1.28,0.0,1.0,0.9,-0.28,2.0,0.0,0.2,10.89,6.0,9.6,8.5,0.33,0.0,0.4,0.3,0.33,1.0,0.6,0.5,9.0,9.0,9.0,9.0
20,Botafogo,0.47,0.5,0.6,0.55,1.0,1.0,1.2,1.0,1.26,1.0,1.2,0.9,-0.26,0.0,0.0,0.1,10.58,5.0,9.8,8.8,0.32,0.0,0.2,0.3,0.32,0.0,0.4,0.5,9.0,9.0,9.0,9.0
21,América-MG,0.48,0.5,0.7,0.5,0.95,0.0,1.0,0.8,1.2,0.0,0.4,0.9,-0.25,0.0,0.6,-0.1,10.1,1.0,7.4,8.6,0.35,1.0,0.4,0.4,0.35,1.0,0.6,0.5,9.0,9.0,9.0,9.0
22,Coritiba,0.5,1.0,0.7,0.6,1.0,2.0,1.0,0.9,1.19,1.0,0.4,0.8,-0.19,1.0,0.6,0.1,10.57,20.0,9.4,9.9,0.33,0.0,0.4,0.4,0.33,0.0,0.6,0.5,9.0,9.0,9.0,9.0
23,Internacional,0.48,0.0,0.6,0.5,1.0,1.0,1.2,0.9,1.23,2.0,0.8,1.0,-0.23,-1.0,0.4,-0.1,10.95,19.0,10.2,10.1,0.32,0.0,0.2,0.4,0.32,0.0,0.4,0.4,9.0,9.0,9.0,9.0
24,Fortaleza,0.5,1.0,0.6,0.6,1.04,2.0,1.2,1.1,1.22,1.0,1.0,1.0,-0.17,1.0,0.2,0.1,11.0,12.0,11.4,10.5,0.3,0.0,0.2,0.3,0.3,0.0,0.2,0.4,9.0,9.0,9.0,9.0
25,Corinthians,0.52,1.0,0.7,0.65,1.08,2.0,1.4,1.3,1.21,1.0,1.0,1.1,-0.12,1.0,0.4,0.2,11.0,11.0,12.6,11.2,0.29,0.0,0.2,0.2,0.29,0.0,0.2,0.3,9.0,9.0,9.0,9.0
26,Vasco,0.5,0.0,0.6,0.65,1.08,1.0,1.6,1.3,1.24,2.0,1.4,0.9,-0.16,-1.0,0.2,0.4,11.12,14.0,15.2,11.3,0.28,0.0,0.0,0.2,0.28,0.0,0.0,0.3,9.0,9.0,9.0,9.0
27,Goiás,0.5,0.5,0.5,0.6,1.04,0.0,1.2,1.1,1.19,0.0,1.2,0.8,-0.15,0.0,0.0,0.3,11.31,16.0,14.4,11.9,0.31,1.0,0.2,0.3,0.31,1.0,0.2,0.4,9.0,9.0,9.0,9.0
28,Grêmio,0.52,1.0,0.7,0.65,1.07,2.0,1.4,1.3,1.15,0.0,0.8,0.8,-0.07,2.0,0.6,0.5,11.56,18.0,14.2,12.2,0.3,0.0,0.2,0.2,0.33,1.0,0.4,0.4,9.0,9.0,9.0,9.0
29,Palmeiras,0.5,0.0,0.5,0.55,1.04,0.0,1.0,1.1,1.21,3.0,1.2,1.1,-0.18,-3.0,-0.2,0.0,11.21,2.0,12.2,11.8,0.32,1.0,0.4,0.3,0.32,0.0,0.4,0.3,9.0,9.0,9.0,9.0
30,Athlético-PR,0.52,1.0,0.5,0.6,1.17,5.0,1.6,1.5,1.17,0.0,1.0,1.0,0.0,5.0,0.6,0.5,10.93,3.0,10.6,11.6,0.31,0.0,0.4,0.3,0.34,1.0,0.6,0.4,9.0,9.0,9.0,9.0
31,Cruzeiro,0.52,0.5,0.6,0.6,1.17,1.0,1.6,1.6,1.17,1.0,0.8,1.1,0.0,0.0,0.8,0.5,10.8,7.0,9.2,12.2,0.3,0.0,0.4,0.2,0.33,0.0,0.6,0.3,9.0,9.0,9.0,9.0
32,Fluminense,0.5,0.0,0.5,0.5,1.13,0.0,1.6,1.4,1.16,1.0,1.0,1.1,-0.03,-1.0,0.6,0.3,11.0,17.0,9.4,11.9,0.32,1.0,0.4,0.3,0.32,0.0,0.4,0.3,9.0,9.0,9.0,9.0
33,Bragantino,0.5,0.5,0.4,0.55,1.13,0.0,1.5,1.44,1.16,1.0,1.25,1.0,-0.03,-1.0,0.25,0.44,10.91,8.0,7.4,10.8,0.31,0.0,0.4,0.3,0.31,0.0,0.2,0.3,9.0,9.0,9.0,9.0
34,Santos,0.48,0.0,0.4,0.45,1.09,0.0,1.5,1.22,1.16,1.0,0.75,1.0,-0.06,-1.0,0.75,0.22,10.7,4.0,7.8,10.0,0.33,1.0,0.4,0.4,0.3,0.0,0.2,0.3,9.0,9.0,9.0,9.0
35,Cuiabá,0.49,0.5,0.3,0.4,1.09,,0.33,1.12,1.16,,1.0,1.0,-0.06,,-0.67,0.12,10.76,13.0,9.8,10.2,0.32,0.0,0.4,0.4,0.29,0.0,0.0,0.3,9.0,9.0,9.0,9.0
36,Bahia,0.49,0.5,0.3,0.45,1.09,,0.0,1.14,1.16,,1.0,0.86,-0.06,,-1.0,0.29,10.46,0.0,8.4,8.8,0.31,0.0,0.4,0.4,0.29,0.0,0.0,0.3,8.74,0.0,7.2,8.1
