rodada,posicao,adv,setor_contraAvgpontuacao,setor_contraLastpontuacao,setor_contraAvgMov5pontuacao,setor_contraAvgMov10pontuacao,setor_contraAvgDS,setor_contraLastDS,setor_contraAvgMov5DS,setor_contraAvgMov10DS,setor_contraAvgFC,setor_contraLastFC,setor_contraAvgMov5FC,setor_contraAvgMov10FC,setor_contraAvgFF,setor_contraLastFF,setor_contraAvgMov5FF,setor_contraAvgMov10FF,setor_contraAvgFS,setor_contraLastFS,setor_contraAvgMov5FS,setor_contraAvgMov10FS,setor_contraAvgCA,setor_contraLastCA,setor_contraAvgMov5CA,setor_contraAvgMov10CA,setor_contraAvgFD,setor_contraLastFD,setor_contraAvgMov5FD,setor_contraAvgMov10FD,setor_contraAvgFT,setor_contraLastFT,setor_contraAvgMov5FT,setor_contraAvgMov10FT,setor_contraAvgG,setor_contraLastG,setor_contraAvgMov5G,setor_contraAvgMov10G,setor_contraAvgDE,setor_contraLastDE,setor_contraAvgMov5DE,setor_contraAvgMov10DE,setor_contraAvgGS,setor_contraLastGS,setor_contraAvgMov5GS,setor_contraAvgMov10GS,setor_contraAvgGC,setor_contraLastGC,setor_contraAvgMov5GC,setor_contraAvgMov10GC,setor_contraAvgI,setor_contraLastI,setor_contraAvgMov5I,setor_contraAvgMov10I,setor_contraAvgSG,setor_contraLastSG,setor_contraAvgMov5SG,setor_contraAvgMov10SG,setor_contraAvgA,setor_contraLastA,setor_contraAvgMov5A,setor_contraAvgMov10A,setor_contraAvgV,setor_contraLastV,setor_contraAvgMov5V,setor_contraAvgMov10V,setor_contraAvgPS,setor_contraLastPS,setor_contraAvgMov5PS,setor_contraAvgMov10PS,setor_contraAvgPC,setor_contraLastPC,setor_contraAvgMov5PC,setor_contraAvgMov10PC,setor_contraAvgCV,setor_contraLastCV,setor_contraAvgMov5CV,setor_contraAvgMov10CV,setor_contraAvgDP,setor_contraLastDP,setor_contraAvgMov5DP,setor_contraAvgMov10DP,setor_contraAvgPP,setor_contraLastPP,setor_contraAvgMov5PP,setor_contraAvgMov10PP
31,Goleiro,Corinthians,3.2,6.0,2.5,2.8,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.2,0.2,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,7.0,3.8,3.3,1.1,1.0,1.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Goleiro,Corinthians,3.12,1.0,2.1,2.4,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,2.0,3.4,2.9,1.1,1.0,1.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Goleiro,Corinthians,3.25,7.0,4.1,2.35,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.2,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.8,2.9,1.06,0.0,0.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Lateral,Corinthians,10.1,10.1,10.1,10.1,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Lateral,Corinthians,10.1,10.1,10.1,10.1,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Lateral,Corinthians,14.3,18.5,14.3,14.3,3.5,2.0,3.5,3.5,5.5,8.0,5.5,5.5,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.5,3.0,1.5,1.5,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Lateral,Corinthians,8.53,-3.0,8.53,8.53,3.33,3.0,3.33,3.33,6.33,8.0,6.33,6.33,0.33,1.0,0.33,0.33,1.33,0.0,1.33,1.33,0.67,2.0,0.67,0.67,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.33,0.33,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Lateral,Corinthians,6.72,1.3,6.72,6.72,3.25,3.0,3.25,3.25,5.75,4.0,5.75,5.75,0.25,0.0,0.25,0.25,1.0,0.0,1.0,1.0,0.75,1.0,0.75,0.75,0.75,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Lateral,Corinthians,8.14,13.8,8.14,8.14,3.4,4.0,3.4,3.4,5.6,5.0,5.6,5.6,0.2,0.0,0.2,0.2,1.0,1.0,1.0,1.0,0.6,0.0,0.6,0.6,0.6,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.4,0.0,0.4,0.4,0.4,2.0,0.4,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Lateral,Corinthians,7.95,7.0,7.52,7.95,3.5,4.0,3.2,3.5,4.83,1.0,5.2,4.83,0.17,0.0,0.2,0.17,1.0,1.0,1.2,1.0,0.83,2.0,1.0,0.83,0.5,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.17,0.33,0.0,0.4,0.33,0.33,0.0,0.4,0.33,0.5,1.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.0,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lateral,Corinthians,8.66,12.9,6.4,8.66,3.14,1.0,3.0,3.14,4.29,1.0,3.8,4.29,0.14,0.0,0.2,0.14,1.43,4.0,1.2,1.43,0.71,0.0,1.0,0.71,0.43,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.2,0.14,0.29,0.0,0.2,0.29,0.57,2.0,0.8,0.57,0.43,0.0,0.2,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.2,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Lateral,Corinthians,8.41,6.7,8.34,8.41,3.12,3.0,3.0,3.12,3.75,0.0,2.2,3.75,0.5,3.0,0.6,0.5,1.38,1.0,1.4,1.38,0.75,1.0,0.8,0.75,0.5,1.0,0.2,0.5,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.25,0.0,0.2,0.25,0.5,0.0,0.8,0.5,0.38,0.0,0.2,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Lateral,Corinthians,8.78,11.7,10.42,8.78,3.33,5.0,3.4,3.33,3.44,1.0,1.6,3.44,0.44,0.0,0.6,0.44,1.44,2.0,1.8,1.44,0.67,0.0,0.6,0.67,0.44,0.0,0.2,0.44,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.22,0.0,0.0,0.22,0.56,1.0,1.0,0.56,0.33,0.0,0.2,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.2,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Lateral,Corinthians,8.07,1.7,8.0,8.07,3.1,1.0,2.8,3.1,3.2,1.0,0.8,3.2,0.5,1.0,0.8,0.5,1.3,0.0,1.6,1.3,0.6,0.0,0.6,0.6,0.4,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.0,0.0,0.2,0.5,0.0,0.6,0.5,0.3,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Lateral,Corinthians,7.87,5.9,7.78,7.65,3.18,4.0,2.8,3.0,3.18,3.0,1.2,3.2,0.45,0.0,0.8,0.5,1.55,4.0,2.2,1.7,0.55,0.0,0.2,0.6,0.36,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.18,0.0,0.0,0.2,0.45,0.0,0.6,0.5,0.27,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Lateral,Corinthians,8.72,18.1,8.82,7.61,3.17,3.0,3.2,3.1,3.0,1.0,1.2,2.5,0.5,1.0,1.0,0.6,1.42,0.0,1.4,1.3,0.58,1.0,0.4,0.7,0.33,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1,0.17,0.0,0.0,0.1,0.58,2.0,0.6,0.7,0.33,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Lateral,Corinthians,10.7,34.4,14.36,11.35,3.69,10.0,4.6,3.8,3.15,5.0,2.2,2.2,0.54,1.0,0.6,0.6,1.62,4.0,2.0,1.7,0.54,0.0,0.2,0.5,0.38,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.23,1.0,0.2,0.2,0.85,4.0,1.4,1.1,0.31,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Lateral,Corinthians,10.43,6.9,13.4,11.91,3.93,7.0,5.0,4.2,3.29,5.0,3.0,2.3,0.5,0.0,0.6,0.6,1.64,2.0,2.0,1.9,0.57,1.0,0.4,0.5,0.36,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.21,0.0,0.2,0.1,0.79,0.0,1.2,1.1,0.29,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Lateral,Corinthians,11.83,31.5,19.36,13.68,4.07,6.0,6.0,4.4,3.13,1.0,3.0,1.9,0.53,1.0,0.6,0.7,1.73,3.0,2.6,2.1,0.53,0.0,0.4,0.5,0.47,2.0,0.6,0.4,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.27,1.0,0.4,0.2,1.0,4.0,2.0,1.3,0.27,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Lateral,Corinthians,11.25,2.5,18.68,13.23,3.94,2.0,5.6,4.2,3.25,5.0,3.4,2.3,0.62,2.0,1.0,0.9,1.62,0.0,1.8,2.0,0.5,0.0,0.4,0.3,0.44,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.25,0.0,0.4,0.2,0.94,0.0,2.0,1.3,0.25,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Lateral,Corinthians,10.84,4.3,15.92,12.37,3.88,3.0,5.6,4.4,3.18,2.0,3.6,2.4,0.65,1.0,1.0,1.0,1.71,3.0,2.4,1.9,0.53,1.0,0.4,0.4,0.41,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.24,0.0,0.4,0.2,0.88,0.0,1.6,1.1,0.24,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Lateral,Corinthians,10.67,7.7,10.58,12.47,4.0,6.0,4.8,4.7,3.33,6.0,3.8,3.0,0.67,1.0,1.0,0.8,1.78,3.0,2.2,2.1,0.5,0.0,0.4,0.3,0.39,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.22,0.0,0.2,0.2,0.83,0.0,0.8,1.1,0.22,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lateral,Corinthians,10.64,10.2,11.24,12.32,4.21,8.0,5.0,5.0,3.42,5.0,3.8,3.4,0.74,2.0,1.4,1.0,1.74,1.0,2.0,2.0,0.47,0.0,0.2,0.3,0.37,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.21,0.0,0.2,0.2,0.79,0.0,0.8,1.0,0.21,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Lateral,Corinthians,11.78,33.4,11.62,15.49,4.6,12.0,6.2,6.1,3.4,3.0,4.2,3.6,0.7,0.0,1.2,0.9,1.65,0.0,1.4,2.0,0.45,0.0,0.2,0.3,0.35,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.25,1.0,0.2,0.3,0.95,4.0,0.8,1.4,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Lateral,Corinthians,11.93,14.9,14.1,16.39,4.71,7.0,7.2,6.4,3.33,2.0,3.6,3.5,0.76,2.0,1.2,1.1,1.62,1.0,1.6,1.7,0.43,0.0,0.2,0.3,0.33,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.24,0.0,0.2,0.3,0.9,0.0,0.8,1.4,0.24,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Lateral,Corinthians,11.5,2.4,13.72,14.82,4.77,6.0,7.8,6.7,3.45,6.0,4.4,4.0,0.73,0.0,1.0,1.0,1.55,0.0,1.0,1.7,0.41,0.0,0.0,0.2,0.32,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.23,0.0,0.2,0.3,0.86,0.0,0.8,1.2,0.23,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Lateral,Corinthians,11.11,2.7,12.72,11.65,4.7,3.0,7.2,6.0,3.48,4.0,4.0,3.9,0.74,1.0,1.0,1.0,1.52,1.0,0.6,1.4,0.43,1.0,0.2,0.3,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.22,0.0,0.2,0.2,0.83,0.0,0.8,0.8,0.22,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Lateral,Corinthians,10.94,6.9,12.06,11.65,4.67,4.0,6.4,5.7,3.38,1.0,3.2,3.5,0.71,0.0,0.6,1.0,1.46,0.0,0.4,1.2,0.42,0.0,0.2,0.2,0.38,2.0,0.4,0.4,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.21,0.0,0.2,0.2,0.79,0.0,0.8,0.8,0.21,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Lateral,Corinthians,10.69,4.7,6.32,8.97,4.48,0.0,4.0,5.1,3.36,3.0,3.2,3.7,0.84,4.0,1.4,1.3,1.48,2.0,0.8,1.1,0.44,1.0,0.4,0.3,0.44,2.0,0.8,0.4,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.76,0.0,0.0,0.4,0.2,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Lateral,Corinthians,10.47,5.0,4.34,9.22,4.42,3.0,3.2,5.2,3.27,1.0,3.0,3.3,0.81,0.0,1.0,1.1,1.46,1.0,0.8,1.2,0.42,0.0,0.4,0.3,0.46,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.19,0.0,0.0,0.1,0.73,0.0,0.0,0.4,0.19,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Lateral,Corinthians,10.18,2.7,4.4,9.06,4.37,3.0,2.6,5.2,3.26,3.0,2.4,3.4,0.78,0.0,1.0,1.0,1.41,0.0,0.8,0.9,0.41,0.0,0.4,0.2,0.44,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.19,0.0,0.0,0.1,0.7,0.0,0.0,0.4,0.19,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Lateral,Corinthians,9.95,3.6,4.58,8.65,4.32,3.0,2.6,4.9,3.14,0.0,1.6,2.8,0.75,0.0,0.8,0.9,1.36,0.0,0.6,0.6,0.39,0.0,0.2,0.2,0.43,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.18,0.0,0.0,0.1,0.68,0.0,0.0,0.4,0.18,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Lateral,Corinthians,9.66,1.7,3.54,7.8,4.21,1.0,2.0,4.2,3.03,0.0,1.4,2.3,0.72,0.0,0.8,0.7,1.34,1.0,0.8,0.6,0.38,0.0,0.2,0.2,0.41,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.17,0.0,0.0,0.1,0.66,0.0,0.0,0.4,0.17,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Lateral,Corinthians,10.29,28.5,8.3,7.31,4.3,7.0,3.4,3.7,3.1,5.0,1.8,2.5,0.83,4.0,0.8,1.1,1.37,2.0,0.8,0.8,0.37,0.0,0.0,0.2,0.47,2.0,0.6,0.7,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.73,3.0,0.6,0.3,0.17,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Meia,Corinthians,9.899999999999999,9.899999999999999,9.899999999999999,9.899999999999999,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Meia,Corinthians,9.9,9.9,9.9,9.9,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Meia,Corinthians,13.45,17.0,13.45,13.45,6.5,5.0,6.5,6.5,6.5,8.0,6.5,6.5,2.5,5.0,2.5,2.5,9.5,13.0,9.5,9.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.5,1.5,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
