rodada,posicao,equipe,setor_proAvgpontuacao,setor_proLastpontuacao,setor_proAvgMov5pontuacao,setor_proAvgMov10pontuacao,setor_proAvgDS,setor_proLastDS,setor_proAvgMov5DS,setor_proAvgMov10DS,setor_proAvgFC,setor_proLastFC,setor_proAvgMov5FC,setor_proAvgMov10FC,setor_proAvgFF,setor_proLastFF,setor_proAvgMov5FF,setor_proAvgMov10FF,setor_proAvgFS,setor_proLastFS,setor_proAvgMov5FS,setor_proAvgMov10FS,setor_proAvgCA,setor_proLastCA,setor_proAvgMov5CA,setor_proAvgMov10CA,setor_proAvgFD,setor_proLastFD,setor_proAvgMov5FD,setor_proAvgMov10FD,setor_proAvgFT,setor_proLastFT,setor_proAvgMov5FT,setor_proAvgMov10FT,setor_proAvgG,setor_proLastG,setor_proAvgMov5G,setor_proAvgMov10G,setor_proAvgDE,setor_proLastDE,setor_proAvgMov5DE,setor_proAvgMov10DE,setor_proAvgGS,setor_proLastGS,setor_proAvgMov5GS,setor_proAvgMov10GS,setor_proAvgGC,setor_proLastGC,setor_proAvgMov5GC,setor_proAvgMov10GC,setor_proAvgI,setor_proLastI,setor_proAvgMov5I,setor_proAvgMov10I,setor_proAvgSG,setor_proLastSG,setor_proAvgMov5SG,setor_proAvgMov10SG,setor_proAvgA,setor_proLastA,setor_proAvgMov5A,setor_proAvgMov10A,setor_proAvgV,setor_proLastV,setor_proAvgMov5V,setor_proAvgMov10V,setor_proAvgPS,setor_proLastPS,setor_proAvgMov5PS,setor_proAvgMov10PS,setor_proAvgPC,setor_proLastPC,setor_proAvgMov5PC,setor_proAvgMov10PC,setor_proAvgCV,setor_proLastCV,setor_proAvgMov5CV,setor_proAvgMov10CV,setor_proAvgDP,setor_proLastDP,setor_proAvgMov5DP,setor_proAvgMov10DP,setor_proAvgPP,setor_proLastPP,setor_proAvgMov5PP,setor_proAvgMov10PP
4,Atacante,Cuiabá,10.7,9.8,10.7,10.7,2.33,2.0,2.33,2.33,3.67,3.0,3.67,3.67,3.67,1.0,3.67,3.67,7.67,9.0,7.67,7.67,1.0,1.0,1.0,1.0,0.67,1.0,0.67,0.67,0.33,1.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,2.0,2.33,2.33,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Atacante,Cuiabá,10.18,8.6,10.18,10.18,2.75,4.0,2.75,2.75,3.5,3.0,3.5,3.5,2.75,0.0,2.75,2.75,7.0,5.0,7.0,7.0,0.75,0.0,0.75,0.75,1.0,2.0,1.0,1.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,2.0,2.25,2.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Atacante,Cuiabá,9.92,8.9,9.92,9.92,3.0,4.0,3.0,3.0,3.6,4.0,3.6,3.6,2.6,2.0,2.6,2.6,6.6,5.0,6.6,6.6,0.6,0.0,0.6,0.6,1.0,1.0,1.0,1.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,1.8,1.8,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Atacante,Cuiabá,9.12,5.1,7.76,9.12,2.83,2.0,2.6,2.83,3.5,3.0,3.4,3.5,2.33,1.0,1.6,2.33,6.17,4.0,6.0,6.17,0.5,0.0,0.2,0.5,1.0,1.0,1.0,1.0,0.17,0.0,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,4.0,2.2,2.17,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Atacante,Cuiabá,10.34,17.7,10.02,10.34,3.0,4.0,3.2,3.0,4.14,8.0,4.2,4.14,2.71,5.0,1.8,2.71,6.57,9.0,6.4,6.57,0.57,1.0,0.4,0.57,0.86,0.0,1.0,0.86,0.14,0.0,0.2,0.14,0.14,1.0,0.2,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,2.0,2.0,2.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Atacante,Cuiabá,10.96,15.3,11.12,10.96,3.38,6.0,4.0,3.38,4.25,5.0,4.6,4.25,2.62,2.0,2.0,2.62,6.5,6.0,5.8,6.5,0.5,0.0,0.2,0.5,0.75,0.0,0.8,0.75,0.12,0.0,0.0,0.12,0.12,0.0,0.2,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,1.6,1.88,0.0,0.0,0.0,0.0,0.25,1.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Atacante,Cuiabá,12.78,27.3,14.86,12.78,3.78,7.0,4.6,3.78,4.22,4.0,4.8,4.22,2.67,3.0,2.6,2.67,6.89,10.0,6.8,6.89,0.44,0.0,0.2,0.44,1.11,4.0,1.2,1.11,0.11,0.0,0.0,0.11,0.22,1.0,0.4,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,1.0,1.4,1.78,0.0,0.0,0.0,0.0,0.22,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Atacante,Cuiabá,14.03,25.3,18.14,14.03,4.3,9.0,5.6,4.3,4.2,4.0,4.8,4.2,2.5,1.0,2.4,2.5,6.8,6.0,7.0,6.8,0.5,1.0,0.4,0.5,1.0,0.0,1.0,1.0,0.1,0.0,0.0,0.1,0.3,1.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.0,1.6,1.7,0.0,0.0,0.0,0.0,0.3,1.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Atacante,Cuiabá,13.79,11.4,19.4,13.58,4.36,5.0,6.2,4.4,4.09,3.0,4.8,4.1,2.55,3.0,2.8,2.2,6.27,1.0,6.4,6.2,0.45,0.0,0.4,0.3,1.18,3.0,1.4,1.2,0.09,0.0,0.0,0.1,0.27,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,2.0,1.2,1.7,0.0,0.0,0.0,0.0,0.27,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Atacante,Cuiabá,13.58,11.2,18.1,14.06,4.58,7.0,6.8,5.0,4.33,7.0,4.6,4.4,2.42,1.0,2.0,1.9,6.5,9.0,6.4,6.4,0.42,0.0,0.2,0.3,1.08,0.0,1.4,1.2,0.08,0.0,0.0,0.1,0.25,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,4.0,1.6,1.8,0.0,0.0,0.0,0.0,0.25,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Atacante,Cuiabá,15.2,34.7,21.98,16.55,5.0,10.0,7.6,5.8,4.46,6.0,4.8,4.7,2.46,3.0,2.2,2.1,6.77,10.0,7.2,6.5,0.38,0.0,0.2,0.2,1.08,1.0,1.6,1.2,0.08,0.0,0.0,0.0,0.38,2.0,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,1.0,1.8,1.7,0.0,0.0,0.0,0.0,0.23,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Atacante,Cuiabá,15.51,19.5,20.42,17.64,5.07,6.0,7.4,6.0,4.5,5.0,5.0,4.9,2.29,0.0,1.6,2.1,6.86,8.0,6.8,6.8,0.43,1.0,0.4,0.3,1.14,2.0,1.2,1.2,0.07,0.0,0.0,0.0,0.43,1.0,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,6.0,2.8,2.1,0.0,0.0,0.0,0.0,0.21,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.07,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Atacante,Cuiabá,15.93,21.8,19.72,18.93,5.33,9.0,7.4,6.5,4.53,5.0,5.2,5.0,2.27,2.0,1.8,2.1,7.07,10.0,7.6,7.3,0.53,2.0,0.6,0.5,1.07,0.0,1.2,1.1,0.07,0.0,0.0,0.0,0.47,1.0,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,1.0,2.8,2.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.07,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Atacante,Cuiabá,16.71,28.4,23.12,21.26,5.38,6.0,7.6,6.9,4.5,4.0,5.4,5.1,2.25,2.0,1.6,2.2,7.06,7.0,8.8,7.6,0.56,1.0,0.8,0.6,1.12,2.0,1.0,1.2,0.12,1.0,0.2,0.1,0.56,2.0,1.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.6,1.9,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.12,1.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.0,0.2,0.1
18,Atacante,Cuiabá,17.41,28.6,26.6,22.35,5.47,7.0,7.6,7.2,4.47,4.0,4.8,4.7,2.29,3.0,2.0,2.0,7.18,9.0,8.8,7.6,0.53,0.0,0.8,0.5,1.24,3.0,1.6,1.5,0.18,1.0,0.4,0.2,0.59,1.0,1.4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,1.0,2.0,1.8,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.12,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.2,0.1
20,Atacante,Cuiabá,18.81,42.7,28.2,25.09,5.61,8.0,7.2,7.4,4.44,4.0,4.4,4.6,2.39,4.0,2.2,2.2,7.22,8.0,8.4,7.8,0.5,0.0,0.8,0.5,1.22,1.0,1.6,1.6,0.17,0.0,0.4,0.2,0.67,2.0,1.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,1.0,2.0,1.9,0.0,0.0,0.0,0.0,0.28,2.0,0.4,0.3,0.0,0.0,0.0,0.0,0.11,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.2,0.1
21,Atacante,Cuiabá,18.33,9.7,26.24,23.33,5.47,3.0,6.6,7.0,4.84,12.0,5.8,5.4,2.42,3.0,2.8,2.2,7.37,10.0,8.8,7.8,0.47,0.0,0.6,0.5,1.26,2.0,1.6,1.4,0.16,0.0,0.4,0.2,0.63,0.0,1.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,1.0,1.0,1.9,0.0,0.0,0.0,0.0,0.26,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.11,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.2,0.1
22,Atacante,Cuiabá,18.06,12.9,24.46,22.09,5.4,4.0,5.6,6.5,4.9,6.0,6.0,5.6,2.35,1.0,2.6,2.2,7.55,11.0,9.0,8.3,0.45,0.0,0.2,0.4,1.35,3.0,2.2,1.7,0.15,0.0,0.4,0.2,0.6,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.8,1.8,0.0,0.0,0.0,0.0,0.25,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.2,0.1
23,Atacante,Cuiabá,17.73,11.1,21.0,22.06,5.29,3.0,5.0,6.3,4.71,1.0,5.4,5.4,2.43,4.0,3.0,2.3,7.57,8.0,9.2,9.0,0.43,0.0,0.0,0.4,1.43,3.0,2.4,1.7,0.14,0.0,0.2,0.2,0.57,0.0,0.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,0.2,0.1,1.67,0.0,0.6,1.6,0.0,0.0,0.0,0.0,0.24,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1
24,Atacante,Cuiabá,18.22,28.5,20.98,23.79,5.14,2.0,4.0,5.8,4.64,3.0,5.2,5.0,2.41,2.0,2.8,2.4,7.68,10.0,9.4,9.1,0.41,0.0,0.0,0.4,1.5,3.0,2.4,2.0,0.14,0.0,0.0,0.2,0.64,2.0,0.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.2,0.1,1.68,2.0,0.8,1.4,0.0,0.0,0.0,0.0,0.23,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.14,1.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1
25,Atacante,Cuiabá,17.99,12.9,15.02,21.61,5.17,6.0,3.6,5.4,4.61,4.0,5.2,4.8,2.35,1.0,2.2,2.2,7.78,10.0,9.8,9.1,0.39,0.0,0.0,0.4,1.48,1.0,2.4,2.0,0.13,0.0,0.0,0.2,0.61,0.0,0.4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.2,0.1,1.65,1.0,0.8,1.4,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.13,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.1
27,Atacante,Cuiabá,18.47,29.6,19.0,22.62,5.08,3.0,3.6,5.1,4.67,6.0,4.0,4.9,2.5,6.0,2.8,2.8,7.58,3.0,8.4,8.6,0.38,0.0,0.0,0.3,1.54,3.0,2.6,2.1,0.12,0.0,0.0,0.2,0.62,1.0,0.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.2,0.1,1.62,1.0,0.8,0.9,0.0,0.0,0.0,0.0,0.29,2.0,0.4,0.4,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.1
28,Atacante,Cuiabá,19.03,32.4,22.9,23.68,5.16,7.0,4.2,4.9,4.64,4.0,3.6,4.8,2.44,1.0,2.8,2.7,7.56,7.0,7.6,8.3,0.36,0.0,0.0,0.1,1.48,0.0,2.0,2.1,0.12,0.0,0.0,0.2,0.68,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.2,0.1,1.6,1.0,1.0,0.9,0.0,0.0,0.0,0.0,0.32,1.0,0.6,0.5,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.1
29,Atacante,Cuiabá,19.13,21.7,25.02,23.01,5.12,4.0,4.4,4.7,4.58,3.0,4.0,4.7,2.38,1.0,2.2,2.6,7.5,6.0,7.2,8.2,0.38,1.0,0.2,0.1,1.5,2.0,1.8,2.1,0.12,0.0,0.0,0.1,0.69,1.0,1.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.1,1.69,4.0,1.8,1.2,0.0,0.0,0.0,0.0,0.35,1.0,0.8,0.6,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
30,Atacante,Cuiabá,19.07,17.4,22.8,21.89,5.19,7.0,5.4,4.7,4.44,1.0,3.6,4.4,2.52,6.0,3.0,2.9,7.48,7.0,6.6,8.0,0.37,0.0,0.2,0.1,1.48,1.0,1.4,1.9,0.11,0.0,0.0,0.0,0.67,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.1,1.7,2.0,1.8,1.3,0.0,0.0,0.0,0.0,0.33,0.0,0.8,0.6,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
31,Atacante,Cuiabá,19.05,18.5,23.92,19.47,5.21,6.0,5.4,4.5,4.46,5.0,3.8,4.5,2.5,2.0,3.2,2.7,7.46,7.0,6.0,7.9,0.36,0.0,0.2,0.1,1.43,0.0,1.2,1.8,0.11,0.0,0.0,0.0,0.68,1.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.1,1.75,3.0,2.2,1.5,0.0,0.0,0.0,0.0,0.32,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
32,Atacante,Cuiabá,18.92,15.3,21.06,20.03,5.21,5.0,5.8,4.7,4.55,7.0,4.0,4.0,2.62,6.0,3.2,3.0,7.41,6.0,6.6,7.5,0.34,0.0,0.2,0.1,1.48,3.0,1.2,1.9,0.1,0.0,0.0,0.0,0.66,0.0,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.1,1.69,0.0,2.0,1.4,0.0,0.0,0.0,0.0,0.31,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
33,Atacante,Cuiabá,18.72,13.0,17.18,20.04,5.23,6.0,5.6,4.9,4.5,3.0,3.8,3.7,2.67,4.0,3.8,3.3,7.4,7.0,6.6,7.1,0.33,0.0,0.2,0.1,1.43,0.0,1.2,1.6,0.1,0.0,0.0,0.0,0.63,0.0,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.1,1.63,0.0,1.8,1.4,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
1,Goleiro,Cuiabá,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Goleiro,Cuiabá,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Goleiro,Cuiabá,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,2.5,2.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Goleiro,Cuiabá,1.33,2.0,1.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,1.67,2.0,1.67,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Goleiro,Cuiabá,1.5,2.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.5,1.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Goleiro,Cuiabá,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Goleiro,Cuiabá,0.33,-3.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.0,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.2,2.5,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Goleiro,Cuiabá,2.14,13.0,2.6,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.2,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,8.0,3.6,3.29,1.71,0.0,1.8,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,0.2,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Goleiro,Cuiabá,1.88,0.0,2.2,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,1.62,1.0,1.6,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
