apelido,foto,pontuacao,posicao_id,clube_id,entrou_em_campo,A,DS,FS,FC,FD,FF,PS,CA,G,PC,SG,I,DE,V,GS,CV,FT,scout,rodada,DP,GC,PP
,,,,,,,,,,,,,,,,,,,,,,,,36,,,
,,,,,,,,,,,,,,,,,,,,,,,,36,,,
,,,,,,,,,,,,,,,,,,,,,,,,36,,,
,,,,,,,,,,,,,,,,,,,,,,,,36,,,
Zaracho,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,13.6,4.0,282.0,True,,4.0,,,,1.0,,,1.0,,,,,,,,,,35,,,
Igor Gomes,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,4.6,4.0,282.0,True,,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,35,,,
Luan Cândido,https://s.sde.globo.com/media/person_role/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png,0.8,2.0,280.0,True,,1.0,,3.0,,2.0,,1.0,,,,1.0,,,,,,,35,,,
Nonato,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_koUYCZt.png,0.4,4.0,277.0,True,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,35,,,
Júnior Santos,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_20JkUu3.png,4.4,5.0,263.0,True,,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,35,,,
Diego,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_50P80kB.png,7.6,4.0,290.0,True,,4.0,4.0,,,1.0,,,,,,,,,,,,,35,,,
Ferreira,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bBuY85e.png,2.6,5.0,284.0,True,,,1.0,1.0,2.0,,,,,,,,,,,,,,35,,,
Guga,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_XX1WP8Y.png,5.3,2.0,266.0,True,,4.0,1.0,,,,,,,,,,,,,,,,35,,,
Robson Bambu,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_duKaGjT.png,4.5,3.0,267.0,True,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,35,,,
Alerrandro,https://s.sde.globo.com/media/person_role/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png,1.1,5.0,280.0,True,,1.0,,,,,,,,,,1.0,,,,,,,35,,,
Matheuzinho,https://s.sde.globo.com/media/person_role/2023/11/09/photo_FORMATO.png,3.7,2.0,262.0,True,,,,1.0,,,,1.0,,,1.0,,,,,,,,35,,,
Vitinho,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Hob15WK.png,3.0,5.0,280.0,True,,,2.0,,1.0,1.0,,,,,,,,,,,,,35,,,
Brítez,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qvH6Q9A.png,-0.7,3.0,356.0,True,,,1.0,4.0,,,,,,,,,,,,,,,35,,,
Anderson Oliveira,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_AFDNRnG.png,-0.3,5.0,290.0,True,,,,1.0,,,,,,,,,,,,,,,35,,,
Piquerez,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_04Y9scz.png,2.4,2.0,275.0,True,,2.0,,,,,,,,,,,,,,,,,35,,,
Lucas Halter,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,1.9,3.0,290.0,True,,1.0,2.0,1.0,,,,,,,,,,,,,,,35,,,
Rafael Elias,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_C3BThsf.png,1.4,5.0,283.0,True,,,1.0,1.0,1.0,,,,,,,,,,,,,,35,,,
Caio Paulista,https://s.sde.globo.com/media/person_role/2023/01/27/photo_FORMATO_rRBJfVv.png,7.9,2.0,276.0,True,,2.0,1.0,,,,,,,,1.0,,,,,,,,35,,,
Cacá,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_EPR1F0c.png,5.9,3.0,293.0,True,,1.0,,1.0,,,,,,,1.0,,,,,,,,35,,,
Mastriani,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_6Ys1TEq.png,1.7,5.0,327.0,True,,1.0,,1.0,,1.0,,,,,,,,,,,,,35,,,
Helinho,https://s.sde.globo.com/media/person_role/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,2.2,5.0,280.0,True,,,2.0,,1.0,,,,,,,,,,,,,,35,,,
Anderson,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Lvl4bA5.png,-1.0,1.0,283.0,False,,,,,,,,1.0,,,,,,,,,,,35,,,
Canobbio,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VXCkQFM.png,8.4,5.0,293.0,True,,3.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,35,,,
Eric Ramires,https://s.sde.globo.com/media/person_role/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,3.4,4.0,280.0,True,,2.0,2.0,,,,,,,,,,,,,,,,35,,,
Matheus Alexandre,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_4eKoeL1.png,5.5,2.0,1371.0,True,,,1.0,,,,,,,,1.0,,,,,,,,35,,,
Emmanuel Martínez,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_cPLErDD.png,-0.5,4.0,327.0,True,,,,1.0,,1.0,,1.0,,,,,,,,,,,35,,,
Jadsom Silva,https://s.sde.globo.com/media/person_role/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,-0.5,4.0,280.0,True,,2.0,,3.0,,,,1.0,,1.0,,,,,,,,,35,,,
Higor Meritão,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_uo7UAHd.png,1.2,4.0,290.0,True,,1.0,,,,,,,,,,,,,,,,,35,,,
Igor Gomes,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_I7Q1WEp.png,4.7,3.0,285.0,True,,,,1.0,,,,,,,1.0,,,,,,,,35,,,
Christian,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_V2OPAxf.png,2.4,4.0,293.0,True,,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,35,,,
Matheus Bianqui,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_nFBy3HF.png,2.0,4.0,294.0,True,,1.0,,,,1.0,,,,,,,,,,,,,35,,,
Juan Vojvoda,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,5.04,6.0,356.0,True,,,,,,,,,,,,,,,,,,,35,,,
Sebastián Gómez,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_fnuIkZJ.png,0.7,4.0,294.0,True,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,35,,,
João Marcelo,https://s.sde.globo.com/media/person_role/2023/08/01/photo_220x220_vuySYbE.png,6.2,3.0,283.0,True,,1.0,,,,,,,,,1.0,,,,,,,,35,,,
Luis Henrique,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XMfC6C1.png,-0.3,5.0,263.0,True,,,,1.0,,,,,,,,,,,,,,,35,,,
Bento,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ROEp8B.png,7.5,1.0,293.0,True,,,1.0,,,,,,,,1.0,,2.0,,,,,,35,,,
Rikelme,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_FfgJEdr.png,2.4,5.0,1371.0,True,,2.0,,,,,,,,,,,,,,,,,35,,,
Lucas Piton,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_71dywWV.png,5.0,2.0,267.0,True,,,,,,,,,,,1.0,,,,,,,,35,,,
Maurício,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_7KIwg4E.png,1.9,4.0,285.0,True,,1.0,3.0,2.0,,1.0,,1.0,,,,,,,,,,,35,,,
Nicolás Hernández,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_l85XoS0.png,5.5,3.0,285.0,True,,,1.0,,,,,,,,1.0,,,,,,,,35,,,
Wesley,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vnwHYu8.png,4.8,5.0,283.0,True,,1.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,35,,,
Zé Gabriel,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PQUgcKV.png,1.5,4.0,267.0,True,,1.0,3.0,4.0,,,,,,,,,,,,,,,35,,,
Rômulo,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_eEMPMPy.png,-0.8,4.0,285.0,True,,,1.0,1.0,,,,1.0,,,,,,,,,,,35,,,
Rochet,https://s.sde.globo.com/media/person_role/2023/07/14/photo_FORMATO_AtGShUT.png,10.0,1.0,285.0,True,,,,,,,,,,,1.0,,5.0,,,,,,35,,,
Johnny,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ylIGH1n.png,4.5,4.0,285.0,True,,3.0,,1.0,1.0,,,,,,,,,,,,,,35,,,
Gabriel Pec,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_RHuy7TJ.png,0.2,5.0,267.0,True,,,,3.0,1.0,,,,,,,1.0,,,,,,,35,,,
Bruno Gomes,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_uLOhgzA.png,10.6,4.0,294.0,True,1.0,1.0,4.0,2.0,,,,,,,,,,,,,1.0,,35,,,
Realpe,https://s.sde.globo.com/media/person_role/2022/05/05/593eafb7ce8c7aa2051ccde762f1d731_FORMATO.png,1.2,3.0,280.0,True,,1.0,,,,,,,,,,,,,,,,,35,,,
Caio Alexandre,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mYQOurq.png,3.5,4.0,356.0,True,,,3.0,6.0,,1.0,,,,,,,,,,,1.0,,35,,,
Talles Costa,https://s.sde.globo.com/media/person_role/2022/03/01/46c4e9fd9a32a9e894bd6edc746e403d_FORMATO.png,1.9,4.0,276.0,True,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,35,,,
Richard Ríos,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_RowK2Zx.png,3.9,4.0,275.0,True,,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,35,,,
Michel Araújo,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_Z1W5SRZ.png,2.5,4.0,276.0,True,,1.0,1.0,,,1.0,,,,,,,,,,,,,35,,,
Gustavo Garcia,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_9hMRqkt.png,-1.0,2.0,275.0,False,,,,,,,,1.0,,,,,,,,,,,35,,,
Vanderlan,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_F0bHOxR.png,1.2,2.0,275.0,True,,1.0,,,,,,,,,,,,,,,,,35,,,
André,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_VrJSWeV.png,1.2,4.0,266.0,True,,,,,1.0,,,,,,,,,,,,,,35,,,
Natanael,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_t78oWnD.png,3.1,2.0,294.0,True,,2.0,2.0,1.0,,,,,,,,,,,,,,,35,,,
Praxedes,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_kPHzPIn.png,0.8,4.0,267.0,True,,,,,,1.0,,,,,,,,,,,,,35,,,
Guilherme Bossle,https://s.sde.globo.com/media/person_role/2023/11/28/photo_FORMATO_MwQ7Tp1.png,4.09,6.0,294.0,True,,,,,,,,,,,,,,,,,,,35,,,
Garcez,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_BtxMdJP.png,3.2,5.0,294.0,True,,2.0,,,,1.0,,,,,,,,,,,,,35,,,
Isidro Pitta,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LlMyePJ.png,0.0,5.0,1371.0,True,,,1.0,1.0,,,,,,,,2.0,,,,,,,35,,,
Breno,https://s.sde.globo.com/media/person_role/2022/09/18/photo_FORMATO_aTUZBiS.png,1.3,5.0,290.0,True,,,1.0,,,1.0,,,,,,,,,,,,,35,,,
Erison,https://s.sde.globo.com/media/person_role/2023/02/01/photo_FORMATO_0I7WXAm.png,1.2,5.0,276.0,True,,,2.0,1.0,,2.0,,1.0,,,,1.0,,,,,,,35,,,
Arriagada,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VPNWNb6.png,0.8,5.0,293.0,True,,,,,,1.0,,,,,,,,,,,,,35,,,
Victor Sá,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_t9xgUxE.png,4.3,5.0,263.0,True,,3.0,2.0,1.0,,,,,,,,,,,,,,,35,,,
Ian Luccas,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HM5lJ1D.png,-0.4,4.0,283.0,True,,,,1.0,,,,,,,,1.0,,,,,,,35,,,
Calebe,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_AhzCnT2.png,11.0,4.0,356.0,True,,,2.0,,1.0,1.0,,,1.0,,,,,,,,,,35,,,
Marcos Leonardo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_eb1ett7.png,-0.6,5.0,277.0,True,,,,1.0,,,,,,,,3.0,,,,,,,35,,,
Joaquim,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_KiHaTyd.png,4.8,3.0,277.0,True,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,35,,,
Segovinha,https://s.sde.globo.com/media/person_role/2023/04/04/photo_FORMATO.png,0.9,4.0,263.0,True,,1.0,,1.0,,,,,,,,,,,,,,,35,,,
Abel Ferreira,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,3.54,6.0,275.0,True,,,,,,,,,,,,,,,,,,,35,,,
Machuca,https://s.sde.globo.com/media/person_role/2023/08/01/photo_FORMATO_LFqKqA7.png,-0.3,5.0,356.0,True,,,,1.0,,,,,,,,,,,,,,,35,,,
Esquivel,https://s.sde.globo.com/media/person_role/2023/05/31/photo_FORMATO_DlnAHYU.png,7.3,2.0,293.0,True,,2.0,1.0,2.0,,,,,,,1.0,,,,,,,,35,,,
Andrés Hurtado,https://s.sde.globo.com/media/person_role/2022/05/05/495e0cd517eacede744f14fefa06d6d5_FORMATO.png,1.2,2.0,280.0,True,,1.0,,,,,,,,,,,,,,,,,35,,,
Rubens,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JV4BtfR.png,9.0,2.0,282.0,True,,1.0,4.0,,,1.0,,,,,1.0,,,,,,,,35,,,
John Kennedy,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_ZAgi9kx.png,13.7,5.0,266.0,True,,,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,35,,,
Gustavo Martins,https://s.sde.globo.com/media/person_role/2023/05/25/photo_FORMATO_levDrmA.png,2.9,3.0,284.0,True,,2.0,1.0,,,,,,,,,,,,,,,,35,,,
António Oliveira,https://s.sde.globo.com/media/person_role/2021/04/27/21a131dcff78d521da3297e98526ce48_FORMATO.png,4.65,6.0,1371.0,True,,,,,,,,,,,,,,,,,,,35,,,
Fabinho,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_6TfTz4T.png,0.2,4.0,275.0,True,,,1.0,1.0,,,,,,,,,,,,,,,35,,,
Marlon Gomes,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_t23W3Dj.png,7.1,4.0,267.0,True,,6.0,3.0,2.0,,,,1.0,,,,,,,,,,,35,,,
Ighor Gabryel,https://s.sde.globo.com/media/person_role/2023/11/26/photo_FORMATO.png,0.5,5.0,327.0,True,,,1.0,,,,,,,,,,,,,,,,35,,,
Julián Palacios,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_C8xKUgn.png,3.2,4.0,290.0,True,,,2.0,2.0,1.0,2.0,,,,,,,,,,,,,35,,,
Thalisson Gabriel,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_sNKyuNw.png,2.6,3.0,294.0,True,,2.0,1.0,1.0,,,,,,,,,,,,,,,35,,,
Gabriel Grando,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bv2qwrK.png,0.0,1.0,284.0,True,,,,,,,,,,,,,3.0,,3.0,,,,35,,,
Nathan Mendes,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Ec4EI26.png,5.0,2.0,276.0,True,,1.0,,4.0,,,,,,,1.0,,,,,,,,35,,,
Júlio,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ta473IP.png,1.7,3.0,327.0,True,,1.0,,1.0,,1.0,,,,,,,,,,,,,35,,,
Pablo Maia,https://s.sde.globo.com/media/person_role/2022/03/05/e91f0953fe782088f01eda528fd69b2f_FORMATO.png,4.6,4.0,276.0,True,,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,35,,,
Bruninho,https://s.sde.globo.com/media/person_role/2022/05/05/f1f155231d0b75984084fb05c52de0db_FORMATO.png,0.0,4.0,280.0,True,,,,,,,,,,,,,,,,,,,35,,,
Vitor Roque,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0B2D0LR.png,0.4,5.0,293.0,True,,,1.0,,,,,,,,,1.0,,,,,,,35,,,
Wesley,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_FLI9Vom.png,5.9,2.0,262.0,True,,1.0,,1.0,,,,,,,1.0,,,,,,,,35,,,
Naves,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PUzC8ZB.png,0.0,3.0,275.0,True,,,,,,,,,,,,,,,,,,,35,,,
Rodriguinho,https://s.sde.globo.com/media/person_role/2023/10/11/photo_FORMATO_TSPnsCz.png,0.0,4.0,327.0,True,,,,,,,,,,,,,,,,,,,35,,,
Lelê,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_JNinp65.png,2.2,5.0,266.0,True,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,35,,,
Endrick,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_6tQjxwx.png,3.2,5.0,275.0,True,,1.0,4.0,4.0,1.0,,,,,,,,,,,,,,35,,,
Denilson,https://s.sde.globo.com/media/person_role/2022/10/15/photo_FORMATO_sqKxYTo.png,2.4,4.0,1371.0,True,,2.0,,,,,,,,,,,,,,,,,35,,,
Adyson,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_KOZ7smb.png,0.0,5.0,327.0,True,,,,,,,,,,,,,,,,,,,35,,,
Gabriel Silva,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_kENShcR.png,2.0,4.0,294.0,True,,1.0,,,,1.0,,,,,,,,,,,,,35,,,
Renato Marques,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_mDKWEgg.png,0.0,5.0,327.0,True,,,,,,,,,,,,,,,,,,,35,,,
Pedro Caixinha,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LvzP4JH.png,2.55,6.0,280.0,True,,,,,,,,,,,,,,,,,,,35,,,
Ronald,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO_juUTHsW.png,1.7,4.0,284.0,True,,1.0,,1.0,,1.0,,,,,,,,,,,,,35,,,
Pedrinho,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_vpwMN7R.png,1.7,5.0,290.0,True,,1.0,1.0,,,,,,,,,,,,,,,,35,,,
Weslley Patati,https://s.sde.globo.com/media/person_role/2022/07/10/a604fa10e6f654cdd7a69453df88ea07_FORMATO.jpeg,0.0,5.0,277.0,True,,,,,,,,,,,,,,,,,,,35,,,
Kevyson,https://s.sde.globo.com/media/person_role/2023/09/29/photo_FORMATO_RW7aWbF.png,4.8,2.0,277.0,True,,3.0,,,1.0,,,,,,,,,,,,,,35,,,
Mateus Carvalho,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_AtC7CQ7.png,-0.3,4.0,267.0,True,,,,1.0,,,,,,,,,,,,,,,35,,,
Kaio César,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_CVQMogN.png,2.7,5.0,294.0,True,,1.0,3.0,,,,,,,,,,,,,,,,35,,,
André,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_rIXRX47.png,0.8,5.0,284.0,True,,,,,,1.0,,,,,,,,,,,,,35,,,
Janderson,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ubiTL56.png,1.0,5.0,263.0,True,,,1.0,1.0,,1.0,,,,,,,,,,,,,35,,,
Giovanni Manson,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_7pCfzQS.png,0.0,4.0,266.0,True,,,,,,,,,,,,,,,,,,,35,,,
Gustavinho,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_D4mqWRg.png,-1.3,4.0,280.0,True,,,,1.0,,,,1.0,,,,,,,,,,,35,,,
Lucca,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_hF9GrgX.png,0.6,5.0,285.0,True,,1.0,,2.0,,,,,,,,,,,,,,,35,,,
Isaac,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_BvtRIqc.png,4.1,4.0,266.0,True,,2.0,3.0,2.0,,1.0,,,,,,,,,,,,,35,,,
Japa,,1.7,4.0,283.0,True,,1.0,1.0,,,,,,,,,,,,,,,,35,,,
Henry Mosquera,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_TRxfH8B.png,3.7,5.0,280.0,True,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,35,,,
Allyson,https://s.sde.globo.com/media/person_role/2023/04/06/photo_FORMATO.png,6.7,3.0,1371.0,True,,1.0,1.0,,,,,,,,1.0,,,,,,,,35,,,
Nathan Fernandes,https://s.sde.globo.com/media/person_role/2023/11/30/photo_FORMATO_3LOUtyA.png,1.2,5.0,284.0,True,,,,,1.0,,,,,,,,,,,,,,35,,,
Robert,https://s.sde.globo.com/media/person_role/2023/06/09/photo_FORMATO_Y3mjBy8.png,8.0,5.0,283.0,True,,,,,,,,,1.0,,,,,,,,,,35,,,
Zapelli,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_hPfi5y5.png,2.5,4.0,293.0,True,,,1.0,,1.0,1.0,,,,,,,,,,,,,35,,,
Diogo Oliveira,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_j3yYqW0.png,2.4,5.0,294.0,True,,2.0,1.0,3.0,,2.0,,1.0,,,,2.0,,,,,,,35,,,
Paulinho,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO.png,2.6,4.0,267.0,True,,2.0,3.0,4.0,,,,,,,,1.0,,,,,,,35,,,
Derik Lacerda,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_0IUGoh3.png,1.7,5.0,1371.0,True,,1.0,1.0,,,,,,,,,,,,,,,,35,,,
Maxi Silvera,https://s.sde.globo.com/media/person_role/2023/08/30/photo_220x220_DYNlrRE.png,0.7,5.0,277.0,True,,,2.0,1.0,,,,,,,,,,,,,,,35,,,
Mário Henrique,https://s.sde.globo.com/media/person_role/2023/11/14/photo_220x220_l1ntRYO.png,2.72,6.0,290.0,True,,,,,,,,,,,,,,,,,,,35,,,
Paulo Autuori,https://s.sde.globo.com/media/person_role/2023/11/14/photo_FORMATO_9LUyoUG.png,7.99,6.0,283.0,True,,,,,,,,,,,,,,1.0,,,,,35,,,
Mano Menezes,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO.png,0.0,6.0,264.0,False,,,,,,,,,,,,,,,,,,,35,,,
Fábio,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_TV5Ba3v.png,1.0,1.0,266.0,True,,,,,,,,,,,,,2.0,,1.0,,,,35,,,
Thiago Heleno,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_msFDFpI.png,5.0,3.0,293.0,True,,1.0,,4.0,,,,,,,1.0,,,,,,,,35,,,
Marcelo,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_AWlci0T.png,5.0,2.0,266.0,True,,4.0,1.0,1.0,,,,,,,,,,,,,,,35,,,
Felipe Melo,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_3jDOHjM.png,-1.3,4.0,266.0,True,,,,1.0,,,,1.0,,,,,,,,,,,35,,,
Filipe Luís,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_1mrsipC.png,5.0,2.0,262.0,True,,,,,,,,,,,1.0,,,,,,,,35,,,
Hulk,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_VrWmS3u.png,20.3,5.0,282.0,True,1.0,2.0,2.0,3.0,2.0,3.0,,,1.0,,,,,,,,,,35,,,
Alan Franco,https://s.sde.globo.com/media/person_role/2021/05/02/fdebad6783b5559cac6ed2d7d429e802_FORMATO.png,2.1,4.0,282.0,True,,2.0,,1.0,,,,,,,,,,,,,,,35,,,
Dorival Júnior,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_Lo29Wew.png,5.0,6.0,276.0,True,,,,,,,,,,,,,,,,,,,35,,,
Renato Gaúcho,https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,2.89,6.0,284.0,True,,,,,,,,,,,,,,,,,,,35,,,
Willian,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO.png,5.5,5.0,293.0,True,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,35,,,
Luiz Felipe Scolari,https://s.sde.globo.com/media/person_role/2021/07/09/e29b4de70c7cc0b46eb86661058d026f_220x220.png,10.54,6.0,282.0,True,,,,,,,,,,,,,,1.0,,,,,35,,,
Tite,https://s.sde.globo.com/media/person_role/2023/10/09/photo_220x220_KL4MJhP.png,10.56,6.0,262.0,True,,,,,,,,,,,,,,1.0,,,,,35,,,
Titi,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_swipUAZ.png,3.3,3.0,356.0,True,,2.0,3.0,2.0,,,,,,,,,,,,,,,35,,,
Apodi,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_B149DKg.png,-1.9,2.0,290.0,True,,,,3.0,,,,1.0,,,,,,,,,,,35,,,
Walter,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_byoeISo.png,9.0,1.0,1371.0,True,,,,,,,,,,,1.0,,4.0,,,,,,35,,,
Everton Ribeiro,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_SWdtKkm.png,10.1,4.0,262.0,True,,2.0,,1.0,,,,,1.0,,,,,,,,,,35,,,
Felipe Azevedo,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_A1IjqkB.png,6.8,5.0,327.0,True,,,2.0,,1.0,2.0,,,,,,,,,,,1.0,,35,,,
Ganso,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_PmRYkjX.png,0.0,4.0,266.0,True,,,,,,,,,,,,,,,,,,,35,,,
Marcos Rocha,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_OnxH8aq.png,0.1,2.0,275.0,True,,,1.0,1.0,,,,,,,,1.0,,,,,,,35,,,
Willian Farias,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_n93P5Hb.png,0.0,4.0,294.0,True,,,,,,,,,,,,,,,,,,,35,,,
Edenílson,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_Nf8iNxS.png,1.4,4.0,282.0,True,,,,2.0,,,,1.0,,,,,,,,,1.0,,35,,,
